Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Matt Bryant,K,11,ATL,LAR,4,4,100,42,2,2,0.00,2010
2,Billy Cundiff,K,11,BAL,CAR,3,3,100,49,4,4,0.00,2010
3,Graham Gano,K,11,WAS,TEN,4,6,67,48,1,1,0.00,2010
4,Olindo Mare,K,11,SEA,NO,4,4,100,43,1,1,0.00,2010
5,David Akers,K,11,PHI,NYG,4,5,80,38,1,1,0.00,2010
6,Nick Folk,K,11,NYJ,HOU,3,4,75,37,3,3,0.00,2010
7,Robbie Gould,K,11,CHI,MIA,3,3,100,50,1,1,0.00,2010
8,Rob Bironas,K,11,TEN,WAS,3,3,100,40,1,1,0.00,2010
9,Neil Rackers,K,11,HOU,NYJ,2,2,100,38,3,3,0.00,2010
10,Phil Dawson,K,11,CLE,JAX,2,4,50,41,2,2,0.00,2010
11,John Kasay,K,11,CAR,BAL,2,2,100,45,1,1,0.00,2010
12,Rian Lindell,K,11,BUF,CIN,0,1,0,0,7,7,0.00,2010
13,A Pettrey,K,11,CIN,BUF,1,2,50,19,4,4,0.00,2010
14,Ryan Succop,K,11,KC,ARI,1,1,100,23,4,4,0.00,2010
15,Jay Feely,K,11,ARI,KC,2,2,100,36,1,1,0.00,2010
16,Mason Crosby,K,11,GB,MIN,1,1,100,42,4,4,0.00,2010
17,Josh Brown,K,11,LAR,ATL,1,1,100,53,2,2,0.00,2010
18,Shayne Graham,K,11,NE,IND,1,1,100,25,4,4,0.00,2010
19,Josh Scobee,K,11,JAX,CLE,1,1,100,47,3,3,0.00,2010
20,Dave Rayner,K,11,DET,DAL,1,1,100,47,2,2,0.00,2010
21,David Buehler,K,11,DAL,DET,0,0,0,0,5,5,0.00,2010
22,Shaun Suisham,K,11,PIT,OAK,0,0,0,0,5,5,0.00,2010
23,Lawrence Tynes,K,11,NYG,PHI,1,1,100,24,2,2,0.00,2010
24,Nate Kaeding,K,11,LAC,DEN,0,1,0,0,5,5,0.00,2010
25,Garrett Hartley,K,11,NO,SEA,0,1,0,0,4,4,0.00,2010
26,Adam Vinatieri,K,11,IND,NE,0,0,0,0,4,4,0.00,2010
27,Ryan Longwell,K,11,MIN,GB,1,1,100,24,0,0,0.00,2010
28,Sebastian Janikowski,K,11,OAK,PIT,1,1,100,41,0,0,0.00,2010
29,Connor Barth,K,11,TB,SF,0,1,0,0,3,3,0.00,2010
30,Matt Prater,K,11,DEN,LAC,0,0,0,0,2,2,0.00,2010
31,Dan Carpenter,K,11,MIA,CHI,0,0,0,0,0,0,0.00,2010
32,Rhys Lloyd,K,11,CAR,BAL,0,0,0,0,0,0,0.00,2010
33,Thomas Howard,K,11,OAK,PIT,0,0,0,0,0,0,0.00,2010
34,Shane Andrus,K,11,SF,TB,0,0,0,0,0,0,0.00,2010
