Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,SEA,32.28
Peyton Manning,QB,IND,NE,31.84
Ryan Fitzpatrick,QB,BUF,CIN,30.74
Mark Sanchez,QB,NYJ,HOU,28.80
Jon Kitna,QB,DAL,DET,27.88
Philip Rivers,QB,LAC,DEN,24.92
Matt Hasselbeck,QB,SEA,NO,22.84
Donovan McNabb,QB,WAS,TEN,21.44
Matt Ryan,QB,ATL,LAR,20.92
Michael Vick,QB,PHI,NYG,20.72
Shaun Hill,QB,DET,DAL,18.56
Joe Flacco,QB,BAL,CAR,18.04
Sam Bradford,QB,LAR,ATL,18.02
Colt McCoy,QB,CLE,JAX,16.54
Carson Palmer,QB,CIN,BUF,16.40
Derek Anderson,QB,ARI,KC,15.80
Matt Cassel,QB,KC,ARI,15.72
Tom Brady,QB,NE,IND,15.24
David Garrard,QB,JAX,CLE,15.06
Josh Freeman,QB,TB,SF,14.94
Matt Schaub,QB,HOU,NYJ,14.46
Kyle Orton,QB,DEN,LAC,12.08
Eli Manning,QB,NYG,PHI,12.08
Troy Smith,QB,SF,TB,9.42
Brian St Pierre,QB,CAR,BAL,8.92
Jay Cutler,QB,CHI,MIA,8.04
Vince Young,QB,TEN,WAS,7.60
Brett Favre,QB,MIN,GB,7.32
Bruce Gradkowski,QB,OAK,PIT,4.12
Jason Campbell,QB,OAK,PIT,1.80
Rusty Smith,QB,TEN,WAS,1.48
Josh Johnson,QB,TB,SF,0.98
Jordan Palmer,QB,CIN,BUF,0.72
Matt Flynn,QB,GB,MIN,0.70
Tim Tebow,QB,DEN,LAC,0.00
Chase Daniel,QB,NO,SEA,0.00
Sage Rosenfels,QB,NYG,PHI,0.00
Santonio Holmes,WR,NYJ,HOU,34.60
Marques Colston,WR,NO,SEA,34.30
Dwayne Bowe,WR,KC,ARI,31.90
Reggie Wayne,WR,IND,NE,27.70
Santana Moss,WR,WAS,TEN,25.60
Mike Wallace,WR,PIT,OAK,25.50
Nate Burleson,WR,DET,DAL,24.20
Jeremy Maclin,WR,PHI,NYG,24.00
Patrick Crayton,WR,LAC,DEN,22.50
Blair White,WR,IND,NE,21.20
Larry Fitzgerald,WR,ARI,KC,21.00
Robert Meachem,WR,NO,SEA,20.80
Mike Williams,WR,SEA,NO,19.90
Brandon Lloyd,WR,DEN,LAC,19.80
Ben Obomanu,WR,SEA,NO,19.70
Nate Washington,WR,TEN,WAS,19.70
Roddy White,WR,ATL,LAR,19.30
Braylon Edwards,WR,NYJ,HOU,18.60
Donald Jones,WR,BUF,CIN,18.10
David Gettis,WR,CAR,BAL,17.20
Wes Welker,WR,NE,IND,16.80
Calvin Johnson,WR,DET,DAL,16.60
TJ Houshmandzadeh,WR,BAL,CAR,15.90
Terrell Owens,WR,CIN,BUF,15.30
Brandon Gibson,WR,LAR,ATL,15.20
Miles Austin,WR,DAL,DET,14.70
Mike Thomas,WR,JAX,CLE,14.60
Mike Williams,WR,TB,SF,14.40
Danny Amendola,WR,LAR,ATL,14.30
Steve Breaston,WR,ARI,KC,14.20
James Jones,WR,GB,MIN,14.10
Deion Branch,WR,NE,IND,14.00
Brandon Stokley,WR,SEA,NO,13.60
Hakeem Nicks,WR,NYG,PHI,12.50
Jordan Shipley,WR,CIN,BUF,12.10
Brian Hartline,WR,MIA,CHI,12.00
Chad Johnson,WR,CIN,BUF,11.80
Emmanuel Sanders,WR,PIT,OAK,11.50
Pierre Garcon,WR,IND,NE,11.20
Andre Roberts,WR,ARI,KC,11.20
Austin Collie,WR,IND,NE,11.00
Michael Jenkins,WR,ATL,LAR,10.80
Johnny Knox,WR,CHI,MIA,10.50
Laurent Robinson,WR,LAR,ATL,10.50
Malcom Floyd,WR,LAC,DEN,10.40
DeSean Jackson,WR,PHI,NYG,10.30
Derek Hagan,WR,NYG,PHI,10.00
Dez Bryant,WR,DAL,DET,9.80
Chris Cooley,TE,WAS,TEN,16.10
Brandon Pettigrew,TE,DET,DAL,15.50
Michael Hoomanawanui,TE,LAR,ATL,14.60
Jacob Tamme,TE,IND,NE,13.00
Jimmy Graham,TE,NO,SEA,12.20
Todd Heap,TE,BAL,CAR,11.90
Evan Moore,TE,CLE,JAX,9.90
Justin Peelle,TE,ATL,LAR,9.40
Bo Scaife,TE,TEN,WAS,9.10
Jason Witten,TE,DAL,DET,8.80
Tony Gonzalez,TE,ATL,LAR,8.60
Greg Olsen,TE,CHI,MIA,8.00
Aaron Hernandez,TE,NE,IND,7.80
Kellen Winslow,TE,TB,SF,7.40
Travis Beckum,TE,NYG,PHI,7.20
Gijon Robinson,TE,IND,NE,7.10
Fred Davis,TE,WAS,TEN,6.40
Delanie Walker,TE,SF,TB,6.00
Brandon Myers,TE,OAK,PIT,5.80
Zach Miller,TE,JAX,CLE,5.70
Heath Miller,TE,PIT,OAK,5.60
Ben Patrick,TE,ARI,KC,5.40
Jermaine Gresham,TE,CIN,BUF,5.30
David Thomas,TE,NO,SEA,4.60
Jake O'Connell,TE,KC,ARI,4.40
John Carlson,TE,SEA,NO,4.40
Kevin Boss,TE,NYG,PHI,4.20
Kory Sperry,TE,LAC,DEN,4.10
Deon Butler,TE,SEA,NO,3.90
Matt Spaeth,TE,PIT,OAK,3.60
Rob Gronkowski,TE,NE,IND,3.50
David Martin,TE,BUF,CIN,3.50
Jared Cook,TE,TEN,WAS,3.10
Zach Miller,TE,OAK,PIT,2.90
Dustin Keller,TE,NYJ,HOU,2.70
Anthony Fasano,TE,MIA,CHI,2.60
Daniel Graham,TE,DEN,LAC,2.60
Visanthe Shiancoe,TE,MIN,GB,2.60
Andrew Quarless,TE,GB,MIN,2.40
Jeff King,TE,CAR,BAL,2.40
Tory Humphrey,TE,NO,SEA,2.20
Daniel Fells,TE,LAR,ATL,2.10
Tony Scheffler,TE,DET,DAL,2.00
Shawn Nelson,TE,BUF,CIN,1.90
Billy Bajema,TE,LAR,ATL,1.90
Clay Harbor,TE,PHI,NYG,1.60
Mike Sellers,TE,WAS,TEN,1.60
James Casey,TE,HOU,NYJ,1.30
Fred Jackson,RB,BUF,CIN,30.90
LeSean McCoy,RB,PHI,NYG,28.00
Mike Tolbert,FB,LAC,DEN,26.30
Peyton Hillis,RB,CLE,JAX,26.30
Cedric Benson,RB,CIN,BUF,25.60
Ray Rice,RB,BAL,CAR,25.10
Knowshon Moreno,RB,DEN,LAC,25.00
Mike Goodson,RB,CAR,BAL,23.10
Michael Turner,RB,ATL,LAR,22.70
Thomas Jones,RB,KC,ARI,19.10
Danny Woodhead,RB,NE,IND,19.00
Chris Johnson,RB,TEN,WAS,18.60
Matt Forte,RB,CHI,MIA,18.40
Darren Sproles,RB,LAC,DEN,18.40
LaDainian Tomlinson,RB,NYJ,HOU,17.70
BenJarvus Green-Ellis,RB,NE,IND,17.00
Jamaal Charles,RB,KC,ARI,16.60
Chris Ivory,RB,NO,SEA,15.90
Keiland Williams,RB,WAS,TEN,15.50
Donald Brown,RB,IND,NE,13.80
Cadillac Williams,RB,TB,SF,12.80
Tim Hightower,RB,ARI,KC,11.60
Isaac Redman,RB,PIT,OAK,11.30
Maurice Morris,RB,DET,DAL,11.10
Frank Gore,RB,SF,TB,11.00
Rashard Mendenhall,RB,PIT,OAK,10.90
Brandon Jackson,RB,GB,MIN,10.60
Felix Jones,RB,DAL,DET,10.60
Adrian Peterson,RB,MIN,GB,9.80
Jacob Hester,RB,LAC,DEN,9.60
Justin Forsett,RB,SEA,NO,9.30
Tyler Thigpen,RB,MIA,CHI,9.18
Steven Jackson,RB,LAR,ATL,9.10
LeGarrette Blount,RB,TB,SF,8.20
Marshawn Lynch,RB,SEA,NO,7.50
Michael Bush,RB,OAK,PIT,7.10
Ladell Betts,RB,NO,SEA,6.70
Javarris James,RB,IND,NE,6.70
Toby Gerhart,RB,MIN,GB,6.40
Marion Barber,RB,DAL,DET,6.10
Ronnie Brown,RB,MIA,CHI,5.90
