,Player,Position,Team,Opponent,Points,PlayerID
0,Drew Brees,QB,NO,SEA,32.28,00-0020531
1,Peyton Manning,QB,IND,NE,31.84,00-0010346
2,Ryan Fitzpatrick,QB,BUF,CIN,30.74,00-0023682
3,Mark Sanchez,QB,NYJ,HOU,28.8,00-0026898
4,Jon Kitna,QB,DAL,DET,27.88,00-0009311
5,Philip Rivers,QB,LAC,DEN,24.92,00-0022942
6,Matt Hasselbeck,QB,SEA,NO,22.84,00-0007091
7,Donovan McNabb,QB,WAS,TEN,21.44,00-0011022
8,Matt Ryan,QB,ATL,LAR,20.92,00-0026143
9,Michael Vick,QB,PHI,NYG,20.72,
10,Shaun Hill,QB,DET,DAL,18.56,00-0020679
11,Joe Flacco,QB,BAL,CAR,18.04,00-0026158
12,Sam Bradford,QB,LA,ATL,18.02,00-0027854
13,Colt McCoy,QB,CLE,JAX,16.54,00-0027688
14,Carson Palmer,QB,CIN,BUF,16.4,00-0021429
15,Derek Anderson,QB,ARI,KC,15.8,00-0023645
16,Matt Cassel,QB,KC,ARI,15.72,00-0023662
17,Tom Brady,QB,NE,IND,15.24,00-0019596
18,David Garrard,QB,JAX,CLE,15.06,00-0021231
19,Josh Freeman,QB,TB,SF,14.94,00-0026993
20,Matt Schaub,QB,HOU,NYJ,14.46,00-0022787
21,Kyle Orton,QB,DEN,LAC,12.08,00-0023541
22,Eli Manning,QB,NYG,PHI,12.08,00-0022803
23,Troy Smith,QB,SF,TB,9.42,00-0025561
24,Brian St Pierre,QB,CAR,BAL,8.92,
25,Jay Cutler,QB,CHI,MIA,8.04,00-0024226
26,Vince Young,QB,TEN,WAS,7.6,00-0024218
27,Brett Favre,QB,MIN,GB,7.32,00-0005106
28,Bruce Gradkowski,QB,OAK,PIT,4.12,00-0024408
29,Jason Campbell,QB,OAK,PIT,1.8,00-0023460
30,Rusty Smith,QB,TEN,WAS,1.48,00-0027775
31,Josh Johnson,QB,TB,SF,0.98,
32,Jordan Palmer,QB,CIN,BUF,0.72,00-0025592
