Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Joel Dreessen,TE,11,HOU,NYJ,4,4,100,106,1,43,27,27,0,0,0,0,0,23.60,2010
2,Marcedes Lewis,TE,11,JAX,CLE,8,5,63,66,1,17,8,13,0,0,0,0,0,17.60,2010
3,Chris Cooley,TE,11,WAS,TEN,9,7,78,91,0,26,10,13,0,0,0,0,0,16.10,2010
4,Brandon Pettigrew,TE,11,DET,DAL,9,8,89,75,0,20,8,9,0,0,0,0,0,15.50,2010
5,Michael Hoomanawanui,TE,11,LAR,ATL,6,4,67,46,1,25,8,12,0,0,0,0,0,14.60,2010
6,Jacob Tamme,TE,11,IND,NE,11,7,64,60,0,17,6,9,0,0,0,0,0,13.00,2010
7,Jimmy Graham,TE,11,NO,SEA,8,5,63,72,0,27,9,14,0,0,0,0,0,12.20,2010
8,Todd Heap,TE,11,BAL,CAR,6,5,83,69,0,29,12,14,0,0,0,1,0,11.90,2010
9,Evan Moore,TE,11,CLE,JAX,3,3,100,69,0,38,23,23,0,0,0,0,0,9.90,2010
10,Justin Peelle,TE,11,ATL,LAR,2,2,100,14,1,12,7,7,0,0,0,0,0,9.40,2010
11,Bo Scaife,TE,11,TEN,WAS,6,4,67,51,0,30,9,13,0,0,0,0,0,9.10,2010
12,Jason Witten,TE,11,DAL,DET,5,4,80,48,0,16,10,12,0,0,0,0,0,8.80,2010
13,Tony Gonzalez,TE,11,ATL,LAR,8,4,50,46,0,16,6,12,0,0,0,0,0,8.60,2010
14,Greg Olsen,TE,11,CHI,MIA,6,4,67,40,0,12,7,10,0,0,0,0,0,8.00,2010
15,Aaron Hernandez,TE,11,NE,IND,1,1,100,8,1,8,8,8,0,0,0,0,0,7.80,2010
16,Kellen Winslow,TE,11,TB,SF,8,4,50,34,0,11,4,9,0,0,0,0,0,7.40,2010
17,Travis Beckum,TE,11,NYG,PHI,1,1,100,2,1,2,2,2,0,0,0,0,0,7.20,2010
18,Gijon Robinson,TE,11,IND,NE,1,1,100,1,1,1,1,1,0,0,0,0,0,7.10,2010
19,Fred Davis,TE,11,WAS,TEN,4,2,50,44,0,23,11,22,0,0,0,0,0,6.40,2010
20,Delanie Walker,TE,11,SF,TB,4,3,75,27,0,14,7,9,1,3,0,0,0,6.00,2010
21,Brandon Myers,TE,11,OAK,PIT,5,3,60,28,0,16,6,9,0,0,0,0,0,5.80,2010
22,Zach Miller,TE,11,JAX,CLE,4,3,75,27,0,13,7,9,0,0,0,0,0,5.70,2010
23,Heath Miller,TE,11,PIT,OAK,5,3,60,26,0,18,5,9,0,0,0,0,0,5.60,2010
24,Ben Patrick,TE,11,ARI,KC,3,3,100,24,0,11,8,8,0,0,0,0,0,5.40,2010
25,Jermaine Gresham,TE,11,CIN,BUF,3,2,67,33,0,18,11,17,0,0,0,0,0,5.30,2010
26,David Thomas,TE,11,NO,SEA,6,2,33,26,0,14,4,13,0,0,0,0,0,4.60,2010
27,Jake O'Connell,TE,11,KC,ARI,2,2,100,24,0,18,12,12,0,0,0,0,0,4.40,2010
28,John Carlson,TE,11,SEA,NO,4,3,75,14,0,7,4,5,0,0,0,0,0,4.40,2010
29,Kevin Boss,TE,11,NYG,PHI,4,2,50,22,0,15,6,11,0,0,0,0,0,4.20,2010
30,Kory Sperry,TE,11,LAC,DEN,2,2,100,21,0,13,11,11,0,0,0,0,0,4.10,2010
31,Deon Butler,TE,11,SEA,NO,4,2,50,19,0,11,5,10,0,0,0,0,0,3.90,2010
32,Matt Spaeth,TE,11,PIT,OAK,2,2,100,16,0,8,8,8,0,0,0,0,0,3.60,2010
33,Rob Gronkowski,TE,11,NE,IND,1,1,100,25,0,25,25,25,0,0,0,0,0,3.50,2010
34,David Martin,TE,11,BUF,CIN,3,2,67,15,0,15,5,8,0,0,0,0,0,3.50,2010
35,Jared Cook,TE,11,TEN,WAS,2,2,100,11,0,6,6,6,0,0,0,0,0,3.10,2010
36,Zach Miller,TE,11,OAK,PIT,7,2,29,9,0,6,1,5,0,0,0,0,0,2.90,2010
37,Dustin Keller,TE,11,NYJ,HOU,6,2,33,7,0,4,1,4,0,0,0,0,0,2.70,2010
38,Anthony Fasano,TE,11,MIA,CHI,1,1,100,16,0,16,16,16,0,0,0,0,0,2.60,2010
39,Visanthe Shiancoe,TE,11,MIN,GB,3,2,67,6,0,6,2,3,0,0,0,0,0,2.60,2010
40,Daniel Graham,TE,11,DEN,LAC,3,2,67,6,0,6,2,3,0,0,0,0,0,2.60,2010
41,Andrew Quarless,TE,11,GB,MIN,2,1,50,14,0,14,7,14,0,0,0,0,0,2.40,2010
42,Jeff King,TE,11,CAR,BAL,2,2,100,4,0,3,2,2,0,0,0,0,0,2.40,2010
43,Tory Humphrey,TE,11,NO,SEA,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20,2010
44,Daniel Fells,TE,11,LAR,ATL,2,1,50,11,0,11,6,11,0,0,0,0,0,2.10,2010
45,Tony Scheffler,TE,11,DET,DAL,1,1,100,10,0,10,10,10,0,0,0,0,0,2.00,2010
