Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Ben Roethlisberger,QB,11,PIT,OAK,18,29,62,275,10,3,0,128,3,55,18,1,34.50,2010
2,Aaron Rodgers,QB,11,GB,MIN,22,31,71,301,10,4,0,141,3,21,7,0,33.14,2010
3,Drew Brees,QB,11,NO,SEA,29,43,67,382,9,4,2,107,0,0,0,0,32.28,2010
4,Peyton Manning,QB,11,IND,NE,38,52,73,396,8,4,3,96,0,0,0,0,31.84,2010
5,Ryan Fitzpatrick,QB,11,BUF,CIN,21,34,62,316,9,4,2,107,1,11,11,0,30.74,2010
6,Mark Sanchez,QB,11,NYJ,HOU,22,38,58,315,8,3,1,100,2,22,11,0,28.80,2010
7,Jon Kitna,QB,11,DAL,DET,18,24,75,147,6,3,0,130,4,40,10,1,27.88,2010
8,Philip Rivers,QB,11,LAC,DEN,15,24,63,233,10,4,1,117,4,6,2,0,24.92,2010
9,Matt Hasselbeck,QB,11,SEA,NO,32,44,73,366,8,1,0,105,1,12,12,0,22.84,2010
10,Donovan McNabb,QB,11,WAS,TEN,30,50,60,376,8,1,1,82,1,4,4,0,21.44,2010
11,Matt Ryan,QB,11,ATL,LAR,26,39,67,253,7,2,0,102,1,8,8,0,20.92,2010
12,Michael Vick,QB,11,PHI,NYG,24,38,63,258,7,0,0,83,11,34,3,1,20.72,2010
13,Shaun Hill,QB,11,DET,DAL,32,47,68,289,6,2,1,90,0,0,0,0,18.56,2010
14,Joe Flacco,QB,11,BAL,CAR,24,33,73,301,9,1,0,111,1,0,0,0,18.04,2010
15,Sam Bradford,QB,11,LAR,ATL,27,42,64,233,6,2,1,85,1,17,17,0,18.02,2010
16,Colt McCoy,QB,11,CLE,JAX,17,28,61,241,9,1,1,86,4,39,10,0,16.54,2010
17,Carson Palmer,QB,11,CIN,BUF,19,34,56,230,7,2,2,72,2,12,6,0,16.40,2010
18,Derek Anderson,QB,11,ARI,KC,25,46,54,295,6,1,0,81,0,0,0,0,15.80,2010
19,Matt Cassel,QB,11,KC,ARI,15,24,63,193,8,2,0,115,0,0,0,0,15.72,2010
20,Tom Brady,QB,11,NE,IND,19,25,76,186,7,2,0,123,4,-2,-1,0,15.24,2010
21,David Garrard,QB,11,JAX,CLE,20,34,59,254,8,2,3,65,3,9,3,0,15.06,2010
22,Josh Freeman,QB,11,TB,SF,13,20,65,136,7,2,0,118,5,15,3,0,14.94,2010
23,Matt Schaub,QB,11,HOU,NYJ,19,33,58,254,8,1,0,92,1,3,3,0,14.46,2010
24,Kyle Orton,QB,11,DEN,LAC,24,38,63,217,6,1,1,76,1,4,4,0,12.08,2010
25,Eli Manning,QB,11,NYG,PHI,20,33,61,147,5,2,3,53,2,22,11,0,12.08,2010
26,Troy Smith,QB,11,SF,TB,16,31,52,148,5,0,1,52,5,45,9,0,9.42,2010
27,Brian St Pierre,QB,11,CAR,BAL,13,28,46,173,6,1,2,49,0,0,0,0,8.92,2010
28,Jay Cutler,QB,11,CHI,MIA,16,25,64,156,6,0,1,65,4,28,7,0,8.04,2010
29,Vince Young,QB,11,TEN,WAS,12,16,75,165,10,0,0,108,3,20,7,0,7.60,2010
30,Brett Favre,QB,11,MIN,GB,17,38,45,208,6,0,1,51,1,0,0,0,7.32,2010
31,Bruce Gradkowski,QB,11,OAK,PIT,13,24,54,98,4,0,1,47,1,12,12,0,4.12,2010
32,Jason Campbell,QB,11,OAK,PIT,7,19,37,70,4,0,1,26,0,0,0,0,1.80,2010
33,Rusty Smith,QB,11,TEN,WAS,3,9,33,62,7,0,1,19,0,0,0,0,1.48,2010
34,Josh Johnson,QB,11,TB,SF,1,1,100,7,7,0,0,96,1,7,7,0,0.98,2010
35,Jordan Palmer,QB,11,CIN,BUF,3,3,100,18,6,0,0,92,0,0,0,0,0.72,2010
36,Matt Flynn,QB,11,GB,MIN,1,1,100,5,5,0,0,88,1,5,5,0,0.70,2010
37,Chase Daniel,QB,11,NO,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
38,Sage Rosenfels,QB,11,NYG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
39,Tim Tebow,QB,11,DEN,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
