Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Greg Jennings,WR,11,GB,MIN,9,7,78,152,3,47,17,22,0,0,0,0,0,43.20,2010
2,Steve Johnson,WR,11,BUF,CIN,11,8,73,137,3,36,13,17,0,0,0,0,0,42.70,2010
3,Santonio Holmes,WR,11,NYJ,HOU,12,7,58,126,2,41,11,18,0,0,0,0,0,34.60,2010
4,Marques Colston,WR,11,NO,SEA,11,8,73,113,2,23,10,14,0,0,0,0,0,34.30,2010
5,Dwayne Bowe,WR,11,KC,ARI,8,6,75,109,2,38,14,18,0,0,0,0,0,31.90,2010
6,Reggie Wayne,WR,11,IND,NE,11,8,73,107,1,28,10,13,0,0,0,0,0,27.70,2010
7,Santana Moss,WR,11,WAS,TEN,9,6,67,106,1,48,12,18,0,0,0,1,0,25.60,2010
8,Mike Wallace,WR,11,PIT,OAK,6,3,50,116,1,52,19,39,1,19,0,0,0,25.50,2010
9,Nate Burleson,WR,11,DET,DAL,10,7,70,97,1,58,10,14,1,15,0,0,0,24.20,2010
10,Jeremy Maclin,WR,11,PHI,NYG,14,9,64,120,0,35,9,13,0,0,0,0,0,24.00,2010
11,Patrick Crayton,WR,11,LAC,DEN,4,3,75,105,1,49,26,35,0,0,0,0,0,22.50,2010
12,Blair White,WR,11,IND,NE,7,5,71,42,2,18,6,8,0,0,0,0,0,21.20,2010
13,Larry Fitzgerald,WR,11,ARI,KC,11,6,55,90,1,24,8,15,0,0,0,0,0,21.00,2010
14,Robert Meachem,WR,11,NO,SEA,3,3,100,50,2,32,17,17,1,8,0,0,0,20.80,2010
15,Mike Williams,WR,11,SEA,NO,7,6,86,109,0,68,16,18,0,0,0,0,0,19.90,2010
16,Brandon Lloyd,WR,11,DEN,LAC,9,6,67,78,1,21,9,13,0,0,0,0,0,19.80,2010
17,Ben Obomanu,WR,11,SEA,NO,6,5,83,87,1,42,15,17,0,0,0,0,0,19.70,2010
18,Nate Washington,WR,11,TEN,WAS,9,5,56,117,0,52,13,23,0,0,0,0,0,19.70,2010
19,Roddy White,WR,11,ATL,LAR,11,9,82,83,0,26,8,9,0,0,0,0,0,19.30,2010
20,Braylon Edwards,WR,11,NYJ,HOU,6,4,67,86,1,42,14,22,0,0,0,0,0,18.60,2010
21,Donald Jones,WR,11,BUF,CIN,5,5,100,70,1,28,14,14,1,1,0,0,0,18.10,2010
22,David Gettis,WR,11,CAR,BAL,4,2,50,92,1,88,23,46,0,0,0,0,0,17.20,2010
23,Wes Welker,WR,11,NE,IND,7,5,71,58,1,22,8,12,0,0,0,0,0,16.80,2010
24,Calvin Johnson,WR,11,DET,DAL,10,6,60,46,1,14,5,8,0,0,0,0,0,16.60,2010
25,TJ Houshmandzadeh,WR,11,BAL,CAR,2,2,100,79,1,56,40,40,0,0,0,0,0,15.90,2010
26,Terrell Owens,WR,11,CIN,BUF,9,3,33,63,1,48,7,21,0,0,0,0,0,15.30,2010
27,Brandon Gibson,WR,11,LAR,ATL,10,5,50,42,1,13,4,8,0,0,0,0,0,15.20,2010
28,Miles Austin,WR,11,DAL,DET,3,2,67,7,2,4,2,4,0,0,0,0,0,14.70,2010
29,Mike Thomas,WR,11,JAX,CLE,10,5,50,36,1,15,4,7,0,0,0,0,0,14.60,2010
30,Mike Williams,WR,11,TB,SF,3,3,100,54,1,33,18,18,0,0,0,0,0,14.40,2010
31,Danny Amendola,WR,11,LAR,ATL,8,8,100,63,0,18,8,8,0,0,0,0,0,14.30,2010
32,Steve Breaston,WR,11,ARI,KC,12,5,42,92,0,27,8,18,0,0,0,0,0,14.20,2010
