,Position,Player,Salary,Opponent,AvgPointsPerGame,Team,PlayerID
14,WR,Keenan Allen,7300,LAC@NE 10/29/2017 01:00PM ET,13.814,LAC,00-0030279
15,QB,Dak Prescott,7300,DAL@WAS 10/29/2017 04:25PM ET,23.706999999999997,DAL,00-0033077
16,RB,Devonta Freeman,7200,ATL@NYJ 10/29/2017 01:00PM ET,16.567,ATL,00-0031285
17,QB,Carson Wentz,7200,SF@PHI 10/29/2017 01:00PM ET,23.811,PHI,00-0032950
18,WR,Stefon Diggs,7100,MIN@CLE 10/29/2017 09:30AM ET,17.86,MIN,00-0031588
19,TE,Rob Gronkowski,7100,LAC@NE 10/29/2017 01:00PM ET,16.867,NE,00-0027656
20,QB,Drew Brees,7000,CHI@NO 10/29/2017 01:00PM ET,19.73,NO,00-0020531
21,TE,Zach Ertz,7000,SF@PHI 10/29/2017 01:00PM ET,16.771,PHI,00-0030061
22,WR,Doug Baldwin,6900,HOU@SEA 10/29/2017 04:05PM ET,15.05,SEA,00-0028434
23,WR,Brandin Cooks,6800,LAC@NE 10/29/2017 01:00PM ET,15.1,NE,00-0031236
24,RB,Jordan Howard,6800,CHI@NO 10/29/2017 01:00PM ET,14.529000000000002,CHI,00-0032780
25,QB,Matt Ryan,6800,ATL@NYJ 10/29/2017 01:00PM ET,15.65,ATL,00-0026143
26,WR,Alshon Jeffery,6700,SF@PHI 10/29/2017 01:00PM ET,10.770999999999999,PHI,00-0029137
27,WR,Amari Cooper,6600,OAK@BUF 10/29/2017 01:00PM ET,12.229000000000001,OAK,00-0031544
28,QB,Cam Newton,6600,CAR@TB 10/29/2017 01:00PM ET,19.654,CAR,00-0027939
29,RB,Jerick McKinnon,6500,MIN@CLE 10/29/2017 09:30AM ET,10.686,MIN,00-0031376
30,QB,Derek Carr,6500,OAK@BUF 10/29/2017 01:00PM ET,16.473,OAK,00-0031280
31,WR,Chris Hogan,6500,LAC@NE 10/29/2017 01:00PM ET,13.929,NE,00-0028237
32,QB,Russell Wilson,6500,HOU@SEA 10/29/2017 04:05PM ET,22.107,SEA,00-0029263
33,WR,Golden Tate,6500,PIT@DET 10/29/2017 08:30PM ET,14.7,DET,00-0027891
34,WR,Kelvin Benjamin,6400,CAR@TB 10/29/2017 01:00PM ET,11.657,CAR,00-0031359
35,QB,Deshaun Watson,6400,HOU@SEA 10/29/2017 04:05PM ET,24.18,HOU,00-0033537
36,QB,Kirk Cousins,6400,DAL@WAS 10/29/2017 04:25PM ET,22.596999999999998,WAS,00-0029604
37,WR,Michael Crabtree,6300,OAK@BUF 10/29/2017 01:00PM ET,16.133,OAK,00-0026986
38,QB,Philip Rivers,6300,LAC@NE 10/29/2017 01:00PM ET,17.249000000000002,LAC,00-0022942
39,RB,Christian McCaffrey,6200,CAR@TB 10/29/2017 01:00PM ET,14.614,CAR,00-0033280
40,WR,Pierre Garcon,6100,SF@PHI 10/29/2017 01:00PM ET,12.757,SF,00-0026345
41,QB,Jameis Winston,6100,CAR@TB 10/29/2017 01:00PM ET,19.287,TB,00-0031503
42,RB,Carlos Hyde,6000,SF@PHI 10/29/2017 01:00PM ET,16.143,SF,00-0031045
43,QB,Ben Roethlisberger,6000,PIT@DET 10/29/2017 08:30PM ET,14.129000000000001,PIT,00-0022924
44,QB,Matthew Stafford,6000,PIT@DET 10/29/2017 08:30PM ET,17.97,DET,00-0026498
45,QB,Sam Bradford,5900,MIN@CLE 10/29/2017 09:30AM ET,14.99,MIN,00-0027854
46,QB,Tyrod Taylor,5900,OAK@BUF 10/29/2017 01:00PM ET,15.087,BUF,00-0028118
47,RB,Alvin Kamara,5900,CHI@NO 10/29/2017 01:00PM ET,13.9,NO,00-0033906
48,WR,Devin Funchess,5900,CAR@TB 10/29/2017 01:00PM ET,11.943,CAR,00-0032055
49,QB,Case Keenum,5800,MIN@CLE 10/29/2017 09:30AM ET,13.38,MIN,00-0028986
50,RB,Chris Thompson,5800,DAL@WAS 10/29/2017 04:25PM ET,19.317,WAS,00-0030404
51,QB,Andy Dalton,5700,IND@CIN 10/29/2017 01:00PM ET,14.633,CIN,00-0027973
52,WR,Danny Amendola,5700,LAC@NE 10/29/2017 01:00PM ET,11.732999999999999,NE,00-0026035
53,WR,T.Y. Hilton,5600,IND@CIN 10/29/2017 01:00PM ET,12.743,IND,00-0029608
54,QB,Josh McCown,5600,ATL@NYJ 10/29/2017 01:00PM ET,16.430999999999997,NYJ,00-0021206
55,RB,Darren McFadden,5600,DAL@WAS 10/29/2017 04:25PM ET,0.0,DAL,00-0026144
56,QB,Jimmy Garoppolo,5500,LAC@NE 10/29/2017 01:00PM ET,0.0,NE,00-0031345
57,WR,Nelson Agholor,5500,SF@PHI 10/29/2017 01:00PM ET,12.943,PHI,00-0031549
58,RB,Alfred Morris,5500,DAL@WAS 10/29/2017 04:25PM ET,2.42,DAL,00-0029141
59,WR,Marvin Jones Jr.,5500,PIT@DET 10/29/2017 08:30PM ET,11.0,DET,00-0029293
60,QB,Andrew Luck,5400,IND@CIN 10/29/2017 01:00PM ET,0.0,IND,00-0029668
61,RB,Doug Martin,5400,CAR@TB 10/29/2017 01:00PM ET,13.533,TB,00-0029613
62,WR,Terrelle Pryor Sr.,5400,DAL@WAS 10/29/2017 04:25PM ET,7.7170000000000005,WAS,00-0028825
63,QB,Derek Anderson,5300,CAR@TB 10/29/2017 01:00PM ET,0.68,CAR,00-0023645
64,WR,Will Fuller V,5300,HOU@SEA 10/29/2017 04:05PM ET,18.1,HOU,00-0033127
65,RB,Lamar Miller,5200,HOU@SEA 10/29/2017 04:05PM ET,13.617,HOU,00-0029615
66,RB,LeGarrette Blount,5100,SF@PHI 10/29/2017 01:00PM ET,9.142999999999999,PHI,00-0027325
67,QB,C.J. Beathard,5100,SF@PHI 10/29/2017 01:00PM ET,10.2,SF,00-0033936
68,WR,DeSean Jackson,5100,CAR@TB 10/29/2017 01:00PM ET,12.167,TB,00-0026189
69,RB,Latavius Murray,5000,MIN@CLE 10/29/2017 09:30AM ET,5.414,MIN,00-0030513
70,RB,Tevin Coleman,5000,ATL@NYJ 10/29/2017 01:00PM ET,10.8,ATL,00-0032058
71,QB,Ryan Fitzpatrick,5000,CAR@TB 10/29/2017 01:00PM ET,11.2,TB,00-0023682
72,QB,Teddy Bridgewater,4900,MIN@CLE 10/29/2017 09:30AM ET,0.0,MIN,00-0031237
73,QB,Jacoby Brissett,4900,IND@CIN 10/29/2017 01:00PM ET,14.037,IND,00-0033119
74,RB,James White,4900,LAC@NE 10/29/2017 01:00PM ET,11.970999999999998,NE,00-0031062
75,WR,Mohamed Sanu,4900,ATL@NYJ 10/29/2017 01:00PM ET,10.24,ATL,00-0029632
76,TE,Austin Seferian-Jenkins,4900,ATL@NYJ 10/29/2017 01:00PM ET,12.06,NYJ,00-0031418
77,RB,Wendell Smallwood,4900,SF@PHI 10/29/2017 01:00PM ET,7.16,PHI,00-0032782
78,WR,Kenny Golladay,4900,PIT@DET 10/29/2017 08:30PM ET,9.732999999999999,DET,00-0033932
79,WR,Corey Coleman,4800,MIN@CLE 10/29/2017 09:30AM ET,9.1,CLE,00-0032966
80,QB,EJ Manuel,4800,OAK@BUF 10/29/2017 01:00PM ET,7.55,OAK,00-0030526
81,WR,Tyrell Williams,4800,LAC@NE 10/29/2017 01:00PM ET,8.4,LAC,00-0032160
82,TE,Hunter Henry,4800,LAC@NE 10/29/2017 01:00PM ET,9.014,LAC,00-0033090
83,RB,Bilal Powell,4800,ATL@NYJ 10/29/2017 01:00PM ET,11.583,NYJ,00-0028064
84,WR,Jermaine Kearse,4800,ATL@NYJ 10/29/2017 01:00PM ET,11.970999999999998,NYJ,00-0029159
85,QB,Brian Hoyer,4800,SF@PHI 10/29/2017 01:00PM ET,12.25,SF,00-0026625
86,QB,AJ McCarron,4700,IND@CIN 10/29/2017 01:00PM ET,0.0,CIN,00-0031288
87,RB,Joe Mixon,4700,IND@CIN 10/29/2017 01:00PM ET,8.883,CIN,00-0033897
88,WR,Ted Ginn Jr.,4700,CHI@NO 10/29/2017 01:00PM ET,12.583,NO,00-0025396
89,QB,Colt McCoy,4700,DAL@WAS 10/29/2017 04:25PM ET,0.0,WAS,00-0027688
90,TE,Jordan Reed,4700,DAL@WAS 10/29/2017 04:25PM ET,11.72,WAS,00-0030472
91,QB,Kevin Hogan,4600,MIN@CLE 10/29/2017 09:30AM ET,9.695,CLE,00-0032784
92,QB,DeShone Kizer,4600,MIN@CLE 10/29/2017 09:30AM ET,10.367,CLE,00-0033899
93,RB,Dion Lewis,4600,LAC@NE 10/29/2017 01:00PM ET,6.7860000000000005,NE,00-0028087
94,QB,Chase Daniel,4600,CHI@NO 10/29/2017 01:00PM ET,0.0,NO,00-0026544
95,QB,Mitchell Trubisky,4600,CHI@NO 10/29/2017 01:00PM ET,6.655,CHI,00-0033869
96,RB,Tarik Cohen,4600,CHI@NO 10/29/2017 01:00PM ET,11.677,CHI,00-0033556
97,WR,Taylor Gabriel,4600,ATL@NYJ 10/29/2017 01:00PM ET,6.9,ATL,00-0031228
98,TE,Jimmy Graham,4600,HOU@SEA 10/29/2017 04:05PM ET,9.833,SEA,00-0027696
99,TE,Kyle Rudolph,4500,MIN@CLE 10/29/2017 09:30AM ET,8.914,MIN,00-0027981
100,QB,Cody Kessler,4500,MIN@CLE 10/29/2017 09:30AM ET,3.74,CLE,00-0033104
101,RB,Duke Johnson Jr.,4500,MIN@CLE 10/29/2017 09:30AM ET,13.671,CLE,00-0032257
102,QB,Cardale Jones,4500,LAC@NE 10/29/2017 01:00PM ET,0.0,LAC,00-0033098
103,TE,Cameron Brate,4500,CAR@TB 10/29/2017 01:00PM ET,14.183,TB,00-0031273
104,WR,Cole Beasley,4500,DAL@WAS 10/29/2017 04:25PM ET,6.882999999999999,DAL,00-0029000
105,QB,Cooper Rush,4500,DAL@WAS 10/29/2017 04:25PM ET,1.38,DAL,00-0033662
106,QB,Landry Jones,4500,PIT@DET 10/29/2017 08:30PM ET,0.0,PIT,00-0030524
107,RB,James Conner,4500,PIT@DET 10/29/2017 08:30PM ET,1.2570000000000001,PIT,00-0033553
108,QB,Mike Glennon,4400,CHI@NO 10/29/2017 01:00PM ET,11.18,CHI,00-0030520
109,QB,Nick Foles,4400,SF@PHI 10/29/2017 01:00PM ET,0.0,PHI,00-0029567
110,TE,Greg Olsen,4400,CAR@TB 10/29/2017 01:00PM ET,2.9,CAR,00-0025418
111,RB,Jalen Richard,4300,OAK@BUF 10/29/2017 01:00PM ET,7.013999999999999,OAK,00-0033025
112,QB,Scott Tolzien,4300,IND@CIN 10/29/2017 01:00PM ET,3.32,IND,00-0028595
113,QB,Matt Schaub,4300,ATL@NYJ 10/29/2017 01:00PM ET,0.0,ATL,00-0022787
114,QB,Austin Davis,4300,HOU@SEA 10/29/2017 04:05PM ET,-0.1,SEA,00-0028957
115,QB,Tom Savage,4300,HOU@SEA 10/29/2017 04:05PM ET,0.24,HOU,00-0031064
116,WR,Jamison Crowder,4300,DAL@WAS 10/29/2017 04:25PM ET,5.55,WAS,00-0031941
117,RB,Theo Riddick,4300,PIT@DET 10/29/2017 08:30PM ET,8.482999999999999,DET,00-0030107
118,RB,Mike Gillislee,4200,LAC@NE 10/29/2017 01:00PM ET,7.871,NE,00-0030433
119,RB,Matt Forte,4200,ATL@NYJ 10/29/2017 01:00PM ET,10.3,NYJ,00-0026184
120,WR,Robby Anderson,4200,ATL@NYJ 10/29/2017 01:00PM ET,9.443,NYJ,00-0032688
121,RB,Matt Breida,4200,SF@PHI 10/29/2017 01:00PM ET,4.428999999999999,SF,00-0033308
122,TE,Jason Witten,4200,DAL@WAS 10/29/2017 04:25PM ET,12.717,DAL,00-0022127
123,RB,Samaje Perine,4200,DAL@WAS 10/29/2017 04:25PM ET,4.933,WAS,00-0033526
124,RB,Ameer Abdullah,4200,PIT@DET 10/29/2017 08:30PM ET,9.5,DET,00-0032104
125,QB,Jake Rudock,4200,PIT@DET 10/29/2017 08:30PM ET,0.0,DET,00-0032431
126,RB,Marshawn Lynch,4100,OAK@BUF 10/29/2017 01:00PM ET,6.629,OAK,00-0025399
127,RB,DeAndre Washington,4100,OAK@BUF 10/29/2017 01:00PM ET,5.45,OAK,00-0032940
128,TE,Austin Hooper,4100,ATL@NYJ 10/29/2017 01:00PM ET,8.633,ATL,00-0032392
129,WR,Tyler Lockett,4100,HOU@SEA 10/29/2017 04:05PM ET,7.832999999999999,SEA,00-0032211
130,RB,Rob Kelley,4100,DAL@WAS 10/29/2017 04:25PM ET,4.525,WAS,00-0032371
131,DST,Vikings ,4000,MIN@CLE 10/29/2017 09:30AM ET,6.571000000000001,MIN,
132,WR,Josh Gordon,4000,MIN@CLE 10/29/2017 09:30AM ET,0.0,CLE,00-0029664
133,QB,Kyle Sloter,4000,MIN@CLE 10/29/2017 09:30AM ET,0.0,MIN,00-0033672
134,QB,Joe Webb,4000,OAK@BUF 10/29/2017 01:00PM ET,0.0,BUF,00-0027796
135,TE,Charles Clay,4000,OAK@BUF 10/29/2017 01:00PM ET,12.16,BUF,00-0028112
136,QB,Connor Cook,4000,OAK@BUF 10/29/2017 01:00PM ET,0.0,OAK,00-0032893
137,QB,Nathan Peterman,4000,OAK@BUF 10/29/2017 01:00PM ET,0.0,BUF,00-0033958
138,RB,Frank Gore,4000,IND@CIN 10/29/2017 01:00PM ET,9.171,IND,00-0023500
139,QB,Jeff Driskel,4000,IND@CIN 10/29/2017 01:00PM ET,0.0,CIN,00-0032436
140,RB,Marlon Mack,4000,IND@CIN 10/29/2017 01:00PM ET,8.4,IND,00-0033951
141,QB,Kellen Clemens,4000,LAC@NE 10/29/2017 01:00PM ET,0.0,LAC,00-0024264
142,QB,Mark Sanchez,4000,CHI@NO 10/29/2017 01:00PM ET,0.0,CHI,00-0026898
143,QB,Taysom Hill,4000,CHI@NO 10/29/2017 01:00PM ET,0.0,NO,00-0033357
144,WR,Willie Snead,4000,CHI@NO 10/29/2017 01:00PM ET,2.1,NO,00-0030663
145,QB,Bryce Petty,4000,ATL@NYJ 10/29/2017 01:00PM ET,0.0,NYJ,00-0031568
