Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Julio Jones,WR,2,ATL,LAR,14,11,79,182,1,81,13,17,0,0,0,0,0,38.20,2013
2,DeSean Jackson,WR,2,PHI,LAC,15,9,60,193,1,61,13,21,0,0,0,0,0,37.30,2013
3,Eddie Royal,WR,2,LAC,PHI,8,7,88,90,3,24,11,13,0,0,0,0,0,34.00,2013
4,Calvin Johnson,WR,2,DET,ARI,8,6,75,116,2,72,15,19,0,0,0,0,0,32.60,2013
5,Dez Bryant,WR,2,DAL,KC,13,9,69,141,1,53,11,16,0,0,0,0,0,32.10,2013
6,Pierre Garcon,WR,2,WAS,GB,13,8,62,143,1,44,11,18,0,0,0,0,0,31.30,2013
7,Randall Cobb,WR,2,GB,WAS,10,9,90,128,1,35,13,14,0,0,0,0,0,30.80,2013
8,James Jones,WR,2,GB,WAS,12,11,92,178,0,57,15,16,0,0,0,1,1,30.80,2013
9,Mike Wallace,WR,2,MIA,IND,11,9,82,115,1,34,11,13,0,0,0,0,0,29.50,2013
10,Steve Johnson,WR,2,BUF,CAR,10,8,80,111,1,45,11,14,0,0,0,0,0,28.10,2013
11,DeAndre Hopkins,WR,2,HOU,TEN,13,7,54,117,1,28,9,17,0,0,0,0,0,27.70,2013
12,Brandon Marshall,WR,2,CHI,MIN,10,7,70,113,1,34,11,16,0,0,0,0,0,27.30,2013
13,Tavon Austin,WR,2,LAR,ATL,12,6,50,47,2,11,4,8,2,8,0,0,0,23.50,2013
14,Victor Cruz,WR,2,NYG,DEN,11,8,73,118,0,51,11,15,0,0,0,0,0,22.80,2013
15,Austin Pettis,WR,2,LAR,ATL,11,8,73,78,1,20,7,10,0,0,0,0,0,21.80,2013
16,Jordy Nelson,WR,2,GB,WAS,4,3,75,66,2,37,17,22,0,0,0,0,0,21.60,2013
17,TY Hilton,WR,2,IND,MIA,12,6,50,124,0,47,10,21,0,0,0,0,0,21.40,2013
18,Julian Edelman,WR,2,NE,NYJ,18,13,72,78,0,10,4,6,1,4,0,1,0,21.20,2013
19,Chris Givens,WR,2,LAR,ATL,8,5,63,105,0,47,13,21,0,0,0,0,0,18.50,2013
20,Kendall Wright,WR,2,TEN,HOU,11,7,64,54,1,14,5,8,0,0,0,0,0,18.40,2013
21,Malcom Floyd,WR,2,LAC,PHI,6,5,83,102,0,31,17,20,0,0,0,0,0,18.20,2013
22,Eric Decker,WR,2,DEN,NYG,13,9,69,87,0,19,7,10,0,0,0,0,0,17.70,2013
23,Cecil Shorts,WR,2,JAX,OAK,14,8,57,93,0,22,7,12,0,0,0,0,0,17.30,2013
24,Dwayne Bowe,WR,2,KC,DAL,8,4,50,56,1,27,7,14,0,0,0,0,0,15.60,2013
25,Andre Johnson,WR,2,HOU,TEN,13,8,62,76,0,21,6,10,0,0,0,0,0,15.60,2013
26,Torrey Smith,WR,2,BAL,CLE,13,7,54,85,0,27,7,12,0,0,0,0,0,15.50,2013
27,Ted Ginn,WR,2,CAR,BUF,8,3,38,62,1,40,8,21,0,0,0,0,0,15.20,2013
28,Aaron Dobson,WR,2,NE,NYJ,10,3,30,56,1,39,6,19,0,0,0,0,0,14.60,2013
29,Marlon Brown,WR,2,BAL,CLE,6,4,67,45,1,18,8,11,0,0,0,0,0,14.50,2013
30,Greg Jennings,WR,2,MIN,CHI,6,5,83,84,0,22,14,17,0,0,0,0,0,13.40,2013
31,Santana Moss,WR,2,WAS,GB,5,3,60,41,1,19,8,14,0,0,0,0,0,13.10,2013
32,Robert Woods,WR,2,BUF,CAR,6,4,67,68,0,28,11,17,1,3,0,0,0,13.10,2013
33,Wes Welker,WR,2,DEN,NYG,8,3,38,39,1,20,5,13,0,0,0,0,0,12.90,2013
34,Emmanuel Sanders,WR,2,PIT,CIN,10,5,50,78,0,43,8,16,0,0,0,0,0,12.80,2013
35,Vincent Jackson,WR,2,TB,NO,11,5,46,77,0,22,7,15,0,0,0,0,0,12.70,2013
36,Hakeem Nicks,WR,2,NYG,DEN,7,4,57,83,0,34,12,21,0,0,0,0,0,12.30,2013
37,Brian Hartline,WR,2,MIA,IND,8,5,63,68,0,24,9,14,0,0,0,0,0,11.80,2013
38,Antonio Brown,WR,2,PIT,CIN,9,6,67,57,0,18,6,10,0,0,0,0,0,11.70,2013
39,Stephen Hill,WR,2,NYJ,NE,8,4,50,86,0,37,11,22,0,0,0,1,1,11.60,2013
40,Ace Sanders,WR,2,JAX,OAK,7,5,71,64,0,30,9,13,0,0,0,0,0,11.40,2013
41,Nate Burleson,WR,2,DET,ARI,8,7,88,45,0,12,6,6,1,-8,0,0,0,10.70,2013
42,Riley Cooper,WR,2,PHI,LAC,3,2,67,25,1,13,8,13,0,0,0,0,0,10.50,2013
43,Marques Colston,WR,2,NO,TB,7,4,57,63,0,31,9,16,0,0,0,0,0,10.30,2013
44,Steve Smith,WR,2,CAR,BUF,11,5,46,52,0,13,5,10,0,0,0,0,0,10.20,2013
45,Demaryius Thomas,WR,2,DEN,NYG,6,5,83,52,0,18,9,10,0,0,0,1,0,10.20,2013
46,AJ Green,WR,2,CIN,PIT,14,6,43,41,0,10,3,7,0,0,0,0,0,10.10,2013
47,Terrelle Pryor,WR,2,OAK,JAX,0,0,0,0,0,0,0,0,9,50,0,2,0,10.04,2013
48,Reggie Wayne,WR,2,IND,MIA,8,5,63,46,0,18,6,9,0,0,0,0,0,9.60,2013
49,Mohamed Sanu,WR,2,CIN,PIT,8,5,63,40,0,14,5,8,1,4,0,0,0,9.40,2013
