Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Seattle Seahawks,DST,2,SEA,SF,3,3,5,3,2,1,0,0,3,22.00,2013
2,Minnesota Vikings,DST,2,MIN,CHI,5,1,3,2,2,0,1,1,31,21.00,2013
3,New England Patriots,DST,2,NE,NYJ,7,4,9,3,1,0,0,0,10,16.00,2013
4,Denver Broncos,DST,2,DEN,NYG,7,1,7,4,0,0,0,1,23,15.00,2013
5,Tampa Bay Buccaneers,DST,2,TB,NO,4,4,6,2,0,0,1,0,16,15.00,2013
6,Chicago Bears,DST,2,CHI,MIN,2,1,1,1,2,0,1,0,30,13.00,2013
7,Baltimore Ravens,DST,2,BAL,CLE,6,5,12,0,0,0,0,0,6,12.00,2013
8,Tennessee Titans,DST,2,TEN,HOU,4,2,8,2,0,0,1,0,30,11.00,2013
9,Cincinnati Bengals,DST,2,CIN,PIT,4,2,6,1,1,0,0,0,10,10.00,2013
10,Detroit Lions,DST,2,DET,ARI,4,1,6,1,0,0,1,0,25,9.00,2013
11,New Orleans Saints,DST,2,NO,TB,2,1,1,1,1,0,0,0,14,9.00,2013
12,Oakland Raiders,DST,2,OAK,JAX,8,5,7,0,0,0,0,0,9,9.00,2013
13,Atlanta Falcons,DST,2,ATL,LAR,3,0,6,1,0,0,1,0,24,8.00,2013
14,Buffalo Bills,DST,2,BUF,CAR,8,6,9,1,0,0,0,0,23,8.00,2013
15,Kansas City Chiefs,DST,2,KC,DAL,4,3,3,0,2,0,0,0,16,8.00,2013
16,San Francisco 49ers,DST,2,SF,SEA,9,4,7,1,0,0,0,0,29,8.00,2013
17,Houston Texans,DST,2,HOU,TEN,10,4,7,0,0,1,0,0,24,7.00,2013
18,Indianapolis Colts,DST,2,IND,MIA,4,5,4,0,1,0,0,0,24,7.00,2013
19,Dallas Cowboys,DST,2,DAL,KC,6,4,5,0,0,0,0,0,17,7.00,2013
20,Jacksonville Jaguars,DST,2,JAX,OAK,6,3,2,0,1,0,0,0,19,6.00,2013
21,Miami Dolphins,DST,2,MIA,IND,3,3,6,1,0,0,0,0,20,6.00,2013
22,Arizona Cardinals,DST,2,ARI,DET,6,1,2,0,1,0,0,0,21,6.00,2013
23,Carolina Panthers,DST,2,CAR,BUF,4,1,4,1,1,0,0,0,24,5.00,2013
24,Cleveland Browns,DST,2,CLE,BAL,4,2,3,0,1,0,0,0,14,5.00,2013
25,New York Jets,DST,2,NYJ,NE,4,1,1,0,0,0,0,0,13,5.00,2013
26,Green Bay Packers,DST,2,GB,WAS,4,1,3,1,0,0,0,0,20,4.00,2013
27,Philadelphia Eagles,DST,2,PHI,LAC,2,1,1,0,2,0,0,0,33,4.00,2013
28,Los Angeles Chargers,DST,2,LAC,PHI,1,2,4,0,1,0,0,0,30,3.00,2013
29,Los Angeles Rams,DST,2,LAR,ATL,6,2,8,0,0,0,0,0,31,2.00,2013
30,Pittsburgh Steelers,DST,2,PIT,CIN,2,0,5,0,0,0,0,0,20,1.00,2013
31,Washington Redskins,DST,2,WAS,GB,5,4,6,0,0,0,0,0,38,0.00,2013
32,New York Giants,DST,2,NYG,DEN,2,0,2,0,1,0,0,0,41,-2.00,2013
