Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Marshawn Lynch,RB,2,SEA,SF,28,98,4,2,3,3,37,1,0,0,34.50,2013
2,James Starks,RB,2,GB,WAS,20,132,7,1,5,4,36,0,0,0,29.80,2013
3,Matt Forte,RB,2,CHI,MIN,19,90,5,0,11,11,71,0,1,1,26.10,2013
4,Knowshon Moreno,RB,2,DEN,NYG,13,93,7,2,3,3,14,0,0,0,25.70,2013
5,LeSean McCoy,RB,2,PHI,LAC,11,53,5,0,6,5,114,0,0,0,24.70,2013
6,Jamaal Charles,RB,2,KC,DAL,16,55,3,0,10,8,48,1,0,0,24.30,2013
7,Darren McFadden,RB,2,OAK,JAX,19,129,7,0,4,4,28,0,1,1,21.70,2013
8,CJ Spiller,RB,2,BUF,CAR,16,103,6,0,5,4,26,0,0,0,19.90,2013
9,Giovani Bernard,RB,2,CIN,PIT,8,38,5,1,2,1,27,1,0,0,19.50,2013
10,Arian Foster,RB,2,HOU,TEN,19,79,4,1,4,1,6,0,0,0,17.50,2013
11,Rashard Mendenhall,RB,2,ARI,DET,15,66,4,1,2,2,28,0,0,0,17.40,2013
12,Ahmad Bradshaw,RB,2,IND,MIA,15,65,4,1,3,3,19,0,0,0,17.40,2013
13,Doug Martin,RB,2,TB,NO,29,144,5,0,1,0,0,0,0,0,17.40,2013
14,Alfred Morris,RB,2,WAS,GB,13,107,8,0,2,2,13,0,0,0,17.00,2013
15,Jason Snelling,RB,2,ATL,LAR,2,19,10,1,4,4,41,0,0,0,16.00,2013
16,Lamar Miller,RB,2,MIA,IND,14,69,5,1,2,2,6,0,0,0,15.50,2013
17,Fred Jackson,RB,2,BUF,CAR,12,30,3,1,6,4,23,0,0,0,15.30,2013
18,Bilal Powell,RB,2,NYJ,NE,13,48,4,1,5,2,22,0,0,0,15.00,2013
19,Danny Woodhead,RB,2,LAC,PHI,9,27,3,0,9,8,37,0,0,0,14.40,2013
20,Andre Ellington,RB,2,ARI,DET,4,20,5,0,2,2,42,1,0,0,14.20,2013
21,Adrian Peterson,RB,2,MIN,CHI,26,100,4,0,2,1,7,0,1,1,13.70,2013
22,Ben Tate,RB,2,HOU,TEN,9,93,10,0,4,3,8,0,0,0,13.10,2013
23,Daryl Richardson,RB,2,LAR,ATL,10,35,4,0,6,5,45,0,0,0,13.00,2013
24,Trent Richardson,RB,2,CLE,BAL,18,58,3,0,5,5,21,0,0,0,12.90,2013
25,Bernard Pierce,RB,2,BAL,CLE,19,57,3,1,1,1,-2,0,0,0,12.50,2013
26,DeMarco Murray,RB,2,DAL,KC,12,25,2,0,6,5,49,0,0,0,12.40,2013
27,Joique Bell,RB,2,DET,ARI,8,31,4,0,8,5,41,0,0,0,12.20,2013
28,Darren Sproles,RB,2,NO,TB,7,26,4,0,8,6,36,0,0,0,12.20,2013
29,Da'Rel Scott,RB,2,NYG,DEN,5,2,0,0,4,2,30,1,0,0,11.20,2013
30,Chris Johnson,RB,2,TEN,HOU,25,96,4,0,1,1,1,0,0,0,10.70,2013
31,Reggie Bush,RB,2,DET,ARI,9,25,3,0,3,3,44,0,0,0,9.90,2013
32,BenJarvus Green-Ellis,RB,2,CIN,PIT,22,75,3,0,1,1,5,0,0,0,9.00,2013
33,Pierre Thomas,RB,2,NO,TB,5,29,6,0,5,4,19,0,0,0,8.80,2013
34,DeAngelo Williams,RB,2,CAR,BUF,22,85,4,0,0,0,0,0,0,0,8.50,2013
35,Jacquizz Rodgers,RB,2,ATL,LAR,11,17,2,0,4,4,28,0,0,0,8.50,2013
36,Steven Jackson,RB,2,ATL,LAR,3,0,0,0,2,1,8,1,0,0,7.80,2013
37,Ryan Mathews,RB,2,LAC,PHI,16,73,5,0,1,1,3,0,1,1,7.60,2013
38,Marcel Reece,FB,2,OAK,JAX,2,15,8,1,1,0,0,0,0,0,7.50,2013
39,Frank Summers,FB,2,BUF,CAR,0,0,0,0,2,2,49,0,0,0,6.90,2013
40,Ray Rice,RB,2,BAL,CLE,13,36,3,0,3,3,9,0,1,1,6.50,2013
41,Brandon Jacobs,RB,2,NYG,DEN,7,4,1,1,1,0,0,0,0,0,6.40,2013
42,Mike Tolbert,FB,2,CAR,BUF,6,25,4,0,3,2,18,0,0,0,6.30,2013
43,Montee Ball,RB,2,DEN,NYG,12,16,1,0,2,2,27,0,1,1,5.30,2013
44,Chris Ivory,RB,2,NYJ,NE,12,52,4,0,0,0,0,0,1,0,5.20,2013
45,Daniel Thomas,RB,2,MIA,IND,8,30,4,0,1,1,10,0,0,0,5.00,2013
46,Rashad Jennings,RB,2,OAK,JAX,4,32,8,0,1,1,2,0,0,0,4.40,2013
47,Chris Ogbonnaya,RB,2,CLE,BAL,0,0,0,0,3,2,24,0,0,0,4.40,2013
48,Bruce Miller,FB,2,SF,SEA,0,0,0,0,5,2,22,0,0,0,4.20,2013
49,Stevan Ridley,RB,2,NE,NYJ,16,40,3,0,0,0,0,0,0,0,4.00,2013
50,Frank Gore,RB,2,SF,SEA,9,16,2,0,3,1,14,0,0,0,4.00,2013
