Player,Position,Team,Opponent,Points
Robbie Gould,K,CHI,MIN,0.00
Rob Bironas,K,TEN,HOU,0.00
Greg Zuerlein,K,LAR,ATL,0.00
Ryan Succop,K,KC,DAL,0.00
Shaun Suisham,K,PIT,CIN,0.00
Nick Folk,K,NYJ,NE,0.00
David Akers,K,DET,ARI,0.00
Phil Dawson,K,SF,SEA,0.00
Josh Scobee,K,JAX,OAK,0.00
John Potter,K,WAS,GB,0.00
Justin Tucker,K,BAL,CLE,0.00
Randy Bullock,K,HOU,TEN,0.00
Rian Lindell,K,TB,NO,0.00
New England Patriots,DST,NE,NYJ,16.00
Denver Broncos,DST,DEN,NYG,15.00
Tampa Bay Buccaneers,DST,TB,NO,15.00
Chicago Bears,DST,CHI,MIN,13.00
Baltimore Ravens,DST,BAL,CLE,12.00
Tennessee Titans,DST,TEN,HOU,11.00
Cincinnati Bengals,DST,CIN,PIT,10.00
New Orleans Saints,DST,NO,TB,9.00
Detroit Lions,DST,DET,ARI,9.00
Oakland Raiders,DST,OAK,JAX,9.00
Buffalo Bills,DST,BUF,CAR,8.00
Kansas City Chiefs,DST,KC,DAL,8.00
Atlanta Falcons,DST,ATL,LAR,8.00
San Francisco 49ers,DST,SF,SEA,8.00
Houston Texans,DST,HOU,TEN,7.00
Indianapolis Colts,DST,IND,MIA,7.00
Dallas Cowboys,DST,DAL,KC,7.00
Miami Dolphins,DST,MIA,IND,6.00
Jacksonville Jaguars,DST,JAX,OAK,6.00
Arizona Cardinals,DST,ARI,DET,6.00
New York Jets,DST,NYJ,NE,5.00
Carolina Panthers,DST,CAR,BUF,5.00
Cleveland Browns,DST,CLE,BAL,5.00
Philadelphia Eagles,DST,PHI,LAC,4.00
Green Bay Packers,DST,GB,WAS,4.00
Los Angeles Chargers,DST,LAC,PHI,3.00
Los Angeles Rams,DST,LAR,ATL,2.00
Pittsburgh Steelers,DST,PIT,CIN,1.00
Washington Redskins,DST,WAS,GB,0.00
New York Giants,DST,NYG,DEN,-2.00
