,Player,Position,Team,Opponent,Points,PlayerID
0,Philip Rivers,QB,LAC,PHI,32.86,00-0022942
1,Sam Bradford,QB,LA,ATL,30.58,00-0027854
2,Robert Griffin III,QB,WAS,GB,26.9,00-0029532
3,Matt Ryan,QB,ATL,LAR,25.96,00-0026143
4,Peyton Manning,QB,DEN,NYG,22.98,00-0010346
5,Andrew Luck,QB,IND,MIA,22.64,00-0029668
6,Alex Smith,QB,KC,DAL,22.62,00-0023436
7,Matt Schaub,QB,HOU,TEN,21.92,00-0022787
8,Jay Cutler,QB,CHI,MIN,21.5,00-0024226
9,Ryan Tannehill,QB,MIA,IND,18.86,00-0029701
10,Matthew Stafford,QB,DET,ARI,18.22,00-0026498
11,Drew Brees,QB,NO,TB,17.88,00-0020531
12,Cam Newton,QB,CAR,BUF,17.66,00-0027939
13,Eli Manning,QB,NYG,DEN,17.48,00-0022803
14,EJ Manuel,QB,BUF,CAR,17.14,00-0030526
15,Andy Dalton,QB,CIN,PIT,16.2,00-0027973
16,Tony Romo,QB,DAL,KC,15.22,00-0021678
17,Jake Locker,QB,TEN,HOU,14.92,00-0027946
18,Chad Henne,QB,JAX,OAK,14.54,00-0026197
19,Christian Ponder,QB,MIN,CHI,13.88,00-0027950
20,Ben Roethlisberger,QB,PIT,CIN,13.64,00-0022924
21,Joe Flacco,QB,BAL,CLE,13.04,00-0026158
22,Carson Palmer,QB,ARI,DET,12.72,00-0021429
23,Russell Wilson,QB,SEA,SF,11.98,00-0029263
24,Tom Brady,QB,NE,NYJ,11.2,00-0019596
25,Brandon Weeden,QB,CLE,BAL,9.78,00-0029677
26,Colin Kaepernick,QB,SF,SEA,9.78,00-0027974
27,Josh Freeman,QB,TB,NO,8.6,00-0026993
28,Geno Smith,QB,NYJ,NE,7.26,00-0030565
29,Jason Campbell,QB,CLE,BAL,0.24,00-0023460
30,Joe Webb,QB,MIN,CHI,0.0,00-0027796
31,Luke McCown,QB,NO,TB,0.0,00-0022864
32,Nick Foles,QB,PHI,LAC,0.0,00-0029567
33,Eddie Royal,WR,LAC,PHI,34.0,00-0026182
34,Calvin Johnson,WR,DET,ARI,32.6,00-0025389
35,Dez Bryant,WR,DAL,KC,32.1,00-0027902
36,Pierre Garcon,WR,WAS,GB,31.3,00-0026345
37,Randall Cobb,WR,GB,WAS,30.8,00-0028002
38,James Jones,WR,GB,WAS,30.8,00-0025465
39,Mike Wallace,WR,MIA,IND,29.5,00-0026901
40,Steve Johnson,WR,BUF,CAR,28.1,00-0026364
41,DeAndre Hopkins,WR,HOU,TEN,27.7,00-0030564
42,Brandon Marshall,WR,CHI,MIN,27.3,00-0024334
43,Tavon Austin,WR,LA,ATL,23.5,00-0030525
44,Victor Cruz,WR,NYG,DEN,22.8,00-0027265
45,Austin Pettis,WR,LA,ATL,21.8,00-0028016
46,Jordy Nelson,WR,GB,WAS,21.6,00-0026176
47,TY Hilton,WR,IND,MIA,21.4,00-0029608
48,Julian Edelman,WR,NE,NYJ,21.2,00-0027150
49,Chris Givens,WR,LA,ATL,18.5,
50,Kendall Wright,WR,TEN,HOU,18.4,00-0029708
51,Malcom Floyd,WR,LAC,PHI,18.2,00-0022414
52,Eric Decker,WR,DEN,NYG,17.7,00-0027690
53,Cecil Shorts,WR,JAX,OAK,17.3,00-0028052
54,Dwayne Bowe,WR,KC,DAL,15.6,00-0025410
55,Andre Johnson,WR,HOU,TEN,15.6,00-0022044
56,Torrey Smith,WR,BAL,CLE,15.5,00-0027996
57,Ted Ginn,WR,CAR,BUF,15.2,00-0025396
58,Aaron Dobson,WR,NE,NYJ,14.6,00-0030540
59,Marlon Brown,WR,BAL,CLE,14.5,00-0030400
60,Greg Jennings,WR,MIN,CHI,13.4,00-0024267
61,Santana Moss,WR,WAS,GB,13.1,00-0020494
62,Robert Woods,WR,BUF,CAR,13.1,00-0030431
63,Wes Welker,WR,DEN,NYG,12.9,00-0022427
64,Emmanuel Sanders,WR,PIT,CIN,12.8,00-0027685
65,Vincent Jackson,WR,TB,NO,12.7,00-0023496
66,Hakeem Nicks,WR,NYG,DEN,12.3,00-0027005
67,Brian Hartline,WR,MIA,IND,11.8,00-0027077
68,Antonio Brown,WR,PIT,CIN,11.7,00-0027793
69,Stephen Hill,WR,NYJ,NE,11.6,00-0028995
70,Ace Sanders,WR,JAX,OAK,11.4,00-0030550
71,Nate Burleson,WR,DET,ARI,10.7,00-0021999
72,Riley Cooper,WR,PHI,LAC,10.5,00-0027758
73,Marques Colston,WR,NO,TB,10.3,00-0024466
74,Demaryius Thomas,WR,DEN,NYG,10.2,00-0027874
75,Steve Smith,WR,CAR,BUF,10.2,
76,AJ Green,WR,CIN,PIT,10.1,00-0027942
77,Terrelle Pryor,WR,OAK,JAX,10.04,00-0028825
78,Reggie Wayne,WR,IND,MIA,9.6,00-0020498
79,Mohamed Sanu,WR,CIN,PIT,9.4,00-0029632
80,Cordarrelle Patterson,WR,MIN,CHI,9.4,00-0030578
81,Charles Clay,TE,MIA,IND,25.0,00-0028112
82,Antonio Gates,TE,LAC,PHI,22.4,00-0021547
83,Greg Olsen,TE,CAR,BUF,21.4,00-0025418
84,Jermichael Finley,TE,GB,WAS,18.5,00-0026231
