Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Adam Vinatieri,K,2,IND,CLE,4,4,100,52,1,1,0.00,2011
2,Jason Hanson,K,2,DET,KC,2,2,100,51,6,6,0.00,2011
3,John Kasay,K,2,NO,CHI,3,3,100,53,3,3,0.00,2011
4,Rob Bironas,K,2,TEN,BAL,4,5,80,43,2,2,0.00,2011
5,Mason Crosby,K,2,GB,CAR,3,3,100,37,3,3,0.00,2011
6,Nick Folk,K,2,NYJ,JAX,3,3,100,45,3,3,0.00,2011
7,Olindo Mare,K,2,CAR,GB,3,3,100,33,2,2,0.00,2011
8,Neil Rackers,K,2,HOU,MIA,3,3,100,36,2,2,0.00,2011
9,Graham Gano,K,2,WAS,ARI,3,4,75,34,1,1,0.00,2011
10,Mike Nugent,K,2,CIN,DEN,3,3,100,45,1,1,0.00,2011
11,Josh Brown,K,2,LAR,NYG,3,3,100,27,1,1,0.00,2011
12,Phil Dawson,K,2,CLE,IND,2,2,100,23,3,3,0.00,2011
13,Dan Bailey,K,2,DAL,SF,2,3,67,48,3,3,0.00,2011
14,Stephen Gostkowski,K,2,NE,LAC,2,2,100,47,3,3,0.00,2011
15,Rian Lindell,K,2,BUF,OAK,1,2,50,25,5,5,0.00,2011
16,Ryan Longwell,K,2,MIN,TB,2,2,100,29,2,2,0.00,2011
17,David Akers,K,2,SF,DAL,1,1,100,55,3,3,0.00,2011
18,Thomas Howard,K,2,CIN,DEN,0,0,0,0,0,0,0.00,2011
19,Robbie Gould,K,2,CHI,NO,2,2,100,42,1,1,0.00,2011
20,Billy Cundiff,K,2,BAL,TEN,2,2,100,41,1,1,0.00,2011
21,Dan Carpenter,K,2,MIA,HOU,2,4,50,42,1,1,0.00,2011
22,Alex Henery,K,2,PHI,ATL,1,2,50,22,4,4,0.00,2011
23,Connor Barth,K,2,TB,MIN,1,1,100,36,3,3,0.00,2011
24,Shaun Suisham,K,2,PIT,SEA,1,2,50,20,3,3,0.00,2011
25,Matt Prater,K,2,DEN,CIN,1,1,100,34,3,3,0.00,2011
26,Sebastian Janikowski,K,2,OAK,BUF,0,0,0,0,5,5,0.00,2011
27,Josh Scobee,K,2,JAX,NYJ,1,1,100,55,0,0,0.00,2011
28,Matt Bryant,K,2,ATL,PHI,0,0,0,0,5,5,0.00,2011
29,Lawrence Tynes,K,2,NYG,LAR,0,0,0,0,4,4,0.00,2011
30,Ryan Succop,K,2,KC,DET,1,2,50,33,0,0,0.00,2011
31,Jay Feely,K,2,ARI,WAS,0,0,0,0,3,3,0.00,2011
32,Nick Novak,K,2,LAC,NE,0,0,0,0,3,3,0.00,2011
33,DJ Smith,K,2,GB,CAR,0,0,0,0,0,0,0.00,2011
34,Steven Hauschka,K,2,SEA,PIT,0,0,0,0,0,0,0.00,2011
35,David Buehler,K,2,DAL,SF,0,0,0,0,0,0,0.00,2011
