Player,Position,Team,Opponent,Points
Nate Burleson,WR,DET,KC,16.30
Preston Parker,WR,TB,MIN,15.80
Jordy Nelson,WR,GB,CAR,15.40
Percy Harvin,WR,MIN,TB,15.40
Mike Sims-Walker,WR,LAR,NYG,15.20
Wes Welker,WR,NE,LAC,15.10
Brandon LaFell,WR,CAR,GB,14.90
Titus Young,WR,DET,KC,13.90
Greg Jennings,WR,GB,CAR,13.50
Santonio Holmes,WR,NYJ,JAX,13.20
Jesse Holley,WR,DAL,SF,12.60
Dane Sanzenbacher,WR,CHI,NO,12.30
Andre Caldwell,WR,CIN,DEN,11.70
Robert Meachem,WR,NO,CHI,11.70
Roddy White,WR,ATL,PHI,11.30
Jabar Gaffney,WR,WAS,ARI,11.20
Derek Hagan,WR,OAK,BUF,11.10
Domenik Hixon,WR,NYG,LAR,10.90
Antonio Brown,WR,PIT,SEA,10.80
Reggie Wayne,WR,IND,CLE,10.60
Hakeem Nicks,WR,NYG,LAR,10.50
Arrelious Benn,WR,TB,MIN,9.50
Brandon Gibson,WR,LAR,NYG,9.20
Mario Manningham,WR,NYG,LAR,8.60
Kyle Williams,WR,SF,DAL,8.20
Dezmon Briscoe,WR,TB,MIN,8.20
Malcom Floyd,WR,LAC,NE,7.90
Jacoby Jones,WR,HOU,MIA,7.80
Rob Gronkowski,TE,NE,LAC,24.60
Fred Davis,TE,WAS,ARI,20.60
Jason Witten,TE,DAL,SF,20.20
Aaron Hernandez,TE,NE,LAC,19.20
Jimmy Graham,TE,NO,CHI,13.90
Dallas Clark,TE,IND,CLE,13.20
Delanie Walker,TE,SF,DAL,11.80
Jermichael Finley,TE,GB,CAR,11.80
Jeff King,TE,ARI,WAS,11.60
Owen Daniels,TE,HOU,MIA,11.50
Tony Scheffler,TE,DET,KC,10.60
Scott Chandler,TE,BUF,OAK,9.60
Evan Moore,TE,CLE,IND,8.60
Jeremy Shockey,TE,CAR,GB,8.60
Kellen Winslow,TE,TB,MIN,8.40
Brent Celek,TE,PHI,ATL,8.30
Visanthe Shiancoe,TE,MIN,TB,5.80
Zach Miller,TE,JAX,NYJ,5.80
Jared Cook,TE,TEN,BAL,5.70
Alex Smith,TE,CLE,IND,4.90
Ed Dickson,TE,BAL,TEN,4.50
Greg Olsen,TE,CAR,GB,4.40
Dennis Pitta,TE,BAL,TEN,4.40
Vernon Davis,TE,SF,DAL,3.80
Lance Kendricks,TE,LAR,NYG,3.60
Brandon Myers,TE,OAK,BUF,3.60
Benjamin Watson,TE,CLE,IND,3.60
Leonard Pope,TE,KC,DET,2.90
Anthony McCoy,TE,SEA,PIT,2.90
Jermaine Gresham,TE,CIN,DEN,2.80
Matthew Mulligan,TE,NYJ,JAX,2.80
Luke Stocker,TE,TB,MIN,2.70
Heath Miller,TE,PIT,SEA,2.60
Kyle Rudolph,TE,MIN,TB,2.50
Zach Miller,TE,SEA,PIT,2.30
Jake Ballard,TE,NYG,LAR,2.30
Daniel Fells,TE,DEN,CIN,1.90
Joel Dreessen,TE,HOU,MIA,1.90
Todd Heap,TE,ARI,WAS,1.80
Michael Hoomanawanui,TE,LAR,NYG,1.80
John Phillips,TE,DAL,SF,1.80
Brandon Pettigrew,TE,DET,KC,1.70
Randy McMichael,TE,LAC,NE,1.60
Julius Thomas,TE,DEN,CIN,1.50
Brody Eldridge,TE,IND,CLE,1.40
Jeff Cumberland,TE,NYJ,JAX,1.20
Will Heller,TE,DET,KC,1.20
Craig Stevens,TE,TEN,BAL,1.10
Fred Jackson,RB,BUF,OAK,31.00
Jahvid Best,RB,DET,KC,30.30
Matt Forte,RB,CHI,NO,29.60
LeSean McCoy,RB,PHI,ATL,27.60
Peyton Hillis,RB,CLE,IND,26.70
Ryan Mathews,RB,LAC,NE,25.60
Michael Turner,RB,ATL,PHI,24.60
Jonathan Stewart,RB,CAR,GB,21.50
Willis McGahee,RB,DEN,CIN,20.60
Ray Rice,RB,BAL,TEN,20.60
Ben Tate,RB,HOU,MIA,20.50
Darren Sproles,RB,NO,CHI,20.00
LeGarrette Blount,RB,TB,MIN,19.10
Rashard Mendenhall,RB,PIT,SEA,15.80
Frank Gore,RB,SF,DAL,15.40
Ahmad Bradshaw,RB,NYG,LAR,15.40
Chris Wells,RB,ARI,WAS,15.30
Mike Tolbert,FB,LAC,NE,15.30
Daniel Thomas,RB,MIA,HOU,14.70
BenJarvus Green-Ellis,RB,NE,LAC,14.50
James Starks,RB,GB,CAR,14.50
Roy Helu,RB,WAS,ARI,14.20
Joseph Addai,RB,IND,CLE,14.10
Brandon Jacobs,RB,NYG,LAR,13.70
Maurice Jones-Drew,RB,JAX,NYJ,13.70
Shonn Greene,RB,NYJ,JAX,13.50
Javon Ringer,RB,TEN,BAL,13.10
Isaac Redman,RB,PIT,SEA,12.50
Tim Hightower,RB,WAS,ARI,11.60
Cedric Benson,RB,CIN,DEN,10.60
Chris Johnson,RB,TEN,BAL,9.50
Earnest Graham,RB,TB,MIN,8.90
Toby Gerhart,RB,MIN,TB,8.80
Keiland Williams,RB,DET,KC,8.50
Michael Bush,RB,OAK,BUF,8.30
CJ Spiller,RB,BUF,OAK,7.90
Dexter McCluster,RB,KC,DET,7.90
John Kuhn,FB,GB,CAR,7.80
DeAngelo Williams,RB,CAR,GB,7.60
Pierre Thomas,RB,NO,CHI,7.50
Ovie Mughelli,FB,ATL,PHI,7.20
Cadillac Williams,RB,LAR,NYG,7.00
Ryan Grant,RB,GB,CAR,6.90
Danny Woodhead,RB,NE,LAC,6.70
Arian Foster,RB,HOU,MIA,6.00
Justin Forsett,RB,SEA,PIT,6.00
Spencer Larsen,RB,DEN,CIN,5.70
Marcel Reece,FB,OAK,BUF,5.40
John Kasay,K,NO,CHI,0.00
Rob Bironas,K,TEN,BAL,0.00
Nick Folk,K,NYJ,JAX,0.00
Mason Crosby,K,GB,CAR,0.00
Neil Rackers,K,HOU,MIA,0.00
Olindo Mare,K,CAR,GB,0.00
Josh Brown,K,LAR,NYG,0.00
Graham Gano,K,WAS,ARI,0.00
Mike Nugent,K,CIN,DEN,0.00
Stephen Gostkowski,K,NE,LAC,0.00
Phil Dawson,K,CLE,IND,0.00
Dan Bailey,K,DAL,SF,0.00
David Akers,K,SF,DAL,0.00
Rian Lindell,K,BUF,OAK,0.00
Ryan Longwell,K,MIN,TB,0.00
Thomas Howard,K,CIN,DEN,0.00
Billy Cundiff,K,BAL,TEN,0.00
Robbie Gould,K,CHI,NO,0.00
Dan Carpenter,K,MIA,HOU,0.00
Alex Henery,K,PHI,ATL,0.00
Shaun Suisham,K,PIT,SEA,0.00
Matt Prater,K,DEN,CIN,0.00
Connor Barth,K,TB,MIN,0.00
Josh Scobee,K,JAX,NYJ,0.00
Sebastian Janikowski,K,OAK,BUF,0.00
Matt Bryant,K,ATL,PHI,0.00
Lawrence Tynes,K,NYG,LAR,0.00
Ryan Succop,K,KC,DET,0.00
Jay Feely,K,ARI,WAS,0.00
Nick Novak,K,LAC,NE,0.00
Steven Hauschka,K,SEA,PIT,0.00
DJ Smith,K,GB,CAR,0.00
David Buehler,K,DAL,SF,0.00
Pittsburgh Steelers,DST,PIT,SEA,15.00
New York Giants,DST,NYG,LAR,13.00
Tennessee Titans,DST,TEN,BAL,13.00
New Orleans Saints,DST,NO,CHI,12.00
Green Bay Packers,DST,GB,CAR,12.00
New England Patriots,DST,NE,LAC,10.00
Houston Texans,DST,HOU,MIA,10.00
Dallas Cowboys,DST,DAL,SF,8.00
Cleveland Browns,DST,CLE,IND,7.00
Washington Redskins,DST,WAS,ARI,7.00
Arizona Cardinals,DST,ARI,WAS,7.00
Cincinnati Bengals,DST,CIN,DEN,6.00
San Francisco 49ers,DST,SF,DAL,5.00
Los Angeles Rams,DST,LAR,NYG,5.00
Tampa Bay Buccaneers,DST,TB,MIN,5.00
Atlanta Falcons,DST,ATL,PHI,5.00
Jacksonville Jaguars,DST,JAX,NYJ,4.00
Philadelphia Eagles,DST,PHI,ATL,4.00
Minnesota Vikings,DST,MIN,TB,4.00
Indianapolis Colts,DST,IND,CLE,3.00
Miami Dolphins,DST,MIA,HOU,3.00
Baltimore Ravens,DST,BAL,TEN,2.00
Denver Broncos,DST,DEN,CIN,2.00
Carolina Panthers,DST,CAR,GB,2.00
Chicago Bears,DST,CHI,NO,2.00
Seattle Seahawks,DST,SEA,PIT,2.00
Buffalo Bills,DST,BUF,OAK,0.00
Kansas City Chiefs,DST,KC,DET,-2.00
Los Angeles Chargers,DST,LAC,NE,-2.00
Oakland Raiders,DST,OAK,BUF,-2.00
