,Player,Position,Team,Opponent,Points,PlayerID
0,Jason Campbell,QB,OAK,BUF,29.22,00-0023460
1,Matthew Stafford,QB,DET,KC,26.86,00-0026498
2,Tony Romo,QB,DAL,SF,24.8,00-0021678
3,Aaron Rodgers,QB,GB,CAR,24.62,00-0023459
4,Andy Dalton,QB,CIN,DEN,24.58,00-0027973
5,Philip Rivers,QB,LAC,NE,24.32,00-0022942
6,Ryan Fitzpatrick,QB,BUF,OAK,23.86,00-0023682
7,Drew Brees,QB,NO,CHI,23.0,00-0020531
8,Matt Ryan,QB,ATL,PHI,22.4,00-0026143
9,Sam Bradford,QB,LA,NYG,20.74,00-0027854
10,Matt Hasselbeck,QB,TEN,BAL,20.32,00-0007091
11,Matt Schaub,QB,HOU,MIA,17.4,00-0022787
12,Michael Vick,QB,PHI,ATL,17.18,
13,Rex Grossman,QB,WAS,ARI,17.14,00-0022121
14,Kevin Kolb,QB,ARI,WAS,17.04,00-0025423
15,Ben Roethlisberger,QB,PIT,SEA,16.72,00-0022924
16,Alex Smith,QB,SF,DAL,16.26,00-0023436
17,Mark Sanchez,QB,NYJ,JAX,16.18,00-0026898
18,Kyle Orton,QB,DEN,CIN,14.6,00-0023541
19,Josh Freeman,QB,TB,MIN,14.32,00-0026993
20,Jay Cutler,QB,CHI,NO,13.96,00-0024226
21,Eli Manning,QB,NYG,LAR,13.8,00-0022803
22,Colt McCoy,QB,CLE,IND,13.44,00-0027688
23,Chad Henne,QB,MIA,HOU,12.4,00-0026197
24,Donovan McNabb,QB,MIN,TB,10.32,00-0011022
25,Joe Flacco,QB,BAL,TEN,9.88,00-0026158
26,Kerry Collins,QB,IND,CLE,9.54,00-0003292
27,Tarvaris Jackson,QB,SEA,PIT,7.56,00-0024279
28,Jon Kitna,QB,DAL,SF,5.48,00-0009311
29,Mike Kafka,QB,PHI,ATL,3.08,00-0027722
30,Blaine Gabbert,QB,JAX,NYJ,2.18,00-0027948
31,Matt Cassel,QB,KC,DET,1.32,00-0023662
32,Shaun Hill,QB,DET,KC,1.12,00-0020679
33,Chase Daniel,QB,NO,CHI,0.0,00-0026544
34,Tyler Palko,QB,KC,DET,0.0,00-0024812
35,Mark Brunell,QB,NYJ,JAX,0.0,00-0002110
36,Charlie Batch,QB,PIT,SEA,0.0,00-0000865
37,Tim Tebow,QB,DEN,CIN,0.0,00-0027876
38,Luke McCown,QB,JAX,NYJ,-1.24,00-0022864
39,Vincent Jackson,WR,LAC,NE,42.2,00-0023496
40,Kenny Britt,WR,TEN,BAL,31.5,00-0027006
41,AJ Green,WR,CIN,DEN,31.4,00-0027942
42,Denarius Moore,WR,OAK,BUF,31.1,00-0028086
43,Eric Decker,WR,DEN,CIN,30.3,00-0027690
44,Mike Wallace,WR,PIT,SEA,29.6,00-0026901
45,Larry Fitzgerald,WR,ARI,WAS,29.3,00-0022921
46,David Nelson,WR,BUF,OAK,24.3,00-0027322
47,Danario Alexander,WR,LA,NYG,24.2,00-0027912
48,Deion Branch,WR,NE,LAC,23.9,00-0021192
49,Steve Johnson,WR,BUF,OAK,23.6,00-0026364
50,Steve Smith,WR,CAR,GB,23.6,
51,Devery Henderson,WR,NO,CHI,22.3,00-0022929
52,Andre Johnson,WR,HOU,MIA,22.3,00-0022044
53,Jerome Simpson,WR,CIN,DEN,20.6,00-0026186
54,Brandon Marshall,WR,MIA,HOU,19.9,00-0024334
55,Dwayne Bowe,WR,KC,DET,19.3,00-0025410
56,Calvin Johnson,WR,DET,KC,17.9,00-0025389
57,Santana Moss,WR,WAS,ARI,17.1,00-0020494
58,Nate Washington,WR,TEN,BAL,16.9,00-0023367
59,Nate Burleson,WR,DET,KC,16.3,00-0021999
60,Preston Parker,WR,TB,MIN,15.8,00-0027450
61,Jordy Nelson,WR,GB,CAR,15.4,00-0026176
62,Percy Harvin,WR,MIN,TB,15.4,00-0026998
63,Mike Sims-Walker,WR,LA,NYG,15.2,00-0025466
64,Wes Welker,WR,NE,LAC,15.1,00-0022427
65,Brandon LaFell,WR,CAR,GB,14.9,00-0027681
