Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jeremy Maclin,WR,2,PHI,ATL,15,13,87,171,2,43,11,13,1,1,0,0,0,45.20,2011
2,Miles Austin,WR,2,DAL,SF,15,9,60,143,3,53,10,16,1,-2,0,1,0,44.10,2011
3,Vincent Jackson,WR,2,LAC,NE,15,10,67,172,2,29,12,17,0,0,0,0,0,42.20,2011
4,Kenny Britt,WR,2,TEN,BAL,13,9,69,135,1,37,10,15,0,0,0,0,0,31.50,2011
5,AJ Green,WR,2,CIN,DEN,14,10,71,124,1,26,9,12,0,0,0,0,0,31.40,2011
6,Denarius Moore,WR,2,OAK,BUF,8,5,63,146,1,50,18,29,1,25,0,0,0,31.10,2011
7,Eric Decker,WR,2,DEN,CIN,9,5,56,113,2,52,13,23,0,0,0,1,1,30.30,2011
8,Mike Wallace,WR,2,PIT,SEA,9,8,89,126,1,53,14,16,0,0,0,0,0,29.60,2011
9,Larry Fitzgerald,WR,2,ARI,WAS,9,7,78,133,1,73,15,19,0,0,0,0,0,29.30,2011
10,David Nelson,WR,2,BUF,OAK,13,10,77,83,1,15,6,8,0,0,0,0,0,24.30,2011
11,Danario Alexander,WR,2,LAR,NYG,7,3,43,122,1,68,17,41,0,0,0,0,0,24.20,2011
12,Deion Branch,WR,2,NE,LAC,10,8,80,129,0,33,13,16,0,0,0,0,0,23.90,2011
13,Steve Johnson,WR,2,BUF,OAK,14,8,57,96,1,19,7,12,0,0,0,0,0,23.60,2011
14,Steve Smith,WR,2,CAR,GB,13,6,46,156,0,62,12,26,0,0,0,1,1,23.60,2011
15,Devery Henderson,WR,2,NO,CHI,3,3,100,103,1,79,34,34,0,0,0,0,0,22.30,2011
16,Andre Johnson,WR,2,HOU,MIA,9,7,78,93,1,43,10,13,0,0,0,0,0,22.30,2011
17,Jerome Simpson,WR,2,CIN,DEN,9,4,44,136,0,84,15,34,0,0,0,0,0,20.60,2011
18,Brandon Marshall,WR,2,MIA,HOU,11,6,55,79,1,29,7,13,0,0,0,0,0,19.90,2011
19,Dwayne Bowe,WR,2,KC,DET,8,5,63,101,0,45,13,20,1,12,0,0,0,19.30,2011
20,Calvin Johnson,WR,2,DET,KC,7,3,43,29,2,15,4,10,0,0,0,0,0,17.90,2011
21,Santana Moss,WR,2,WAS,ARI,9,5,56,61,1,19,7,12,0,0,0,0,0,17.10,2011
22,Nate Washington,WR,2,TEN,BAL,11,7,64,99,0,42,9,14,0,0,0,0,0,16.90,2011
23,Nate Burleson,WR,2,DET,KC,9,7,78,93,0,29,10,13,0,0,0,0,0,16.30,2011
24,Preston Parker,WR,2,TB,MIN,7,6,86,98,0,51,14,16,0,0,0,0,0,15.80,2011
25,Jordy Nelson,WR,2,GB,CAR,2,1,50,84,1,84,42,84,0,0,0,0,0,15.40,2011
26,Percy Harvin,WR,2,MIN,TB,8,7,88,76,0,19,10,11,2,18,0,1,1,15.40,2011
27,Mike Sims-Walker,WR,2,LAR,NYG,11,6,55,92,0,33,8,15,0,0,0,0,0,15.20,2011
28,Wes Welker,WR,2,NE,LAC,11,7,64,81,0,17,7,12,0,0,0,0,0,15.10,2011
29,Brandon LaFell,WR,2,CAR,GB,5,4,80,49,1,32,10,12,0,0,0,0,0,14.90,2011
30,Titus Young,WR,2,DET,KC,7,5,71,89,0,43,13,18,0,0,0,0,0,13.90,2011
31,Greg Jennings,WR,2,GB,CAR,8,2,25,55,1,49,7,28,0,0,0,0,0,13.50,2011
32,Santonio Holmes,WR,2,NYJ,JAX,4,3,75,42,1,18,11,14,0,0,0,0,0,13.20,2011
33,Jesse Holley,WR,2,DAL,SF,3,3,100,96,0,77,32,32,0,0,0,0,0,12.60,2011
34,Dane Sanzenbacher,WR,2,CHI,NO,7,3,43,33,1,17,5,11,0,0,0,0,0,12.30,2011
35,Andre Caldwell,WR,2,CIN,DEN,4,3,75,27,1,10,7,9,0,0,0,0,0,11.70,2011
