Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Darren McFadden,RB,2,OAK,BUF,20,72,4,1,8,7,71,1,1,1,32.30,2011
2,Adrian Peterson,RB,2,MIN,TB,25,120,5,2,2,2,21,0,1,0,31.10,2011
3,Fred Jackson,RB,2,BUF,OAK,15,117,8,2,2,2,23,0,0,0,31.00,2011
4,Jahvid Best,RB,2,DET,KC,16,57,4,1,8,6,66,1,0,0,30.30,2011
5,Matt Forte,RB,2,CHI,NO,10,49,5,0,14,10,117,0,0,0,29.60,2011
6,LeSean McCoy,RB,2,PHI,ATL,18,95,5,2,4,4,21,0,0,0,27.60,2011
7,Peyton Hillis,RB,2,CLE,IND,27,94,4,2,4,4,23,0,1,1,26.70,2011
8,Ryan Mathews,RB,2,LAC,NE,12,64,5,1,9,7,62,0,0,0,25.60,2011
9,Michael Turner,RB,2,ATL,PHI,21,114,5,1,1,1,32,0,0,0,24.60,2011
10,Jonathan Stewart,RB,2,CAR,GB,6,5,1,0,8,8,100,0,0,0,21.50,2011
11,Willis McGahee,RB,2,DEN,CIN,28,101,4,1,2,1,5,0,0,0,20.60,2011
12,Ray Rice,RB,2,BAL,TEN,13,43,3,0,8,5,53,1,0,0,20.60,2011
13,Ben Tate,RB,2,HOU,MIA,23,103,5,0,4,4,32,0,0,0,20.50,2011
14,Darren Sproles,RB,2,NO,CHI,4,17,4,0,10,8,43,1,0,0,20.00,2011
15,LeGarrette Blount,RB,2,TB,MIN,13,71,6,2,0,0,0,0,0,0,19.10,2011
16,Rashard Mendenhall,RB,2,PIT,SEA,19,66,4,1,2,2,12,0,0,0,15.80,2011
17,Frank Gore,RB,2,SF,DAL,20,47,2,1,3,3,17,0,0,0,15.40,2011
18,Ahmad Bradshaw,RB,2,NYG,LAR,15,59,4,0,5,5,45,0,0,0,15.40,2011
19,Chris Wells,RB,2,ARI,WAS,14,93,7,1,2,0,0,0,0,0,15.30,2011
20,Mike Tolbert,FB,2,LAC,NE,9,10,1,0,9,8,73,0,1,1,15.30,2011
21,Daniel Thomas,RB,2,MIA,HOU,18,107,6,0,1,1,10,0,1,1,14.70,2011
22,BenJarvus Green-Ellis,RB,2,NE,LAC,17,70,4,1,1,1,5,0,0,0,14.50,2011
23,James Starks,RB,2,GB,CAR,9,85,9,0,4,3,30,0,0,0,14.50,2011
24,Roy Helu,RB,2,WAS,ARI,10,74,7,0,4,3,38,0,0,0,14.20,2011
25,Joseph Addai,RB,2,IND,CLE,14,64,5,0,4,4,37,0,0,0,14.10,2011
26,Brandon Jacobs,RB,2,NYG,LAR,16,50,3,1,1,1,17,0,0,0,13.70,2011
27,Maurice Jones-Drew,RB,2,JAX,NYJ,18,88,5,0,4,3,19,0,0,0,13.70,2011
28,Shonn Greene,RB,2,NYJ,JAX,16,49,3,1,2,2,6,0,0,0,13.50,2011
29,Javon Ringer,RB,2,TEN,BAL,5,21,4,1,2,2,30,0,0,0,13.10,2011
30,Isaac Redman,RB,2,PIT,SEA,10,49,5,1,1,1,6,0,0,0,12.50,2011
31,Tim Hightower,RB,2,WAS,ARI,20,96,5,0,2,1,10,0,0,0,11.60,2011
32,Cedric Benson,RB,2,CIN,DEN,16,59,4,0,3,3,17,0,0,0,10.60,2011
33,Chris Johnson,RB,2,TEN,BAL,24,53,2,0,5,3,12,0,0,0,9.50,2011
34,Earnest Graham,RB,2,TB,MIN,3,18,6,0,5,5,21,0,0,0,8.90,2011
35,Toby Gerhart,RB,2,MIN,TB,2,36,18,0,1,1,42,0,0,0,8.80,2011
36,Keiland Williams,RB,2,DET,KC,9,25,3,1,0,0,0,0,1,0,8.50,2011
37,Michael Bush,RB,2,OAK,BUF,4,23,6,1,0,0,0,0,0,0,8.30,2011
38,CJ Spiller,RB,2,BUF,OAK,4,63,16,0,1,1,6,0,0,0,7.90,2011
39,Dexter McCluster,RB,2,KC,DET,8,51,6,0,5,4,-2,0,1,1,7.90,2011
40,John Kuhn,FB,2,GB,CAR,1,1,1,1,2,1,7,0,0,0,7.80,2011
41,DeAngelo Williams,RB,2,CAR,GB,5,13,3,0,4,4,23,0,0,0,7.60,2011
42,Pierre Thomas,RB,2,NO,CHI,9,41,5,0,4,2,14,0,0,0,7.50,2011
43,Ovie Mughelli,FB,2,ATL,PHI,1,1,1,0,1,1,1,1,0,0,7.20,2011
44,Cadillac Williams,RB,2,LAR,NYG,13,36,3,0,5,3,4,0,0,0,7.00,2011
45,Ryan Grant,RB,2,GB,CAR,6,25,4,0,3,3,14,0,0,0,6.90,2011
46,Danny Woodhead,RB,2,NE,LAC,4,12,3,0,2,2,15,0,0,0,6.70,2011
47,Arian Foster,RB,2,HOU,MIA,10,33,3,0,2,2,7,0,0,0,6.00,2011
48,Justin Forsett,RB,2,SEA,PIT,3,10,3,0,3,3,20,0,0,0,6.00,2011
49,Spencer Larsen,RB,2,DEN,CIN,1,4,4,0,3,3,23,0,0,0,5.70,2011
50,Marcel Reece,FB,2,OAK,BUF,1,4,4,0,5,3,20,0,0,0,5.40,2011
