Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Cam Newton,QB,2,CAR,GB,28,46,61,432,9,1,3,72,10,53,5,1,32.58,2011
2,Tom Brady,QB,2,NE,LAC,31,40,78,423,11,3,0,136,2,3,2,0,32.22,2011
3,Jason Campbell,QB,2,OAK,BUF,23,33,70,323,10,2,1,109,3,3,1,1,29.22,2011
4,Matthew Stafford,QB,2,DET,KC,23,39,59,294,8,4,1,106,1,1,1,0,26.86,2011
5,Tony Romo,QB,2,DAL,SF,20,33,61,345,11,2,0,116,0,0,0,0,24.80,2011
6,Aaron Rodgers,QB,2,GB,CAR,19,30,63,308,10,2,0,120,5,13,3,0,24.62,2011
7,Andy Dalton,QB,2,CIN,DEN,27,41,66,332,8,2,0,107,2,3,2,0,24.58,2011
8,Philip Rivers,QB,2,LAC,NE,29,40,73,378,9,2,2,98,2,12,6,0,24.32,2011
9,Ryan Fitzpatrick,QB,2,BUF,OAK,28,46,61,264,6,3,1,89,3,23,8,0,23.86,2011
10,Drew Brees,QB,2,NO,CHI,26,37,70,270,7,3,0,118,1,2,2,0,23.00,2011
11,Matt Ryan,QB,2,ATL,PHI,17,28,61,195,7,4,2,92,4,6,2,0,22.40,2011
12,Sam Bradford,QB,2,LAR,NYG,22,46,48,331,7,1,0,79,3,15,5,0,20.74,2011
13,Matt Hasselbeck,QB,2,TEN,BAL,30,42,71,358,9,1,1,95,0,0,0,0,20.32,2011
14,Matt Schaub,QB,2,HOU,MIA,21,29,72,230,8,2,0,118,2,2,1,0,17.40,2011
15,Michael Vick,QB,2,PHI,ATL,19,28,68,242,9,2,1,104,6,25,4,0,17.18,2011
16,Rex Grossman,QB,2,WAS,ARI,25,43,58,291,7,2,2,75,4,-5,-1,0,17.14,2011
17,Kevin Kolb,QB,2,ARI,WAS,17,30,57,251,8,2,1,93,0,0,0,0,17.04,2011
18,Ben Roethlisberger,QB,2,PIT,SEA,22,30,73,298,10,1,0,116,5,8,2,0,16.72,2011
19,Alex Smith,QB,2,SF,DAL,16,24,67,179,8,2,1,99,3,21,7,0,16.26,2011
20,Mark Sanchez,QB,2,NYJ,JAX,17,24,71,182,8,2,2,86,3,29,10,0,16.18,2011
21,Kyle Orton,QB,2,DEN,CIN,15,25,60,195,8,2,0,111,1,-2,-2,0,14.60,2011
22,Josh Freeman,QB,2,TB,MIN,22,31,71,243,8,1,1,91,3,16,5,0,14.32,2011
23,Jay Cutler,QB,2,CHI,NO,19,45,42,244,5,1,0,67,1,12,12,0,13.96,2011
24,Eli Manning,QB,2,NYG,LAR,18,29,62,200,7,2,1,91,4,-12,-3,0,13.80,2011
25,Colt McCoy,QB,2,CLE,IND,22,32,69,211,7,1,0,97,3,10,3,0,13.44,2011
26,Chad Henne,QB,2,MIA,HOU,12,30,40,170,6,1,1,56,3,26,9,0,12.40,2011
27,Donovan McNabb,QB,2,MIN,TB,18,30,60,228,8,0,0,84,4,12,3,0,10.32,2011
28,Joe Flacco,QB,2,BAL,TEN,15,32,47,197,6,1,2,51,0,0,0,0,9.88,2011
29,Kerry Collins,QB,2,IND,CLE,19,38,50,191,5,1,1,63,1,-1,-1,0,9.54,2011
30,Tarvaris Jackson,QB,2,SEA,PIT,20,29,69,159,6,0,0,82,3,12,4,0,7.56,2011
31,Jon Kitna,QB,2,DAL,SF,6,10,60,87,9,1,2,82,0,0,0,0,5.48,2011
32,Mike Kafka,QB,2,PHI,ATL,7,9,78,72,8,0,0,100,1,2,2,0,3.08,2011
33,Blaine Gabbert,QB,2,JAX,NYJ,5,6,83,52,9,0,0,103,1,1,1,0,2.18,2011
34,Matt Cassel,QB,2,KC,DET,15,22,68,133,6,0,3,45,0,0,0,0,1.32,2011
35,Shaun Hill,QB,2,DET,KC,1,1,100,28,28,0,0,119,0,0,0,0,1.12,2011
36,Tyler Palko,QB,2,KC,DET,0,1,0,0,0,0,0,40,0,0,0,0,0.00,2011
37,Chase Daniel,QB,2,NO,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
38,Mark Brunell,QB,2,NYJ,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
39,Charlie Batch,QB,2,PIT,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
40,Tim Tebow,QB,2,DEN,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
41,Luke McCown,QB,2,JAX,NYJ,6,19,32,59,3,0,4,2,1,4,4,0,-1.24,2011
