,Player,Position,Team,Opponent,Points,PlayerID
0,Tom Brady,QB,NE,BUF,30.98,00-0019596
1,Mark Sanchez,QB,NYJ,OAK,30.96,00-0026898
2,Matt Schaub,QB,HOU,NO,28.92,00-0022787
3,Matthew Stafford,QB,DET,MIN,26.02,00-0026498
4,Eli Manning,QB,NYG,PHI,25.86,00-0022803
5,Aaron Rodgers,QB,GB,CHI,23.18,00-0023459
6,Ryan Fitzpatrick,QB,BUF,NE,23.16,00-0023682
7,Matt Hasselbeck,QB,TEN,DEN,22.24,00-0007091
8,Jay Cutler,QB,CHI,GB,22.18,00-0024226
9,Ben Roethlisberger,QB,PIT,IND,20.06,00-0022924
10,Matt Ryan,QB,ATL,TB,18.4,00-0026143
11,Colt McCoy,QB,CLE,MIA,15.2,00-0027688
12,Cam Newton,QB,CAR,JAX,15.02,00-0027939
13,Chad Henne,QB,MIA,CLE,14.7,00-0026197
14,Josh Freeman,QB,TB,ATL,14.7,00-0026993
15,Matt Cassel,QB,KC,LAC,14.14,00-0023662
16,Tarvaris Jackson,QB,SEA,ARI,13.84,00-0024279
17,Kevin Kolb,QB,ARI,SEA,13.68,00-0025423
18,Donovan McNabb,QB,MIN,DET,13.54,00-0011022
19,Kyle Orton,QB,DEN,TEN,12.92,00-0023541
20,Rex Grossman,QB,WAS,DAL,12.6,00-0022121
21,Sam Bradford,QB,LA,BAL,10.84,00-0027854
22,Michael Vick,QB,PHI,NYG,9.14,
23,Tony Romo,QB,DAL,WAS,9.1,00-0021678
24,Blaine Gabbert,QB,JAX,CAR,8.76,00-0027948
25,Philip Rivers,QB,LAC,KC,8.44,00-0022942
26,Alex Smith,QB,SF,CIN,8.04,00-0023436
27,Jason Campbell,QB,OAK,NYJ,7.24,00-0023460
28,Andy Dalton,QB,CIN,SF,4.78,00-0027973
29,Kerry Collins,QB,IND,PIT,3.72,00-0003292
30,Curtis Painter,QB,IND,PIT,1.4,00-0027134
31,Joe Webb,QB,MIN,DET,0.0,00-0027796
32,Mark Brunell,QB,NYJ,OAK,0.0,00-0002110
33,Chase Daniel,QB,NO,HOU,0.0,00-0026544
34,Mike Kafka,QB,PHI,NYG,-0.6,00-0027722
35,Calvin Johnson,WR,DET,MIN,32.8,00-0025389
36,Victor Cruz,WR,NYG,PHI,29.0,00-0027265
37,Mike Wallace,WR,PIT,IND,28.4,00-0026901
38,Lance Moore,WR,NO,HOU,27.8,00-0023310
39,Roddy White,WR,ATL,TB,26.0,00-0023462
40,Greg Jennings,WR,GB,CHI,23.9,00-0024267
41,Andre Johnson,WR,HOU,NO,23.6,00-0022044
42,Steve Johnson,WR,BUF,NE,23.4,00-0026364
43,Nate Washington,WR,TEN,DEN,23.2,00-0023367
44,Sidney Rice,WR,SEA,ARI,21.9,00-0025431
45,Julio Jones,WR,ATL,TB,19.6,00-0027944
46,Donald Jones,WR,BUF,NE,18.3,00-0027518
47,Michael Jenkins,WR,MIN,DET,17.8,00-0022781
48,Larry Fitzgerald,WR,ARI,SEA,17.4,00-0022921
49,Dwayne Bowe,WR,KC,LAC,16.7,00-0025410
50,Brandon Gibson,WR,LA,BAL,16.5,00-0026937
51,Robert Meachem,WR,NO,HOU,16.1,00-0025414
52,Denarius Moore,WR,OAK,NYJ,15.7,00-0028086
53,Mike Thomas,WR,JAX,CAR,15.5,00-0033114
54,Plaxico Burress,WR,NYJ,OAK,14.5,00-0019642
55,David Nelson,WR,BUF,NE,14.4,00-0027322
56,Anquan Boldin,WR,BAL,LAR,14.4,00-0022084
57,Pierre Garcon,WR,IND,PIT,14.2,00-0026345
58,Joshua Cribbs,WR,CLE,MIA,13.9,
59,Dane Sanzenbacher,WR,CHI,GB,13.7,00-0028352
60,Brian Hartline,WR,MIA,CLE,12.7,00-0027077
61,Kevin Walter,WR,HOU,NO,12.5,00-0021931
62,Johnny Knox,WR,CHI,GB,12.4,00-0026913
63,Santana Moss,WR,WAS,DAL,12.0,00-0020494
64,Jeremy Maclin,WR,PHI,NYG,11.9,00-0026995
65,Percy Harvin,WR,MIN,DET,11.8,00-0026998
66,Eric Decker,WR,DEN,TEN,11.8,00-0027690
67,Antonio Brown,WR,PIT,IND,11.5,00-0027793
68,Vincent Jackson,WR,LAC,KC,11.4,00-0023496
69,Andre Caldwell,WR,CIN,SF,11.3,00-0026237
70,Jabar Gaffney,WR,WAS,DAL,11.0,00-0021163
71,Mohamed Massaquoi,WR,CLE,MIA,10.6,00-0027026
72,Derrick Mason,WR,NYJ,OAK,10.5,00-0010500
73,Dez Bryant,WR,DAL,WAS,10.3,00-0027902
74,Davone Bess,WR,MIA,CLE,10.2,00-0026000
75,Early Doucet,WR,ARI,SEA,10.0,00-0026221
76,Patrick Crayton,WR,LAC,KC,9.7,00-0022766
77,Matt Willis,WR,DEN,TEN,9.6,00-0024756
78,Mike Williams,WR,TB,ATL,9.3,00-0033536
79,Devin Hester,WR,CHI,GB,9.2,00-0024272
80,Devery Henderson,WR,NO,HOU,9.2,00-0022929
81,Titus Young,WR,DET,MIN,9.1,00-0027982
82,Steve Breaston,WR,KC,LAC,8.5,00-0025529
83,James Casey,TE,HOU,NO,27.7,00-0027109
84,Brandon Pettigrew,TE,DET,MIN,25.2,00-0026996
85,Jimmy Graham,TE,NO,HOU,23.0,00-0027696
86,Vernon Davis,TE,SF,CIN,22.2,00-0024221
87,Greg Olsen,TE,CAR,JAX,20.7,00-0025418
88,Owen Daniels,TE,HOU,NO,18.6,00-0024313
89,Dustin Keller,TE,NYJ,OAK,13.7,00-0026170
90,Leonard Pope,TE,KC,LAC,12.2,00-0024287
91,Heath Miller,TE,PIT,IND,12.1,00-0023465
92,Todd Heap,TE,ARI,SEA,12.1,00-0020516
93,Jason Witten,TE,DAL,WAS,12.0,00-0022127
94,Benjamin Watson,TE,CLE,MIA,11.4,00-0022943
95,Kellen Davis,TE,CHI,GB,10.2,00-0026298
96,Ed Dickson,TE,BAL,LAR,10.1,00-0027675
97,Tony Gonzalez,TE,ATL,TB,9.8,00-0006101
98,Randy McMichael,TE,LAC,KC,9.1,00-0021236
99,Jermaine Gresham,TE,CIN,SF,9.1,00-0027873
100,Scott Chandler,TE,BUF,NE,9.0,00-0025516
101,Chris Cooley,TE,WAS,DAL,8.4,00-0022738
102,Visanthe Shiancoe,TE,MIN,DET,7.8,00-0022054
103,Daniel Graham,TE,TEN,DEN,7.4,00-0021154
104,Kyle Rudolph,TE,MIN,DET,6.9,00-0027981
105,Craig Stevens,TE,TEN,DEN,6.8,00-0026225
106,Daniel Fells,TE,DEN,TEN,6.2,00-0023752
107,Jeremy Shockey,TE,CAR,JAX,6.0,00-0021148
108,Kevin Boss,TE,OAK,NYJ,5.6,00-0025540
109,Luke Stocker,TE,TB,ATL,5.3,00-0028042
110,Kellen Winslow,TE,TB,ATL,4.0,00-0022922
111,Evan Moore,TE,CLE,MIA,3.9,00-0026123
112,Lance Kendricks,TE,LA,BAL,3.7,00-0027985
113,Anthony Fasano,TE,MIA,CLE,3.6,00-0024268
114,Marcedes Lewis,TE,JAX,CAR,3.5,00-0024243
115,Fred Davis,TE,WAS,DAL,3.3,00-0026188
116,Dallas Clark,TE,IND,PIT,3.2,00-0022165
117,Jared Cook,TE,TEN,DEN,3.2,00-0027061
118,Zach Miller,TE,SEA,ARI,2.9,00-0027125
119,Brent Celek,TE,PHI,NYG,2.9,00-0025549
120,Clay Harbor,TE,PHI,NYG,2.7,00-0027725
121,Jake Ballard,TE,NYG,PHI,2.5,00-0027259
122,Donald Lee,TE,CIN,SF,2.1,00-0021929
123,Michael Hoomanawanui,TE,LA,BAL,2.0,00-0027732
124,Alex Smith,TE,CLE,MIA,1.9,
125,Delanie Walker,TE,SF,CIN,1.9,00-0024389
126,David Thomas,TE,NO,HOU,1.7,00-0024301
127,Virgil Green,TE,DEN,TEN,1.7,00-0028142
128,Martellus Bennett,TE,DAL,WAS,1.6,00-0026201
129,Brody Eldridge,TE,IND,PIT,1.4,00-0027761
130,Tony Scheffler,TE,DET,MIN,1.4,00-0024276
131,LaDainian Tomlinson,RB,NYJ,OAK,29.4,00-0020536
132,Fred Jackson,RB,BUF,NE,27.1,00-0024204
133,LeSean McCoy,RB,PHI,NYG,26.1,00-0027029
134,Ahmad Bradshaw,RB,NYG,PHI,24.9,00-0025637
135,Maurice Jones-Drew,RB,JAX,CAR,22.7,00-0024275
136,Felix Jones,RB,DAL,WAS,21.5,00-0026162
137,Daniel Thomas,RB,MIA,CLE,21.2,00-0028000
138,Ray Rice,RB,BAL,LAR,21.2,00-0026195
139,Darren Sproles,RB,NO,HOU,20.5,00-0023564
140,Adrian Peterson,RB,MIN,DET,19.7,00-0025394
141,Tim Hightower,RB,WAS,DAL,19.0,00-0026289
142,Shonn Greene,RB,NYJ,OAK,17.6,00-0026899
143,Brandon Jacobs,RB,NYG,PHI,16.1,00-0023545
144,Joseph Addai,RB,IND,PIT,15.8,00-0024245
145,Matt Forte,RB,CHI,GB,15.2,00-0026184
146,Willis McGahee,RB,DEN,TEN,14.4,00-0022178
147,Jahvid Best,RB,DET,MIN,13.8,00-0027880
148,Michael Bush,RB,OAK,NYJ,13.7,00-0025487
149,Kendall Hunter,RB,SF,CIN,11.8,00-0028053
150,Montario Hardesty,RB,CLE,MIA,11.6,00-0027666
151,Mark Ingram,RB,NO,HOU,11.5,00-0027966
152,Jonathan Stewart,RB,CAR,JAX,11.5,00-0026153
153,Chris Johnson,RB,TEN,DEN,11.5,
154,Dexter McCluster,RB,KC,LAC,11.2,00-0027651
155,Earnest Graham,RB,TB,ATL,10.6,00-0021755
156,Alfonso Smith,RB,ARI,SEA,10.5,00-0027346
157,LeGarrette Blount,RB,TB,ATL,10.4,00-0027325
158,Ben Tate,RB,HOU,NO,10.0,00-0027890
159,Ryan Grant,RB,GB,CHI,9.2,
160,Cadillac Williams,RB,LA,BAL,8.9,00-0023440
161,Marshawn Lynch,RB,SEA,ARI,8.5,00-0025399
162,Rashard Mendenhall,RB,PIT,IND,7.6,00-0026163
163,Mike Tolbert,FB,LAC,KC,7.3,00-0026069
164,Danny Woodhead,RB,NE,BUF,7.1,00-0026019
165,Bruce Miller,FB,SF,CIN,6.7,00-0028149
166,Cedric Benson,RB,CIN,SF,6.4,00-0023439
167,Ricky Williams,RB,BAL,LAR,6.3,00-0017915
168,Stevan Ridley,RB,NE,BUF,6.2,00-0028011
169,DeAngelo Williams,RB,CAR,JAX,5.5,00-0024242
170,Pierre Thomas,RB,NO,HOU,5.3,00-0024813
171,Roy Helu,RB,WAS,DAL,5.2,00-0028043
172,Lance Ball,RB,DEN,TEN,4.8,00-0026432
173,Jacquizz Rodgers,RB,ATL,TB,4.6,00-0028083
174,Thomas Jones,RB,KC,LAC,4.3,00-0019641
175,Deji Karim,RB,JAX,CAR,4.3,00-0027779
176,Chester Taylor,RB,ARI,SEA,4.2,00-0021314
177,Mewelde Moore,RB,PIT,IND,4.1,00-0022217
178,Vonta Leach,RB,BAL,LAR,4.1,00-0022397
179,Jason Hanson,K,DET,MIN,0.0,00-0006800
180,Billy Cundiff,K,BAL,LAR,0.0,00-0020972
181,Sebastian Janikowski,K,OAK,NYJ,0.0,00-0019646
182,Shaun Suisham,K,PIT,IND,0.0,00-0023001
183,Ryan Longwell,K,MIN,DET,0.0,00-0010072
