Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Joe Flacco,QB,3,BAL,LAR,27,48,56,389,8,3,0,104,9,29,3,0,32.46,2011
2,Drew Brees,QB,3,NO,HOU,31,44,71,370,8,3,2,100,4,-1,0,0,31.70,2011
3,Tom Brady,QB,3,NE,BUF,30,45,67,387,9,4,4,86,1,5,5,0,30.98,2011
4,Mark Sanchez,QB,3,NYJ,OAK,27,43,63,369,9,2,1,96,2,2,1,1,30.96,2011
5,Matt Schaub,QB,3,HOU,NO,22,39,56,373,10,3,1,104,0,0,0,0,28.92,2011
6,Matthew Stafford,QB,3,DET,MIN,32,46,70,378,8,2,0,109,1,-1,-1,0,26.02,2011
7,Eli Manning,QB,3,NYG,PHI,16,23,70,254,11,4,0,146,3,-3,-1,0,25.86,2011
8,Aaron Rodgers,QB,3,GB,CHI,28,38,74,297,8,3,1,111,1,3,3,0,23.18,2011
9,Ryan Fitzpatrick,QB,3,BUF,NE,27,40,68,369,9,2,2,93,4,-6,-2,0,23.16,2011
10,Matt Hasselbeck,QB,3,TEN,DEN,27,36,75,311,9,2,0,119,2,-2,-1,0,22.24,2011
11,Jay Cutler,QB,3,CHI,GB,21,37,57,302,8,2,2,79,3,11,4,0,22.18,2011
12,Ben Roethlisberger,QB,3,PIT,IND,25,37,68,364,10,1,1,97,5,15,3,0,20.06,2011
13,Matt Ryan,QB,3,ATL,TB,26,47,55,330,7,1,1,76,1,12,12,0,18.40,2011
14,Colt McCoy,QB,3,CLE,MIA,19,39,49,210,5,2,1,72,2,-2,-1,0,15.20,2011
15,Cam Newton,QB,3,CAR,JAX,18,34,53,158,5,1,0,75,7,27,4,0,15.02,2011
16,Chad Henne,QB,3,MIA,CLE,19,29,66,255,9,1,1,90,3,15,5,0,14.70,2011
17,Josh Freeman,QB,3,TB,ATL,22,32,69,180,6,0,2,57,10,35,4,1,14.70,2011
18,Matt Cassel,QB,3,KC,LAC,17,24,71,176,7,2,1,102,1,1,1,0,14.14,2011
19,Tarvaris Jackson,QB,3,SEA,ARI,18,31,58,171,6,0,1,60,4,20,5,1,13.84,2011
20,Kevin Kolb,QB,3,ARI,SEA,25,39,64,252,7,1,2,70,3,16,5,0,13.68,2011
21,Donovan McNabb,QB,3,MIN,DET,22,36,61,211,6,1,0,87,2,11,6,0,13.54,2011
22,Kyle Orton,QB,3,DEN,TEN,24,39,62,173,4,2,2,68,0,0,0,0,12.92,2011
23,Rex Grossman,QB,3,WAS,DAL,22,37,60,250,7,1,1,78,1,6,6,0,12.60,2011
24,Sam Bradford,QB,3,LAR,BAL,16,32,50,166,5,1,1,63,3,22,7,0,10.84,2011
25,Michael Vick,QB,3,PHI,NYG,16,23,70,176,8,0,1,74,7,31,4,0,9.14,2011
26,Tony Romo,QB,3,DAL,WAS,22,36,61,255,7,0,1,71,2,-1,-1,0,9.10,2011
27,Blaine Gabbert,QB,3,JAX,CAR,12,21,57,139,7,1,1,73,4,2,1,0,8.76,2011
28,Philip Rivers,QB,3,LAC,KC,24,38,63,266,7,0,2,62,3,-2,-1,0,8.44,2011
29,Alex Smith,QB,3,SF,CIN,20,30,67,201,7,0,0,86,0,0,0,0,8.04,2011
30,Jason Campbell,QB,3,OAK,NYJ,18,27,67,156,6,0,0,82,3,10,3,0,7.24,2011
31,Andy Dalton,QB,3,CIN,SF,17,32,53,157,5,0,2,41,1,5,5,0,4.78,2011
32,Kerry Collins,QB,3,IND,PIT,13,29,45,93,3,0,0,53,0,0,0,0,3.72,2011
33,Curtis Painter,QB,3,IND,PIT,5,11,46,60,6,0,0,63,0,0,0,0,1.40,2011
34,Joe Webb,QB,3,MIN,DET,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
35,Chase Daniel,QB,3,NO,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
36,Mark Brunell,QB,3,NYJ,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
37,Mike Kafka,QB,3,PHI,NYG,4,7,57,35,5,0,2,31,0,0,0,0,-0.60,2011
