Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Dan Bailey,K,3,DAL,WAS,6,6,100,41,0,0,0.00,2011
2,Neil Rackers,K,3,HOU,NO,4,4,100,36,3,3,0.00,2011
3,Jason Hanson,K,3,DET,MIN,4,4,100,50,2,2,0.00,2011
4,Billy Cundiff,K,3,BAL,LAR,3,5,60,38,4,4,0.00,2011
5,Sebastian Janikowski,K,3,OAK,NYJ,2,3,67,54,4,4,0.00,2011
6,Ryan Longwell,K,3,MIN,DET,3,3,100,49,2,2,0.00,2011
7,Shaun Suisham,K,3,PIT,IND,3,4,75,48,2,2,0.00,2011
8,Rian Lindell,K,3,BUF,NE,2,2,100,42,4,4,0.00,2011
9,Dan Carpenter,K,3,MIA,CLE,3,4,75,41,1,1,0.00,2011
10,Alex Henery,K,3,PHI,NYG,3,3,100,38,1,1,0.00,2011
11,Connor Barth,K,3,TB,ATL,3,3,100,49,1,1,0.00,2011
12,Graham Gano,K,3,WAS,DAL,3,4,75,50,1,1,0.00,2011
13,David Akers,K,3,SF,CIN,2,2,100,53,1,1,0.00,2011
14,Mason Crosby,K,3,GB,CHI,2,2,100,37,3,3,0.00,2011
15,Steven Hauschka,K,3,SEA,ARI,2,2,100,52,1,1,0.00,2011
16,Nick Novak,K,3,LAC,KC,2,2,100,41,2,2,0.00,2011
17,Adam Vinatieri,K,3,IND,PIT,2,2,100,25,2,2,0.00,2011
18,Stephen Gostkowski,K,3,NE,BUF,1,1,100,23,4,4,0.00,2011
19,Matt Bryant,K,3,ATL,TB,2,2,100,33,1,1,0.00,2011
20,Olindo Mare,K,3,CAR,JAX,2,2,100,35,0,0,0.00,2011
21,Josh Scobee,K,3,JAX,CAR,1,1,100,53,1,1,0.00,2011
22,Mike Nugent,K,3,CIN,SF,2,2,100,23,0,0,0.00,2011
23,John Kasay,K,3,NO,HOU,1,1,100,35,3,3,0.00,2011
24,Nick Folk,K,3,NYJ,OAK,1,1,100,21,3,3,0.00,2011
25,Phil Dawson,K,3,CLE,MIA,1,1,100,30,2,2,0.00,2011
26,Rob Bironas,K,3,TEN,DEN,1,1,100,46,2,2,0.00,2011
27,Ryan Succop,K,3,KC,LAC,1,2,50,33,2,2,0.00,2011
28,Robbie Gould,K,3,CHI,GB,1,1,100,25,2,2,0.00,2011
29,Thomas Howard,K,3,CIN,SF,0,0,0,0,0,0,0.00,2011
30,Jay Feely,K,3,ARI,SEA,1,3,33,44,1,1,0.00,2011
31,Lawrence Tynes,K,3,NYG,PHI,0,0,0,0,3,3,0.00,2011
32,Matt Prater,K,3,DEN,TEN,0,0,0,0,2,2,0.00,2011
33,Josh Brown,K,3,LAR,BAL,0,0,0,0,1,1,0.00,2011
34,DJ Smith,K,3,GB,CHI,0,0,0,0,0,0,0.00,2011
