Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Dwayne Bowe,WR,5,KC,IND,11,7,64,128,2,41,12,18,0,0,0,0,0,34.80,2011
2,Pierre Garcon,WR,5,IND,KC,8,5,63,125,2,67,16,25,0,0,0,0,0,32.50,2011
3,Victor Cruz,WR,5,NYG,SEA,11,8,73,161,1,68,15,20,1,3,0,1,1,32.40,2011
4,Doug Baldwin,WR,5,SEA,NYG,9,8,89,136,1,27,15,17,0,0,0,0,0,30.60,2011
5,James Jones,WR,5,GB,ATL,7,5,71,140,1,70,20,28,0,0,0,0,0,28.00,2011
6,Calvin Johnson,WR,5,DET,CHI,6,5,83,130,1,73,22,26,0,0,0,0,0,27.00,2011
7,Jason Hill,WR,5,JAX,CIN,8,5,63,118,1,74,15,24,0,0,0,0,0,25.80,2011
8,Jason Avant,WR,5,PHI,BUF,10,9,90,139,0,35,14,15,0,0,0,1,1,24.90,2011
9,Hines Ward,WR,5,PIT,TEN,8,7,88,54,2,16,7,8,0,0,0,0,0,24.40,2011
10,Darrius Heyward-Bey,WR,5,OAK,HOU,12,7,58,99,1,34,8,14,0,0,0,0,0,22.90,2011
11,Malcom Floyd,WR,5,LAC,DEN,7,3,43,100,1,42,14,33,0,0,0,0,0,22.00,2011
12,Steve Breaston,WR,5,KC,IND,5,4,80,50,2,16,10,13,0,0,0,0,0,21.00,2011
13,Mike Wallace,WR,5,PIT,TEN,7,6,86,82,1,40,12,14,1,8,0,0,0,21.00,2011
14,Deion Branch,WR,5,NE,NYJ,8,7,88,74,1,29,9,11,0,0,0,0,0,20.40,2011
15,Wes Welker,WR,5,NE,NYJ,8,5,63,124,0,73,16,25,0,0,0,1,0,20.40,2011
16,AJ Green,WR,5,CIN,JAX,8,5,63,90,1,37,11,18,0,0,0,0,0,20.00,2011
17,DeSean Jackson,WR,5,PHI,BUF,7,5,71,86,1,31,12,17,1,-4,0,0,0,19.20,2011
18,Kevin Walter,WR,5,HOU,OAK,6,5,83,81,1,41,14,16,0,0,0,0,0,19.10,2011
19,Damian Williams,WR,5,TEN,PIT,11,6,55,66,1,19,6,11,0,0,0,0,0,18.60,2011
20,Greg Jennings,WR,5,GB,ATL,5,4,80,82,1,39,16,21,0,0,0,0,0,18.20,2011
21,Jeremy Maclin,WR,5,PHI,BUF,8,6,75,54,1,19,7,9,0,0,0,0,0,17.40,2011
22,Early Doucet,WR,5,ARI,MIN,16,8,50,92,0,16,6,12,0,0,0,0,0,17.20,2011
23,Ben Obomanu,WR,5,SEA,NYG,10,6,60,51,1,11,5,9,0,0,0,0,0,17.10,2011
24,Roddy White,WR,5,ATL,GB,9,6,67,50,1,15,6,8,0,0,0,0,0,17.00,2011
25,Steve Smith,WR,5,CAR,NO,7,3,43,79,1,54,11,26,0,0,0,0,0,16.90,2011
26,Hakeem Nicks,WR,5,NYG,SEA,7,4,57,65,1,19,9,16,0,0,0,0,0,16.50,2011
27,Santonio Holmes,WR,5,NYJ,NE,6,4,67,60,1,21,10,15,0,0,0,0,0,16.00,2011
28,Jeremy Kerley,WR,5,NYJ,NE,3,3,100,35,1,22,12,12,0,0,0,0,0,12.50,2011
29,Josh Morgan,WR,5,SF,TB,6,5,83,75,0,24,13,15,0,0,0,0,0,12.50,2011
30,Dane Sanzenbacher,WR,5,CHI,DET,10,6,60,64,0,15,6,11,0,0,0,0,0,12.40,2011
31,Marques Colston,WR,5,NO,CAR,6,5,83,69,0,22,12,14,0,0,0,0,0,11.90,2011
32,Nate Washington,WR,5,TEN,PIT,8,5,63,69,0,25,9,14,0,0,0,0,0,11.90,2011
33,Reggie Wayne,WR,5,IND,KC,7,4,57,77,0,26,11,19,0,0,0,0,0,11.70,2011
34,Larry Fitzgerald,WR,5,ARI,MIN,8,4,50,66,0,22,8,17,0,0,0,0,0,10.60,2011
35,Mario Manningham,WR,5,NYG,SEA,9,5,56,56,0,17,6,11,0,0,0,0,0,10.60,2011
36,Chaz Schilens,WR,5,OAK,HOU,3,2,67,25,1,18,8,13,0,0,0,0,0,10.50,2011
37,Legedu Naanee,WR,5,CAR,NO,8,4,50,63,0,28,8,16,0,0,0,0,0,10.30,2011
38,Devin Aromashodu,WR,5,MIN,ARI,5,2,40,81,0,60,16,41,0,0,0,0,0,10.10,2011
39,Naaman Roosevelt,WR,5,BUF,PHI,7,5,71,41,0,20,6,8,0,0,0,0,0,9.10,2011
40,Sam Hurd,WR,5,CHI,DET,5,4,80,50,0,28,10,13,0,0,0,0,0,9.00,2011
41,Devin Hester,WR,5,CHI,DET,7,5,71,32,0,26,5,6,0,0,0,0,0,8.20,2011
42,Jerome Simpson,WR,5,CIN,JAX,7,4,57,40,0,17,6,10,0,0,0,0,0,8.00,2011
43,Mike Thomas,WR,5,JAX,CIN,7,3,43,53,0,24,8,18,1,-4,0,1,0,7.90,2011
44,Robert Meachem,WR,5,NO,CAR,5,4,80,38,0,14,8,10,0,0,0,0,0,7.80,2011
45,Sidney Rice,WR,5,SEA,NYG,5,4,80,38,0,16,8,10,1,0,0,1,0,7.80,2011
46,David Nelson,WR,5,BUF,PHI,2,1,50,6,1,6,3,6,0,0,0,0,0,7.60,2011
47,Arrelious Benn,WR,5,TB,SF,4,3,75,46,0,33,12,15,0,0,0,0,0,7.60,2011
48,Lavelle Hawkins,WR,5,TEN,PIT,8,4,50,33,0,16,4,8,0,0,0,0,0,7.30,2011
