,Player,Position,Team,Opponent,Points,PlayerID
0,Ben Roethlisberger,QB,PIT,TEN,28.12,00-0022924
1,Matt Cassel,QB,KC,IND,27.48,00-0023662
2,Aaron Rodgers,QB,GB,ATL,26.74,00-0023459
3,Matt Schaub,QB,HOU,OAK,25.64,00-0022787
4,Cam Newton,QB,CAR,NO,24.66,00-0027939
5,Drew Brees,QB,NO,CAR,24.36,00-0020531
6,Tom Brady,QB,NE,NYJ,19.14,00-0019596
7,Philip Rivers,QB,LAC,DEN,19.0,00-0022942
8,Curtis Painter,QB,IND,KC,18.98,00-0027134
9,Alex Smith,QB,SF,TB,18.8,00-0023436
10,Tim Tebow,QB,DEN,LAC,16.96,00-0027876
11,Matthew Stafford,QB,DET,CHI,15.86,00-0026498
12,Mark Sanchez,QB,NYJ,NE,14.64,00-0026898
13,Jason Campbell,QB,OAK,HOU,14.6,00-0023460
14,Jay Cutler,QB,CHI,DET,14.26,00-0024226
15,Andy Dalton,QB,CIN,JAX,14.16,00-0027973
16,Matt Hasselbeck,QB,TEN,PIT,13.78,00-0007091
17,Donovan McNabb,QB,MIN,ARI,13.16,00-0011022
18,Blaine Gabbert,QB,JAX,CIN,11.94,00-0027948
19,Ryan Fitzpatrick,QB,BUF,PHI,11.42,00-0023682
20,Tarvaris Jackson,QB,SEA,NYG,11.34,00-0024279
21,Charlie Whitehurst,QB,SEA,NYG,10.56,00-0024296
22,Matt Ryan,QB,ATL,GB,9.58,00-0026143
23,Kevin Kolb,QB,ARI,MIN,7.28,00-0025423
24,Josh Freeman,QB,TB,SF,5.68,00-0026993
25,Colin Kaepernick,QB,SF,TB,1.2,00-0027974
26,Josh Johnson,QB,TB,SF,0.28,
27,Kyle Orton,QB,DEN,LAC,0.26,00-0023541
28,Mark Brunell,QB,NYJ,NE,0.0,00-0002110
29,Chase Daniel,QB,NO,CAR,0.0,00-0026544
30,Richard Bartel,QB,ARI,MIN,-0.12,00-0025749
31,Victor Cruz,WR,NYG,SEA,32.4,00-0027265
32,Doug Baldwin,WR,SEA,NYG,30.6,00-0028434
33,James Jones,WR,GB,ATL,28.0,00-0025465
34,Calvin Johnson,WR,DET,CHI,27.0,00-0025389
35,Jason Hill,WR,JAX,CIN,25.8,00-0025463
36,Jason Avant,WR,PHI,BUF,24.9,00-0024324
37,Hines Ward,WR,PIT,TEN,24.4,00-0017162
38,Darrius Heyward-Bey,WR,OAK,HOU,22.9,00-0026983
39,Malcom Floyd,WR,LAC,DEN,22.0,00-0022414
40,Steve Breaston,WR,KC,IND,21.0,00-0025529
41,Mike Wallace,WR,PIT,TEN,21.0,00-0026901
42,Deion Branch,WR,NE,NYJ,20.4,00-0021192
43,Wes Welker,WR,NE,NYJ,20.4,00-0022427
44,AJ Green,WR,CIN,JAX,20.0,00-0027942
45,DeSean Jackson,WR,PHI,BUF,19.2,00-0026189
46,Kevin Walter,WR,HOU,OAK,19.1,00-0021931
47,Damian Williams,WR,TEN,PIT,18.6,00-0027893
48,Greg Jennings,WR,GB,ATL,18.2,00-0024267
49,Jeremy Maclin,WR,PHI,BUF,17.4,00-0026995
50,Early Doucet,WR,ARI,MIN,17.2,00-0026221
51,Ben Obomanu,WR,SEA,NYG,17.1,00-0024463
52,Roddy White,WR,ATL,GB,17.0,00-0023462
53,Steve Smith,WR,CAR,NO,16.9,
54,Hakeem Nicks,WR,NYG,SEA,16.5,00-0027005
55,Santonio Holmes,WR,NYJ,NE,16.0,00-0024240
56,Jeremy Kerley,WR,NYJ,NE,12.5,00-0028091
57,Josh Morgan,WR,SF,TB,12.5,00-0026314
58,Dane Sanzenbacher,WR,CHI,DET,12.4,00-0028352
59,Marques Colston,WR,NO,CAR,11.9,00-0024466
60,Nate Washington,WR,TEN,PIT,11.9,00-0023367
61,Reggie Wayne,WR,IND,KC,11.7,00-0020498
62,Larry Fitzgerald,WR,ARI,MIN,10.6,00-0022921
63,Mario Manningham,WR,NYG,SEA,10.6,00-0026235
64,Chaz Schilens,WR,OAK,HOU,10.5,00-0026366
65,Legedu Naanee,WR,CAR,NO,10.3,00-0025559
66,Devin Aromashodu,WR,MIN,ARI,10.1,00-0024447
67,Naaman Roosevelt,WR,BUF,PHI,9.1,00-0027220
68,Sam Hurd,WR,CHI,DET,9.0,00-0023953
69,Devin Hester,WR,CHI,DET,8.2,00-0024272
70,Jerome Simpson,WR,CIN,JAX,8.0,00-0026186
71,Mike Thomas,WR,JAX,CIN,7.9,00-0033114
72,Sidney Rice,WR,SEA,NYG,7.8,00-0025431
73,Robert Meachem,WR,NO,CAR,7.8,00-0025414
74,David Nelson,WR,BUF,PHI,7.6,00-0027322
75,Arrelious Benn,WR,TB,SF,7.6,00-0027654
76,Lavelle Hawkins,WR,TEN,PIT,7.3,00-0026266
77,Brad Smith,WR,BUF,PHI,7.2,00-0024318
78,Plaxico Burress,WR,NYJ,NE,7.2,00-0019642
79,Vernon Davis,TE,SF,TB,18.6,00-0024221
80,Jake Ballard,TE,NYG,SEA,16.2,00-0027259
81,Owen Daniels,TE,HOU,OAK,15.9,00-0024313
82,Brandon Pettigrew,TE,DET,CHI,13.9,00-0026996
83,Heath Miller,TE,PIT,TEN,13.6,00-0023465
84,Jermaine Gresham,TE,CIN,JAX,13.1,00-0027873
85,Tony Gonzalez,TE,ATL,GB,12.0,00-0006101
86,Delanie Walker,TE,SF,TB,11.7,00-0024389
87,Kellen Davis,TE,CHI,DET,11.5,00-0026298
88,Greg Olsen,TE,CAR,NO,11.1,00-0025418
89,Jermichael Finley,TE,GB,ATL,10.7,00-0026231
90,Aaron Hernandez,TE,NE,NYJ,10.6,00-0027713
91,Kellen Winslow,TE,TB,SF,10.4,00-0022922
92,Jared Cook,TE,TEN,PIT,9.9,00-0027061
93,David Johnson,TE,PIT,TEN,8.5,
94,Jeff King,TE,ARI,MIN,8.5,00-0024369
95,Daniel Fells,TE,DEN,LAC,7.7,00-0023752
96,Rob Gronkowski,TE,NE,NYJ,7.1,00-0027656
97,Randy McMichael,TE,LAC,DEN,6.9,00-0021236
98,Rob Housler,TE,ARI,MIN,5.5,00-0028007
99,Jeremy Shockey,TE,CAR,NO,5.1,00-0021148
100,Kory Sperry,TE,LAC,DEN,4.2,00-0026757
101,Visanthe Shiancoe,TE,MIN,ARI,3.0,00-0022054
102,Anthony McCoy,TE,SEA,NYG,3.0,00-0027783
103,Leonard Pope,TE,KC,IND,2.8,00-0024287
104,Bear Pascoe,TE,NYG,SEA,2.7,00-0026931
105,Tom Crabtree,TE,GB,ATL,2.5,00-0026878
106,Tony Scheffler,TE,DET,CHI,2.2,00-0024276
107,Dante Rosario,TE,DEN,LAC,2.0,00-0025542
108,Matt Spaeth,TE,CHI,DET,1.8,00-0025464
109,Dallas Clark,TE,IND,KC,1.7,00-0022165
110,Dustin Keller,TE,NYJ,NE,1.7,00-0026170
111,DJ Williams,TE,GB,ATL,1.7,
112,Brent Celek,TE,PHI,BUF,1.6,00-0025549
113,Marcedes Lewis,TE,JAX,CIN,1.6,00-0024243
114,Matthew Mulligan,TE,NYJ,NE,1.4,00-0026008
115,Scott Chandler,TE,BUF,PHI,1.4,00-0025516
116,Clay Harbor,TE,PHI,BUF,1.3,00-0027725
117,Will Heller,TE,DET,CHI,1.1,00-0021756
118,Virgil Green,TE,DEN,LAC,0.0,00-0028142
119,Reggie Kelly,TE,ATL,GB,0.0,00-0009119
120,Brody Eldridge,TE,IND,KC,0.0,00-0027761
121,Zach Miller,TE,SEA,NYG,0.0,00-0027125
122,Michael Palmer,TE,ATL,GB,0.0,00-0027202
123,Daniel Graham,TE,TEN,PIT,0.0,00-0021154
124,Jacob Tamme,TE,IND,KC,0.0,00-0026267
125,Jameson Konz,TE,SEA,NYG,0.0,00-0027836
126,Zack Pianalto,TE,TB,SF,0.0,00-0028509
127,BenJarvus Green-Ellis,RB,NE,NYJ,30.9,00-0025860
128,Jahvid Best,RB,DET,CHI,30.2,00-0027880
129,Arian Foster,RB,HOU,OAK,26.4,00-0026796
130,Frank Gore,RB,SF,TB,24.3,00-0023500
131,Marshawn Lynch,RB,SEA,NYG,22.1,00-0025399
132,Matt Forte,RB,CHI,DET,22.1,00-0026184
133,LeSean McCoy,RB,PHI,BUF,20.7,00-0027029
134,DeAngelo Williams,RB,CAR,NO,20.5,00-0024242
135,Jackie Battle,FB,KC,IND,19.0,00-0025701
136,Willis McGahee,RB,DEN,LAC,17.5,00-0022178
