Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Michael Vick,QB,5,PHI,BUF,26,40,65,315,8,2,4,66,5,90,18,0,28.60,2011
2,Eli Manning,QB,5,NYG,SEA,24,39,62,420,11,3,3,92,3,5,2,0,28.30,2011
3,Ben Roethlisberger,QB,5,PIT,TEN,24,34,71,228,7,5,1,116,0,0,0,0,28.12,2011
4,Matt Cassel,QB,5,KC,IND,21,29,72,257,9,4,0,139,5,12,2,0,27.48,2011
5,Aaron Rodgers,QB,5,GB,ATL,26,39,67,396,10,2,0,117,1,-1,-1,0,26.74,2011
6,Matt Schaub,QB,5,HOU,OAK,24,51,47,416,8,2,2,72,1,0,0,0,25.64,2011
7,Cam Newton,QB,5,CAR,NO,16,31,52,224,7,2,1,83,7,27,4,1,24.66,2011
8,Drew Brees,QB,5,NO,CAR,32,45,71,359,8,2,1,100,0,0,0,0,24.36,2011
9,Tom Brady,QB,5,NE,NYJ,24,33,73,321,10,1,1,101,1,3,3,0,19.14,2011
10,Philip Rivers,QB,5,LAC,DEN,18,29,62,250,9,1,1,87,3,10,3,1,19.00,2011
11,Curtis Painter,QB,5,IND,KC,15,27,56,277,10,2,0,116,1,-1,-1,0,18.98,2011
12,Alex Smith,QB,5,SF,TB,11,19,58,170,9,3,0,127,0,0,0,0,18.80,2011
13,Tim Tebow,QB,5,DEN,LAC,4,10,40,79,8,1,0,102,6,38,6,1,16.96,2011
14,Matthew Stafford,QB,5,DET,CHI,19,26,73,219,8,2,1,108,1,1,1,0,15.86,2011
15,Mark Sanchez,QB,5,NYJ,NE,16,26,62,166,6,2,0,106,0,0,0,0,14.64,2011
16,Jason Campbell,QB,5,OAK,HOU,15,35,43,190,5,2,1,68,0,0,0,0,14.60,2011
17,Jay Cutler,QB,5,CHI,DET,28,38,74,249,7,1,0,100,2,3,2,0,14.26,2011
18,Andy Dalton,QB,5,CIN,JAX,21,33,64,179,5,2,1,85,0,0,0,0,14.16,2011
19,Matt Hasselbeck,QB,5,TEN,PIT,29,49,59,262,5,1,1,72,1,3,3,0,13.78,2011
20,Donovan McNabb,QB,5,MIN,ARI,10,21,48,169,8,0,0,75,4,4,1,1,13.16,2011
21,Blaine Gabbert,QB,5,JAX,CIN,15,28,54,221,8,1,0,92,5,11,2,0,11.94,2011
22,Ryan Fitzpatrick,QB,5,BUF,PHI,21,27,78,193,7,1,1,93,3,7,2,0,11.42,2011
23,Tarvaris Jackson,QB,5,SEA,NYG,15,22,68,166,8,1,1,87,4,17,4,0,11.34,2011
24,Charlie Whitehurst,QB,5,SEA,NYG,11,19,58,149,8,1,0,101,2,6,3,0,10.56,2011
25,Matt Ryan,QB,5,ATL,GB,18,32,56,167,5,1,2,55,3,9,3,0,9.58,2011
26,Kevin Kolb,QB,5,ARI,MIN,21,42,50,232,6,0,2,47,2,10,5,0,7.28,2011
27,Josh Freeman,QB,5,TB,SF,17,33,52,187,6,0,2,43,1,2,2,0,5.68,2011
28,Colin Kaepernick,QB,5,SF,TB,3,3,100,35,12,0,0,115,2,-2,-1,0,1.20,2011
29,Josh Johnson,QB,5,TB,SF,1,2,50,7,4,0,0,58,0,0,0,0,0.28,2011
30,Kyle Orton,QB,5,DEN,LAC,6,13,46,34,3,0,1,21,1,-1,-1,0,0.26,2011
31,Chase Daniel,QB,5,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
32,Mark Brunell,QB,5,NYJ,NE,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
33,Richard Bartel,QB,5,ARI,MIN,2,6,33,22,4,0,1,6,0,0,0,0,-0.12,2011
