Player,Position,Team,Opponent,Points
Ben Roethlisberger,QB,PIT,TEN,28.12
Matt Cassel,QB,KC,IND,27.48
Aaron Rodgers,QB,GB,ATL,26.74
Matt Schaub,QB,HOU,OAK,25.64
Cam Newton,QB,CAR,NO,24.66
Drew Brees,QB,NO,CAR,24.36
Tom Brady,QB,NE,NYJ,19.14
Philip Rivers,QB,LAC,DEN,19.00
Curtis Painter,QB,IND,KC,18.98
Alex Smith,QB,SF,TB,18.80
Tim Tebow,QB,DEN,LAC,16.96
Matthew Stafford,QB,DET,CHI,15.86
Mark Sanchez,QB,NYJ,NE,14.64
Jason Campbell,QB,OAK,HOU,14.60
Jay Cutler,QB,CHI,DET,14.26
Andy Dalton,QB,CIN,JAX,14.16
Matt Hasselbeck,QB,TEN,PIT,13.78
Donovan McNabb,QB,MIN,ARI,13.16
Blaine Gabbert,QB,JAX,CIN,11.94
Ryan Fitzpatrick,QB,BUF,PHI,11.42
Tarvaris Jackson,QB,SEA,NYG,11.34
Charlie Whitehurst,QB,SEA,NYG,10.56
Matt Ryan,QB,ATL,GB,9.58
Kevin Kolb,QB,ARI,MIN,7.28
Josh Freeman,QB,TB,SF,5.68
Colin Kaepernick,QB,SF,TB,1.20
Josh Johnson,QB,TB,SF,0.28
Kyle Orton,QB,DEN,LAC,0.26
Mark Brunell,QB,NYJ,NE,0.00
Chase Daniel,QB,NO,CAR,0.00
Richard Bartel,QB,ARI,MIN,-0.12
Victor Cruz,WR,NYG,SEA,32.40
Doug Baldwin,WR,SEA,NYG,30.60
James Jones,WR,GB,ATL,28.00
Calvin Johnson,WR,DET,CHI,27.00
Jason Hill,WR,JAX,CIN,25.80
Jason Avant,WR,PHI,BUF,24.90
Hines Ward,WR,PIT,TEN,24.40
Darrius Heyward-Bey,WR,OAK,HOU,22.90
Malcom Floyd,WR,LAC,DEN,22.00
Steve Breaston,WR,KC,IND,21.00
Mike Wallace,WR,PIT,TEN,21.00
Deion Branch,WR,NE,NYJ,20.40
Wes Welker,WR,NE,NYJ,20.40
AJ Green,WR,CIN,JAX,20.00
DeSean Jackson,WR,PHI,BUF,19.20
Kevin Walter,WR,HOU,OAK,19.10
Damian Williams,WR,TEN,PIT,18.60
Greg Jennings,WR,GB,ATL,18.20
Jeremy Maclin,WR,PHI,BUF,17.40
Early Doucet,WR,ARI,MIN,17.20
Ben Obomanu,WR,SEA,NYG,17.10
Roddy White,WR,ATL,GB,17.00
Steve Smith,WR,CAR,NO,16.90
Hakeem Nicks,WR,NYG,SEA,16.50
Santonio Holmes,WR,NYJ,NE,16.00
Jeremy Kerley,WR,NYJ,NE,12.50
Josh Morgan,WR,SF,TB,12.50
Dane Sanzenbacher,WR,CHI,DET,12.40
Marques Colston,WR,NO,CAR,11.90
Nate Washington,WR,TEN,PIT,11.90
Reggie Wayne,WR,IND,KC,11.70
Larry Fitzgerald,WR,ARI,MIN,10.60
Mario Manningham,WR,NYG,SEA,10.60
Chaz Schilens,WR,OAK,HOU,10.50
Legedu Naanee,WR,CAR,NO,10.30
Devin Aromashodu,WR,MIN,ARI,10.10
Naaman Roosevelt,WR,BUF,PHI,9.10
Sam Hurd,WR,CHI,DET,9.00
Devin Hester,WR,CHI,DET,8.20
Jerome Simpson,WR,CIN,JAX,8.00
Mike Thomas,WR,JAX,CIN,7.90
Sidney Rice,WR,SEA,NYG,7.80
Robert Meachem,WR,NO,CAR,7.80
David Nelson,WR,BUF,PHI,7.60
Arrelious Benn,WR,TB,SF,7.60
Lavelle Hawkins,WR,TEN,PIT,7.30
Brad Smith,WR,BUF,PHI,7.20
Plaxico Burress,WR,NYJ,NE,7.20
Vernon Davis,TE,SF,TB,18.60
Jake Ballard,TE,NYG,SEA,16.20
Owen Daniels,TE,HOU,OAK,15.90
Brandon Pettigrew,TE,DET,CHI,13.90
Heath Miller,TE,PIT,TEN,13.60
