Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Golden Tate,WR,13,DET,NO,10,8,80,145,1,66,15,18,0,0,0,0,0,31.50,2016
2,Jordy Nelson,WR,13,GB,HOU,10,8,80,118,1,32,12,15,0,0,0,0,0,28.80,2016
3,TY Hilton,WR,13,IND,NYJ,10,9,90,146,0,34,15,16,0,0,0,0,0,26.60,2016
4,Tyler Lockett,WR,13,SEA,CAR,6,5,83,63,0,40,11,13,1,75,1,0,0,24.80,2016
5,Odell Beckham Jr,WR,13,NYG,PIT,16,10,63,100,0,25,6,10,0,0,0,0,0,23.00,2016
6,Julio Jones,WR,13,ATL,KC,9,7,78,113,0,21,13,16,0,0,0,0,0,21.30,2016
7,Julian Edelman,WR,13,NE,LAR,12,8,67,101,0,32,8,13,0,0,0,0,0,21.10,2016
8,Brandon LaFell,WR,13,CIN,PHI,7,5,71,95,1,44,14,19,0,0,0,0,0,20.50,2016
9,Michael Crabtree,WR,13,OAK,BUF,11,7,64,74,1,19,7,11,0,0,0,0,0,20.40,2016
10,Albert Wilson,WR,13,KC,ATL,4,4,100,48,0,21,12,12,1,55,1,0,0,20.30,2016
11,Ted Ginn,WR,13,CAR,SEA,6,5,83,80,1,55,13,16,1,6,0,0,0,19.60,2016
12,Jarvis Landry,WR,13,MIA,BAL,14,11,79,87,0,26,6,8,1,-1,0,0,0,19.60,2016
13,Dez Bryant,WR,13,DAL,MIN,6,4,67,84,1,56,14,21,0,0,0,0,0,18.40,2016
14,Larry Fitzgerald,WR,13,ARI,WAS,11,10,91,78,0,23,7,8,0,0,0,0,0,17.80,2016
15,Antonio Brown,WR,13,PIT,NYG,7,6,86,54,1,22,8,9,0,0,0,0,0,17.40,2016
16,Malcolm Mitchell,WR,13,NE,LAR,10,8,80,82,0,20,8,10,0,0,0,0,0,16.20,2016
17,Robby Anderson,WR,13,NYJ,IND,12,4,33,61,1,40,5,15,0,0,0,0,0,16.10,2016
18,DeAndre Hopkins,WR,13,HOU,GB,8,3,38,58,1,44,7,19,0,0,0,0,0,14.80,2016
19,Pierre Garcon,WR,13,WAS,ARI,9,7,78,78,0,28,9,11,0,0,0,0,0,14.80,2016
20,Kenny Britt,WR,13,LAR,NE,6,2,33,67,1,66,11,34,0,0,0,0,0,14.70,2016
21,Brandin Cooks,WR,13,NO,DET,9,7,78,73,0,39,8,10,1,4,0,0,0,14.70,2016
22,Adam Thielen,WR,13,MIN,DAL,9,7,78,86,0,23,10,12,0,0,0,1,1,14.60,2016
23,Josh Bellamy,WR,13,CHI,SF,6,4,67,93,0,31,16,23,1,12,0,0,0,14.50,2016
24,Paul Turner,WR,13,PHI,CIN,8,6,75,80,0,41,10,13,0,0,0,0,0,14.00,2016
25,Breshad Perriman,WR,13,BAL,MIA,3,2,67,59,1,53,20,30,0,0,0,0,0,13.90,2016
26,Amari Cooper,WR,13,OAK,BUF,4,2,50,59,1,37,15,30,1,0,0,0,0,13.90,2016
27,Stefon Diggs,WR,13,MIN,DAL,8,8,100,59,0,15,7,7,0,0,0,0,0,13.90,2016
28,Doug Baldwin,WR,13,SEA,CAR,7,7,100,65,0,29,9,9,0,0,0,1,0,13.50,2016
29,Jamison Crowder,WR,13,WAS,ARI,8,3,38,42,1,26,5,14,0,0,0,0,0,13.20,2016
30,Dontrelle Inman,WR,13,LAC,TB,5,2,40,49,1,35,10,25,0,0,0,0,0,12.90,2016
31,Tyrell Williams,WR,13,LAC,TB,4,2,50,47,1,40,12,24,0,0,0,0,0,12.70,2016
32,Donte Moncrief,WR,13,IND,NYJ,6,4,67,26,1,10,4,7,0,0,0,0,0,12.60,2016
33,Devante Parker,WR,13,MIA,BAL,4,3,75,34,1,17,9,11,0,0,0,0,0,12.40,2016
34,Chris Hogan,WR,13,NE,LAR,5,4,80,23,1,14,5,6,0,0,0,0,0,12.30,2016
35,Tyreek Hill,WR,13,KC,ATL,6,5,83,53,0,25,9,11,2,19,0,0,0,12.20,2016
36,Sterling Shepard,WR,13,NYG,PIT,8,4,50,21,1,10,3,5,0,0,0,0,0,12.10,2016
37,Demaryius Thomas,WR,13,DEN,JAX,10,6,60,61,0,18,6,10,0,0,0,0,0,12.10,2016
38,Mike Wallace,WR,13,BAL,MIA,7,6,86,59,0,16,8,10,0,0,0,0,0,11.90,2016
39,Jermaine Kearse,WR,13,SEA,CAR,9,5,56,68,0,31,8,14,0,0,0,0,0,11.80,2016
40,Steve Smith,WR,13,BAL,MIA,10,6,60,53,0,23,5,9,0,0,0,0,0,11.30,2016
41,JJ Nelson,WR,13,ARI,WAS,2,1,50,42,1,42,21,42,0,0,0,0,0,11.20,2016
42,Randall Cobb,WR,13,GB,HOU,3,3,100,19,1,9,6,6,0,0,0,0,0,10.90,2016
43,Will Fuller,WR,13,HOU,GB,6,5,83,59,0,24,10,12,0,0,0,0,0,10.90,2016
44,Michael Floyd,WR,13,ARI,WAS,8,3,38,18,1,7,2,6,0,0,0,0,0,10.80,2016
45,Tyler Boyd,WR,13,CIN,PHI,6,4,67,66,0,29,11,17,0,0,0,0,0,10.60,2016
46,Aldrick Robinson,WR,13,ATL,KC,3,2,67,18,1,13,6,9,0,0,0,0,0,9.80,2016
47,Brian Quick,WR,13,LAR,NE,8,5,63,48,0,17,6,10,0,0,0,0,0,9.80,2016
48,Cameron Meredith,WR,13,CHI,SF,4,3,75,67,0,28,17,22,0,0,0,0,0,9.70,2016
49,Freddie Martino,WR,13,TB,LAC,4,4,100,56,0,17,14,14,0,0,0,0,0,9.60,2016
50,Taylor Gabriel,WR,13,ATL,KC,6,5,83,44,0,14,7,9,0,0,0,0,0,9.40,2016
