,Player,Position,Team,Opponent,Points,PlayerID
0,Carson Palmer,QB,ARI,WAS,26.9,00-0021429
1,Matthew Stafford,QB,DET,NO,26.84,00-0026498
2,Andy Dalton,QB,CIN,PHI,25.18,00-0027973
3,Derek Carr,QB,OAK,BUF,20.8,00-0031280
4,Carson Wentz,QB,PHI,CIN,19.62,00-0032950
5,Kirk Cousins,QB,WAS,ARI,18.84,00-0029604
6,Ben Roethlisberger,QB,PIT,NYG,18.56,00-0022924
7,Brock Osweiler,QB,HOU,GB,18.08,00-0029682
8,Matt Ryan,QB,ATL,KC,17.18,00-0026143
9,Russell Wilson,QB,SEA,CAR,16.98,00-0029263
10,Aaron Rodgers,QB,GB,HOU,16.96,00-0023459
11,Philip Rivers,QB,LAC,TB,16.8,00-0022942
12,Jameis Winston,QB,TB,LAC,16.3,00-0031503
13,Sam Bradford,QB,MIN,DAL,14.88,00-0027854
14,Tom Brady,QB,NE,LAR,14.86,00-0019596
15,Tyrod Taylor,QB,BUF,OAK,14.64,00-0028118
16,Eli Manning,QB,NYG,PIT,13.7,00-0022803
17,Alex Smith,QB,KC,ATL,13.5,00-0023436
18,Blake Bortles,QB,JAX,DEN,13.14,00-0031407
19,Drew Brees,QB,NO,DET,13.04,00-0020531
20,Cam Newton,QB,CAR,SEA,12.48,00-0027939
21,Dak Prescott,QB,DAL,MIN,12.26,00-0033077
22,Ryan Tannehill,QB,MIA,BAL,10.04,00-0029701
23,Jared Goff,QB,LA,NE,8.34,00-0033106
24,Matt Barkley,QB,CHI,SF,7.98,00-0030533
25,Bryce Petty,QB,NYJ,IND,7.4,00-0031568
26,Paxton Lynch,QB,DEN,JAX,5.26,00-0033108
27,Ryan Fitzpatrick,QB,NYJ,IND,2.54,00-0023682
28,Colin Kaepernick,QB,SF,CHI,2.16,00-0027974
29,Trevone Boykin,QB,SEA,CAR,1.62,00-0032462
30,Blaine Gabbert,QB,SF,CHI,1.5,00-0027948
31,Shaun Hill,QB,MIN,DAL,0.24,00-0020679
32,Scott Tolzien,QB,IND,NYJ,0.14,00-0028595
33,EJ Manuel,QB,BUF,OAK,0.0,00-0030526
34,Joe Webb,QB,CAR,SEA,0.0,00-0027796
35,Kellen Clemens,QB,LAC,TB,0.0,00-0024264
36,Landry Jones,QB,PIT,NYG,-0.1,00-0030524
37,Ryan Mallett,QB,BAL,MIA,-0.1,00-0028012
38,Derek Anderson,QB,CAR,SEA,-1.0,00-0023645
39,TY Hilton,WR,IND,NYJ,26.6,00-0029608
40,Tyler Lockett,WR,SEA,CAR,24.8,00-0032211
41,Odell Beckham Jr,WR,NYG,PIT,23.0,00-0031235
42,Julio Jones,WR,ATL,KC,21.3,00-0027944
43,Julian Edelman,WR,NE,LAR,21.1,00-0027150
44,Brandon LaFell,WR,CIN,PHI,20.5,00-0027681
45,Michael Crabtree,WR,OAK,BUF,20.4,00-0026986
46,Albert Wilson,WR,KC,ATL,20.3,00-0030669
47,Ted Ginn,WR,CAR,SEA,19.6,00-0025396
48,Jarvis Landry,WR,MIA,BAL,19.6,00-0031382
49,Dez Bryant,WR,DAL,MIN,18.4,00-0027902
50,Larry Fitzgerald,WR,ARI,WAS,17.8,00-0022921
51,Antonio Brown,WR,PIT,NYG,17.4,00-0027793
52,Malcolm Mitchell,WR,NE,LAR,16.2,00-0032400
53,Robby Anderson,WR,NYJ,IND,16.1,00-0032688
54,DeAndre Hopkins,WR,HOU,GB,14.8,00-0030564
55,Pierre Garcon,WR,WAS,ARI,14.8,00-0026345
56,Kenny Britt,WR,LA,NE,14.7,00-0027006
57,Brandin Cooks,WR,NO,DET,14.7,00-0031236
58,Adam Thielen,WR,MIN,DAL,14.6,00-0030035
59,Josh Bellamy,WR,CHI,SF,14.5,00-0029319
60,Paul Turner,WR,PHI,CIN,14.0,00-0032841
61,Breshad Perriman,WR,BAL,MIA,13.9,00-0032054
62,Amari Cooper,WR,OAK,BUF,13.9,00-0031544
63,Stefon Diggs,WR,MIN,DAL,13.9,00-0031588
64,Doug Baldwin,WR,SEA,CAR,13.5,00-0028434
65,Jamison Crowder,WR,WAS,ARI,13.2,00-0031941
66,Dontrelle Inman,WR,LAC,TB,12.9,00-0028411
67,Tyrell Williams,WR,LAC,TB,12.7,00-0032160
68,Donte Moncrief,WR,IND,NYJ,12.6,00-0031339
69,Devante Parker,WR,MIA,BAL,12.4,00-0031547
70,Chris Hogan,WR,NE,LAR,12.3,00-0028237
71,Tyreek Hill,WR,KC,ATL,12.2,00-0033040
72,Sterling Shepard,WR,NYG,PIT,12.1,00-0032385
73,Demaryius Thomas,WR,DEN,JAX,12.1,00-0027874
74,Mike Wallace,WR,BAL,MIA,11.9,00-0026901
75,Jermaine Kearse,WR,SEA,CAR,11.8,00-0029159
76,Steve Smith,WR,BAL,MIA,11.3,
77,JJ Nelson,WR,ARI,WAS,11.2,00-0032112
78,Randall Cobb,WR,GB,HOU,10.9,00-0028002
79,Will Fuller,WR,HOU,GB,10.9,00-0033127
80,Michael Floyd,WR,ARI,WAS,10.8,00-0029638
81,Tyler Boyd,WR,CIN,PHI,10.6,00-0033009
82,Aldrick Robinson,WR,ATL,KC,9.8,00-0028116
83,Brian Quick,WR,LA,NE,9.8,00-0029640
84,Cameron Meredith,WR,CHI,SF,9.7,00-0031912
85,Freddie Martino,WR,TB,LAC,9.6,00-0030737
86,Taylor Gabriel,WR,ATL,KC,9.4,00-0031228
87,Ladarius Green,TE,PIT,NYG,26.0,00-0029275
88,Travis Kelce,TE,KC,ATL,25.0,00-0030506
89,Zach Ertz,TE,PHI,CIN,22.9,00-0030061
90,Cameron Brate,TE,TB,LAC,20.6,00-0031273
91,Jimmy Graham,TE,SEA,CAR,18.3,00-0027696
92,Coby Fleener,TE,NO,DET,13.6,00-0029697
93,Ryan Griffin,TE,HOU,GB,12.5,00-0030108
94,Tyler Eifert,TE,CIN,PHI,10.5,00-0030549
95,Kyle Rudolph,TE,MIN,DAL,10.5,00-0027981
96,CJ Fiedorowicz,TE,HOU,GB,10.4,00-0031302
97,Trey Burton,TE,PHI,CIN,10.3,00-0030710
98,Jermaine Gresham,TE,ARI,WAS,10.2,00-0027873
99,Vernon Davis,TE,WAS,ARI,9.7,00-0024221
100,Mychal Rivera,TE,OAK,BUF,8.7,00-0030514
101,Eric Ebron,TE,DET,NO,7.8,00-0031387
102,Antonio Gates,TE,LAC,TB,7.7,00-0021547
103,Dion Sims,TE,MIA,BAL,6.9,00-0030422
104,Jesse James,TE,PIT,NYG,6.2,00-0032135
105,Greg Olsen,TE,CAR,SEA,6.0,00-0025418
106,Jack Doyle,TE,IND,NYJ,6.0,00-0030181
107,Levine Toilolo,TE,ATL,KC,5.2,00-0030443
108,Austin Seferian-Jenkins,TE,NYJ,IND,4.9,00-0031418
109,Jared Cook,TE,GB,HOU,4.9,00-0027061
110,Nick Vannett,TE,SEA,CAR,4.5,00-0032394
111,Nick Boyle,TE,BAL,MIA,4.4,00-0031598
112,Will Tye,TE,NYG,PIT,4.2,00-0032004
113,Richard Rodgers,TE,GB,HOU,3.6,00-0031384
114,Tyler Higbee,TE,LA,NE,3.6,00-0033110
115,Erik Swoope,TE,IND,NYJ,3.5,00-0030854
116,Lance Kendricks,TE,LA,NE,3.3,00-0027985
117,Vance McDonald,TE,SF,CHI,2.9,00-0030470
118,Clive Walford,TE,OAK,BUF,2.8,00-0032256
119,Gerald Christian,TE,BUF,OAK,2.4,00-0032190
120,Hunter Henry,TE,LAC,TB,2.4,00-0033090
121,Martellus Bennett,TE,NE,LAR,2.4,00-0026201
122,Brandon Bostick,TE,NYJ,IND,2.2,00-0029601
123,Jerell Adams,TE,NYG,PIT,2.0,00-0032429
124,Darren Fells,TE,ARI,WAS,1.9,00-0029738
125,Nick O'Leary,TE,BUF,OAK,1.8,00-0032117
126,Dominique Jones,TE,MIA,BAL,1.7,00-0028994
127,Rhett Ellison,TE,MIN,DAL,1.6,00-0029587
128,Demetrius Harris,TE,KC,ATL,1.6,00-0030155
129,Derek Carrier,TE,WAS,ARI,1.6,00-0029119
130,Ben Koyack,TE,JAX,DEN,1.4,00-0032139
131,Josh Hill,TE,NO,DET,1.3,00-0030216
132,AJ Derby,TE,DEN,JAX,1.3,00-0031609
133,Joshua Perkins,TE,ATL,KC,0.0,
134,Ryan Hewitt,TE,CIN,PHI,0.0,00-0030780
135,LeSean McCoy,RB,BUF,OAK,29.1,00-0027029
136,Thomas Rawls,RB,SEA,CAR,27.8,00-0031897
137,Devonta Freeman,RB,ATL,KC,26.5,00-0031285
138,Le'Veon Bell,RB,PIT,NYG,26.2,00-0030496
139,Latavius Murray,RB,OAK,BUF,25.5,00-0030513
140,Melvin Gordon,RB,LAC,TB,23.8,00-0032144
141,Terrance West,RB,BAL,MIA,21.8,00-0031375
142,Ezekiel Elliott,RB,DAL,MIN,20.5,00-0033045
143,Spencer Ware,RB,KC,ATL,20.2,00-0030414
144,Rashad Jennings,RB,NYG,PIT,17.3,00-0027155
145,Mike Gillislee,RB,BUF,OAK,16.9,00-0030433
146,Darren Sproles,RB,PHI,CIN,16.9,00-0023564
147,Jerick McKinnon,RB,MIN,DAL,16.5,00-0031376
148,LeGarrette Blount,RB,NE,LAR,14.8,00-0027325
149,Jay Ajayi,RB,MIA,BAL,14.7,00-0031590
150,Doug Martin,RB,TB,LAC,13.8,00-0029613
151,Theo Riddick,RB,DET,NO,12.7,00-0030107
152,Jeremy Hill,RB,CIN,PHI,12.5,00-0031301
153,Kenneth Dixon,RB,BAL,MIA,11.7,00-0032411
154,TJ Yeldon,RB,JAX,DEN,11.2,00-0032209
155,Matt Forte,RB,NYJ,IND,10.9,00-0026184
156,Carlos Hyde,RB,SF,CHI,10.8,00-0031045
157,Devontae Booker,RB,DEN,JAX,10.7,00-0032972
158,Travaris Cadet,RB,NO,DET,10.3,00-0029205
159,Mark Ingram,RB,NO,DET,10.3,00-0027966
160,Rex Burkhead,RB,CIN,PHI,9.6,00-0030288
161,Aaron Ripkowski,FB,GB,HOU,8.8,00-0031612
