Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Matt Prater,K,13,DET,NO,5,5,100,52,1,1,0.00,2016
2,Steven Hauschka,K,13,SEA,CAR,4,4,100,37,4,4,0.00,2016
3,Stephen Gostkowski,K,13,NE,LAR,4,4,100,48,2,2,0.00,2016
4,Mike Nugent,K,13,CIN,PHI,4,4,100,38,2,3,0.00,2016
5,Dustin Hopkins,K,13,WAS,ARI,3,3,100,53,2,2,0.00,2016
6,Adam Vinatieri,K,13,IND,NYJ,2,2,100,53,5,5,0.00,2016
7,Matt Bryant,K,13,ATL,KC,3,3,100,59,1,1,0.00,2016
8,Sebastian Janikowski,K,13,OAK,BUF,3,3,100,47,3,3,0.00,2016
9,Justin Tucker,K,13,BAL,MIA,1,1,100,55,5,5,0.00,2016
10,Randy Bullock,K,13,PIT,NYG,3,3,100,44,1,1,0.00,2016
11,Kai Forbath,K,13,MIN,DAL,3,3,100,48,0,0,0.00,2016
12,Brandon McManus,K,13,DEN,JAX,2,2,100,41,2,2,0.00,2016
13,Roberto Aguayo,K,13,TB,LAC,2,3,67,35,2,2,0.00,2016
14,Wil Lutz,K,13,NO,DET,2,2,100,40,1,1,0.00,2016
15,Chandler Catanzaro,K,13,ARI,WAS,1,2,50,28,4,4,0.00,2016
16,Phil Dawson,K,13,SF,CHI,2,2,100,31,0,0,0.00,2016
17,Connor Barth,K,13,CHI,SF,1,1,100,45,3,3,0.00,2016
18,Dan Carpenter,K,13,BUF,OAK,1,1,100,27,3,3,0.00,2016
19,Dan Bailey,K,13,DAL,MIN,1,1,100,39,2,2,0.00,2016
20,Greg Zuerlein,K,13,LAR,NE,1,1,100,44,1,1,0.00,2016
21,Jason Myers,K,13,JAX,DEN,1,1,100,47,1,1,0.00,2016
22,Nick Folk,K,13,NYJ,IND,1,1,100,38,1,1,0.00,2016
23,Cairo Santos,K,13,KC,ATL,0,0,0,0,3,4,0.00,2016
24,Mason Crosby,K,13,GB,HOU,0,0,0,0,3,3,0.00,2016
25,Josh Lambo,K,13,LAC,TB,0,1,0,0,3,3,0.00,2016
26,Caleb Sturgis,K,13,PHI,CIN,0,1,0,0,2,2,0.00,2016
27,Robbie Gould,K,13,NYG,PIT,0,0,0,0,2,2,0.00,2016
28,Nick Novak,K,13,HOU,GB,0,0,0,0,1,2,0.00,2016
29,Graham Gano,K,13,CAR,SEA,0,0,0,0,1,1,0.00,2016
30,Andrew Franks,K,13,MIA,BAL,0,1,0,0,0,0,0.00,2016
31,Michael Palardy,K,13,CAR,SEA,0,0,0,0,0,0,0.00,2016
