,Player,Position,Team,Opponent,Points,PlayerID
0,Dak Prescott,QB,DAL,GB,30.74,00-0033077
1,Alex Smith,QB,KC,HOU,29.86,00-0023436
2,Cam Newton,QB,CAR,DET,29.2,00-0027939
3,Brian Hoyer,QB,SF,IND,25.12,00-0026625
4,Aaron Rodgers,QB,GB,DAL,24.04,00-0023459
5,Jacoby Brissett,QB,IND,SF,21.96,00-0033119
6,Philip Rivers,QB,LAC,NYG,21.82,00-0022942
7,Jameis Winston,QB,TB,NE,21.46,00-0031503
8,Andy Dalton,QB,CIN,BUF,18.32,00-0027973
9,Kevin Hogan,QB,CLE,NYJ,17.76,00-0032784
10,Tom Brady,QB,NE,TB,17.62,00-0019596
11,Matthew Stafford,QB,DET,CAR,16.16,00-0026498
12,Carson Palmer,QB,ARI,PHI,15.64,00-0021429
13,Eli Manning,QB,NYG,LAC,15.0,00-0022803
14,Josh McCown,QB,NYJ,CLE,14.46,00-0021206
15,Russell Wilson,QB,SEA,LAR,12.52,00-0029263
16,EJ Manuel,QB,OAK,BAL,11.86,00-0030526
17,Case Keenum,QB,MIN,CHI,11.8,00-0028986
18,Mitch Trubisky,QB,CHI,MIN,11.32,00-0033869
19,Jared Goff,QB,LA,SEA,10.72,00-0033106
20,Ben Roethlisberger,QB,PIT,JAX,10.58,00-0022924
21,Tyrod Taylor,QB,BUF,CIN,9.94,00-0028118
22,Matt Cassel,QB,TEN,MIA,8.64,00-0023662
23,Joe Flacco,QB,BAL,OAK,8.48,00-0026158
24,Jay Cutler,QB,MIA,TEN,7.48,00-0024226
25,Deshone Kizer,QB,CLE,NYJ,4.38,00-0033899
26,Blake Bortles,QB,JAX,PIT,3.7,00-0031407
27,Sam Bradford,QB,MIN,CHI,1.44,00-0027854
28,Joe Webb,QB,BUF,CIN,0.0,00-0027796
29,TY Hilton,WR,IND,SF,27.7,00-0029608
30,DeAndre Hopkins,WR,HOU,KC,27.2,00-0030564
31,Davante Adams,WR,GB,DAL,25.6,00-0031381
32,Odell Beckham Jr,WR,NYG,LAC,21.5,00-0031235
33,Chris Hogan,WR,NE,TB,21.4,00-0028237
34,Will Fuller,WR,HOU,KC,20.2,00-0033127
35,Michael Crabtree,WR,OAK,BAL,20.2,00-0026986
36,Marquise Goodwin,WR,SF,IND,19.6,00-0030068
37,Nelson Agholor,WR,PHI,ARI,19.3,00-0031549
38,Mike Wallace,WR,BAL,OAK,19.3,00-0026901
39,DeSean Jackson,WR,TB,NE,18.6,00-0026189
40,Cole Beasley,WR,DAL,GB,18.3,00-0029000
41,Devin Funchess,WR,CAR,DET,18.3,00-0032055
42,Pierre Garcon,WR,SF,IND,17.4,00-0026345
43,Tyreek Hill,WR,KC,HOU,16.8,00-0033040
44,Dez Bryant,WR,DAL,GB,16.2,00-0027902
45,Kelvin Benjamin,WR,CAR,DET,15.8,00-0031359
46,Torrey Smith,WR,PHI,ARI,15.7,00-0027996
47,Danny Amendola,WR,NE,TB,15.7,00-0026035
48,Jarvis Landry,WR,MIA,TEN,15.4,00-0031382
49,Jermaine Kearse,WR,NYJ,CLE,13.8,00-0029159
50,Brandin Cooks,WR,NE,TB,13.5,00-0031236
51,JJ Nelson,WR,ARI,PHI,12.4,00-0032112
52,Robert Woods,WR,LA,SEA,12.4,00-0030431
53,Tavon Austin,WR,LA,SEA,12.1,00-0030525
54,Ricardo Louis,WR,CLE,NYJ,12.1,00-0033079
55,Marvin Jones,WR,DET,CAR,11.4,00-0029293
56,Larry Fitzgerald,WR,ARI,PHI,11.1,00-0022921
57,Keenan Allen,WR,LAC,NYG,10.7,00-0030279
58,John Brown,WR,ARI,PHI,10.6,00-0031051
59,Brandon Tate,WR,BUF,CIN,10.5,00-0027057
60,Jordy Nelson,WR,GB,DAL,10.4,00-0026176
61,Jeremy Maclin,WR,BAL,OAK,10.3,00-0026995
62,Roger Lewis,WR,NYG,LAC,9.9,00-0032659
63,Mike Evans,WR,TB,NE,9.9,00-0031408
64,Juju Smith-Schuster,WR,PIT,JAX,9.8,00-0033857
65,Golden Tate,WR,DET,CAR,9.8,00-0027891
66,Adam Thielen,WR,MIN,CHI,9.5,00-0030035
67,Kendall Wright,WR,CHI,MIN,8.6,00-0029708
68,Martavis Bryant,WR,PIT,JAX,8.4,00-0031373
69,Brandon LaFell,WR,CIN,BUF,8.2,00-0027681
70,Adam Humphries,WR,TB,NE,8.1,00-0032009
71,De'Anthony Thomas,WR,KC,HOU,8.0,00-0031060
72,Jeremy Kerley,WR,NYJ,CLE,7.9,00-0028091
73,Brice Butler,WR,DAL,GB,7.7,00-0030516
74,Doug Baldwin,WR,SEA,LAR,7.7,00-0028434
75,Chris Conley,WR,KC,HOU,7.6,00-0032128
76,Cooper Kupp,WR,LA,SEA,7.4,00-0033908
77,Zach Ertz,TE,PHI,ARI,18.1,00-0030061
78,Cameron Brate,TE,TB,NE,17.8,00-0031273
79,Travis Kelce,TE,KC,HOU,17.8,00-0030506
80,Kyle Rudolph,TE,MIN,CHI,16.5,00-0027981
81,Darren Fells,TE,DET,CAR,16.4,00-0029738
82,Jimmy Graham,TE,SEA,LAR,15.7,00-0027696
83,Austin Seferian-Jenkins,TE,NYJ,CLE,14.9,00-0031418
84,David Njoku,TE,CLE,NYJ,13.9,00-0033885
85,Tyler Higbee,TE,LA,SEA,13.8,00-0033110
86,Hunter Henry,TE,LAC,NYG,13.2,00-0033090
87,Jason Witten,TE,DAL,GB,13.1,00-0022127
88,Zach Miller,TE,CHI,MIN,12.9,00-0027125
89,Nick O'Leary,TE,BUF,CIN,10.4,00-0032117
90,Phillip Supernaw,TE,TEN,MIA,9.6,00-0028987
91,Trey Burton,TE,PHI,ARI,9.6,00-0030710
92,Stephen Anderson,TE,HOU,KC,8.3,00-0032725
93,Martellus Bennett,TE,GB,DAL,8.3,00-0026201
94,Tyler Kroft,TE,CIN,BUF,7.8,00-0032214
95,Jonnu Smith,TE,TEN,MIA,7.1,00-0033858
96,Delanie Walker,TE,TEN,MIA,5.5,00-0024389
97,Jesse James,TE,PIT,JAX,5.4,00-0032135
98,Seth DeValve,TE,CLE,NYJ,5.4,00-0033080
99,Charles Clay,TE,BUF,CIN,5.1,00-0028112
100,Demetrius Harris,TE,KC,HOU,5.1,00-0030155
101,Brandon Williams,TE,IND,SF,4.7,00-0029793
102,Ross Travis,TE,KC,HOU,4.6,00-0032319
103,Jared Cook,TE,OAK,BAL,4.5,00-0027061
104,Eric Tomlinson,TE,NYJ,CLE,4.4,00-0031690
105,Antonio Gates,TE,LAC,NYG,4.3,00-0021547
106,Ryan Griffin,TE,HOU,KC,4.2,00-0030108
107,Jermaine Gresham,TE,ARI,PHI,3.6,00-0027873
108,Lance Kendricks,TE,GB,DAL,3.4,00-0027985
109,CJ Uzomah,TE,CIN,BUF,3.1,00-0032134
110,Dion Sims,TE,CHI,MIN,2.7,00-0030422
111,Richard Rodgers,TE,GB,DAL,2.6,00-0031384
112,Julius Thomas,TE,MIA,TEN,2.5,00-0028067
113,Marcedes Lewis,TE,JAX,PIT,2.4,00-0024243
114,Darrell Daniels,TE,IND,SF,2.3,00-0033258
115,Nick Vannett,TE,SEA,LAR,2.3,00-0032394
116,Benjamin Watson,TE,BAL,OAK,2.2,00-0022943
117,Jerell Adams,TE,NYG,LAC,2.1,00-0032429
118,Rhett Ellison,TE,NYG,LAC,1.9,00-0029587
119,Nick Boyle,TE,BAL,OAK,1.9,00-0031598
120,Gerald Everett,TE,LA,SEA,1.8,00-0033895
121,Garrett Celek,TE,SF,IND,1.6,00-0028903
122,Eric Ebron,TE,DET,CAR,1.6,00-0031387
123,Brent Celek,TE,PHI,ARI,1.5,00-0025549
124,Logan Thomas,TE,BUF,CIN,1.3,00-0031260
125,Jerick McKinnon,RB,MIN,CHI,26.6,00-0031376
126,Aaron Jones,RB,GB,DAL,23.4,00-0033293
127,Le'Veon Bell,RB,PIT,JAX,19.3,00-0030496
128,Javorius Allen,RB,BAL,OAK,18.5,00-0031577
129,Kareem Hunt,RB,KC,HOU,17.6,00-0033923
130,Duke Johnson,RB,CLE,NYJ,17.3,00-0032257
131,Ezekiel Elliott,RB,DAL,GB,17.2,00-0033045
132,Marlon Mack,RB,IND,SF,16.3,00-0033951
133,Charcandrick West,RB,KC,HOU,15.3,00-0030668
134,Andre Ellington,RB,ARI,PHI,15.3,00-0030287
135,Doug Martin,RB,TB,NE,15.2,00-0029613
136,LeSean McCoy,RB,BUF,CIN,14.9,00-0027029
137,Christian McCaffrey,RB,CAR,DET,14.8,00-0033280
138,Orleans Darkwa,RB,NYG,LAC,14.2,00-0030860
139,Wayne Gallman,RB,NYG,LAC,13.2,00-0033950
140,James White,RB,NE,TB,13.0,00-0031062
141,Benjamin Cunningham,RB,CHI,MIN,12.7,00-0029795
142,Marshawn Lynch,RB,OAK,BAL,12.3,00-0025399
143,Frank Gore,RB,IND,SF,11.6,00-0023500
144,Joe Mixon,RB,CIN,BUF,11.1,00-0033897
145,Lamar Miller,RB,HOU,KC,10.9,00-0029615
146,Matt Breida,RB,SF,IND,10.1,00-0033308
147,DeMarco Murray,RB,TEN,MIA,9.9,00-0028009
148,Kyle Juszczyk,FB,SF,IND,9.7,00-0029892
149,Theo Riddick,RB,DET,CAR,9.3,00-0030107
150,Jay Ajayi,RB,MIA,TEN,8.9,00-0031590
151,Isaiah Crowell,RB,CLE,NYJ,8.7,00-0030656
152,Shane Vereen,RB,NYG,LAC,8.5,00-0027994
153,Charles Sims,RB,TB,NE,8.4,00-0031390
154,Dion Lewis,RB,NE,TB,8.3,00-0028087
155,Jordan Howard,RB,CHI,MIN,7.6,00-0032780
156,LeGarrette Blount,RB,PHI,ARI,7.4,00-0027325
157,Jonathan Stewart,RB,CAR,DET,7.4,00-0026153
158,Bilal Powell,RB,NYJ,CLE,7.3,00-0028064
159,Zach Zenner,RB,DET,CAR,7.1,00-0031665
160,JD McKissic,RB,SEA,LAR,6.6,00-0032602
161,Mike Tolbert,FB,BUF,CIN,6.4,00-0026069
162,Latavius Murray,RB,MIN,CHI,6.3,00-0030513
163,Todd Gurley,RB,LA,SEA,6.0,00-0032241
164,Austin Ekeler,RB,LAC,NYG,5.8,00-0033699
165,Alex Collins,RB,BAL,OAK,5.5,00-0032426
166,Thomas Rawls,RB,SEA,LAR,5.5,00-0031897
167,Mike Gillislee,RB,NE,TB,5.2,00-0030433
168,Giovani Bernard,RB,CIN,BUF,5.2,00-0030456
169,Elijah McGuire,RB,NYJ,CLE,5.0,00-0033295
170,Corey Clement,RB,PHI,ARI,4.9,00-0033725
171,Malcolm Brown,RB,LA,SEA,4.9,00-0031806
172,Ameer Abdullah,RB,DET,CAR,4.4,00-0032104
173,Stephen Gostkowski,K,NE,TB,0.0,00-0024333
174,Justin Tucker,K,BAL,OAK,0.0,00-0029597
175,Robbie Gould,K,SF,IND,0.0,00-0023252
176,Steven Hauschka,K,BUF,CIN,0.0,00-0025944
177,Jake Elliott,K,PHI,ARI,0.0,00-0033787
178,Blair Walsh,K,SEA,LAR,0.0,00-0029576
179,Chris Boswell,K,PIT,JAX,0.0,00-0031136
180,Nick Novak,K,LAC,NYG,0.0,00-0023096
181,Graham Gano,K,CAR,DET,0.0,00-0026858
182,Randy Bullock,K,CIN,BUF,0.0,00-0029421
183,Kai Forbath,K,MIN,CHI,0.0,00-0028787
184,Chandler Catanzaro,K,NYJ,CLE,0.0,00-0030896
185,Dan Bailey,K,DAL,GB,0.0,00-0028660
186,Jason Myers,K,JAX,PIT,0.0,00-0031492
187,Matt Prater,K,DET,CAR,0.0,00-0023853
188,Giorgio Tavecchio,K,OAK,BAL,0.0,00-0028907
189,Mason Crosby,K,GB,DAL,0.0,00-0025580
190,Ryan Succop,K,TEN,MIA,0.0,00-0026968
191,Cody Parkey,K,MIA,TEN,0.0,00-0030850
192,Greg Zuerlein,K,LA,SEA,0.0,00-0029621
193,Nick Folk,K,TB,NE,0.0,00-0025565
194,Zane Gonzalez,K,CLE,NYJ,0.0,00-0033862
195,Aldrick Rosas,K,NYG,LAC,0.0,00-0032870
196,Ka'imi Fairbairn,K,HOU,KC,0.0,00-0032726
197,Phil Dawson,K,ARI,PHI,0.0,00-0004091
198,Connor Barth,K,CHI,MIN,0.0,00-0026138
199,Michael Palardy,K,CAR,DET,0.0,00-0031363
200,Seattle Seahawks,DST,SEA,LAR,14.0,
201,Baltimore Ravens,DST,BAL,OAK,12.0,
202,Green Bay Packers,DST,GB,DAL,12.0,
203,Los Angeles Chargers,DST,LAC,NYG,10.0,
204,Kansas City Chiefs,DST,KC,HOU,10.0,
205,Cincinnati Bengals,DST,CIN,BUF,9.0,
206,Tennessee Titans,DST,TEN,MIA,9.0,
207,Tampa Bay Buccaneers,DST,TB,NE,8.0,
208,New York Jets,DST,NYJ,CLE,8.0,
209,Buffalo Bills,DST,BUF,CIN,8.0,
210,Carolina Panthers,DST,CAR,DET,8.0,
211,Los Angeles Rams,DST,LA,SEA,8.0,
212,Philadelphia Eagles,DST,PHI,ARI,8.0,
213,Chicago Bears,DST,CHI,MIN,7.0,
214,Cleveland Browns,DST,CLE,NYJ,6.0,
215,San Francisco 49ers,DST,SF,IND,6.0,
216,Minnesota Vikings,DST,MIN,CHI,6.0,
217,Pittsburgh Steelers,DST,PIT,JAX,5.0,
218,Dallas Cowboys,DST,DAL,GB,5.0,
219,New York Giants,DST,NYG,LAC,4.0,
220,New England Patriots,DST,NE,TB,3.0,
221,Detroit Lions,DST,DET,CAR,3.0,
222,Indianapolis Colts,DST,IND,SF,2.0,
223,Arizona Cardinals,DST,ARI,PHI,2.0,
224,Oakland Raiders,DST,OAK,BAL,0.0,
225,Houston Texans,DST,HOU,KC,-3.0,
