Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Melvin Gordon,RB,5,LAC,NYG,20,105,5,0,8,6,58,2,0,0,37.30,2017
2,Leonard Fournette,RB,5,JAX,PIT,28,181,7,2,1,1,3,0,0,0,34.40,2017
3,Jerick McKinnon,RB,5,MIN,CHI,16,95,6,1,6,6,51,0,1,0,26.60,2017
4,Aaron Jones,RB,5,GB,DAL,19,125,7,1,1,1,9,0,0,0,23.40,2017
5,Le'Veon Bell,RB,5,PIT,JAX,15,47,3,0,10,10,46,0,0,0,19.30,2017
6,Javorius Allen,RB,5,BAL,OAK,21,73,4,1,5,4,12,0,0,0,18.50,2017
7,Kareem Hunt,RB,5,KC,HOU,29,107,4,0,4,3,9,0,0,0,17.60,2017
8,Duke Johnson,RB,5,CLE,NYJ,6,20,3,0,3,3,63,1,0,0,17.30,2017
9,Ezekiel Elliott,RB,5,DAL,GB,29,116,4,0,2,1,16,0,0,0,17.20,2017
10,Marlon Mack,RB,5,IND,SF,9,91,10,1,1,1,2,0,0,0,16.30,2017
11,Charcandrick West,RB,5,KC,HOU,1,1,1,0,2,2,12,2,0,0,15.30,2017
12,Andre Ellington,RB,5,ARI,PHI,1,-2,-2,0,10,9,65,0,0,0,15.30,2017
13,Doug Martin,RB,5,TB,NE,13,74,6,1,3,1,8,0,0,0,15.20,2017
14,LeSean McCoy,RB,5,BUF,CIN,19,63,3,0,9,6,26,0,1,0,14.90,2017
15,Christian McCaffrey,RB,5,CAR,DET,3,7,2,0,7,5,31,1,0,0,14.80,2017
16,Orleans Darkwa,RB,5,NYG,LAC,8,69,9,1,4,1,3,0,0,0,14.20,2017
17,Wayne Gallman,RB,5,NYG,LAC,11,57,5,0,5,5,25,0,0,0,13.20,2017
18,James White,RB,5,NE,TB,2,3,2,0,9,7,57,0,0,0,13.00,2017
19,Benjamin Cunningham,RB,5,CHI,MIN,1,4,4,0,4,2,43,1,0,0,12.70,2017
20,Marshawn Lynch,RB,5,OAK,BAL,12,43,4,1,2,1,10,0,0,0,12.30,2017
21,Frank Gore,RB,5,IND,SF,14,48,3,0,4,3,38,0,2,0,11.60,2017
22,Joe Mixon,RB,5,CIN,BUF,15,51,3,1,0,0,0,0,0,0,11.10,2017
23,Lamar Miller,RB,5,HOU,KC,15,74,5,0,3,2,15,0,0,0,10.90,2017
24,Matt Breida,RB,5,SF,IND,10,49,5,0,5,3,22,0,0,0,10.10,2017
25,DeMarco Murray,RB,5,TEN,MIA,14,58,4,0,5,4,11,0,1,1,9.90,2017
26,Kyle Juszczyk,FB,5,SF,IND,1,3,3,0,4,2,14,1,0,0,9.70,2017
27,Theo Riddick,RB,5,DET,CAR,2,8,4,0,5,4,45,0,0,0,9.30,2017
28,Jay Ajayi,RB,5,MIA,TEN,25,77,3,0,3,2,2,0,1,1,8.90,2017
29,Isaiah Crowell,RB,5,CLE,NYJ,16,60,4,0,3,2,7,0,0,0,8.70,2017
30,Shane Vereen,RB,5,NYG,LAC,5,18,4,0,5,4,27,0,0,0,8.50,2017
31,Charles Sims,RB,5,TB,NE,1,3,3,0,7,5,31,0,0,0,8.40,2017
32,Dion Lewis,RB,5,NE,TB,7,53,8,0,2,2,10,0,0,0,8.30,2017
33,Jordan Howard,RB,5,CHI,MIN,19,76,4,0,0,0,0,0,0,0,7.60,2017
34,LeGarrette Blount,RB,5,PHI,ARI,14,74,5,0,0,0,0,0,0,0,7.40,2017
35,Jonathan Stewart,RB,5,CAR,DET,18,21,1,0,3,3,23,0,0,0,7.40,2017
36,Bilal Powell,RB,5,NYJ,CLE,2,5,3,0,5,4,28,0,0,0,7.30,2017
37,Zach Zenner,RB,5,DET,CAR,3,11,4,1,0,0,0,0,0,0,7.10,2017
38,JD McKissic,RB,5,SEA,LAR,2,0,0,0,5,3,36,0,0,0,6.60,2017
39,Mike Tolbert,FB,5,BUF,CIN,3,16,5,0,3,3,18,0,0,0,6.40,2017
40,Latavius Murray,RB,5,MIN,CHI,12,31,3,0,2,2,12,0,0,0,6.30,2017
41,Todd Gurley,RB,5,LAR,SEA,14,43,3,0,4,2,7,0,1,1,6.00,2017
42,Austin Ekeler,RB,5,LAC,NYG,4,0,0,0,6,3,28,0,0,0,5.80,2017
43,Alex Collins,RB,5,BAL,OAK,12,55,5,0,0,0,0,0,0,0,5.50,2017
44,Thomas Rawls,RB,5,SEA,LAR,8,20,3,0,3,2,15,0,0,0,5.50,2017
45,Mike Gillislee,RB,5,NE,TB,12,52,4,0,0,0,0,0,0,0,5.20,2017
46,Giovani Bernard,RB,5,CIN,BUF,2,2,1,0,2,2,30,0,0,0,5.20,2017
47,Elijah McGuire,RB,5,NYJ,CLE,11,20,2,0,3,2,10,0,0,0,5.00,2017
48,Corey Clement,RB,5,PHI,ARI,7,17,2,0,1,1,22,0,0,0,4.90,2017
49,Malcolm Brown,RB,5,LAR,SEA,0,0,0,0,2,2,29,0,0,0,4.90,2017
50,Ameer Abdullah,RB,5,DET,CAR,10,31,3,0,1,1,3,0,0,0,4.40,2017
