Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Adam Vinatieri,K,5,IND,SF,4,4,100,52,2,2,0.00,2017
2,Harrison Butker,K,5,KC,HOU,5,5,100,49,3,3,0.00,2017
3,Stephen Gostkowski,K,5,NE,TB,4,4,100,48,1,1,0.00,2017
4,Justin Tucker,K,5,BAL,OAK,3,3,100,44,3,3,0.00,2017
5,Robbie Gould,K,5,SF,IND,3,3,100,43,2,2,0.00,2017
6,Steven Hauschka,K,5,BUF,CIN,3,3,100,38,1,1,0.00,2017
7,Jake Elliott,K,5,PHI,ARI,2,2,100,36,4,4,0.00,2017
8,Blair Walsh,K,5,SEA,LAR,3,3,100,49,1,1,0.00,2017
9,Chris Boswell,K,5,PIT,JAX,3,3,100,34,0,0,0.00,2017
10,Nick Novak,K,5,LAC,NYG,2,2,100,31,3,3,0.00,2017
11,Graham Gano,K,5,CAR,DET,2,3,67,44,3,3,0.00,2017
12,Randy Bullock,K,5,CIN,BUF,2,2,100,30,2,2,0.00,2017
13,Kai Forbath,K,5,MIN,CHI,2,2,100,26,2,2,0.00,2017
14,Chandler Catanzaro,K,5,NYJ,CLE,1,1,100,57,2,2,0.00,2017
15,Dan Bailey,K,5,DAL,GB,1,1,100,43,4,4,0.00,2017
16,Jason Myers,K,5,JAX,PIT,1,1,100,47,3,4,0.00,2017
17,Matt Prater,K,5,DET,CAR,1,1,100,30,3,3,0.00,2017
18,Giorgio Tavecchio,K,5,OAK,BAL,1,1,100,32,2,2,0.00,2017
19,Mason Crosby,K,5,GB,DAL,1,1,100,22,2,4,0.00,2017
20,Ryan Succop,K,5,TEN,MIA,1,1,100,45,1,1,0.00,2017
21,Cody Parkey,K,5,MIA,TEN,1,1,100,41,1,2,0.00,2017
22,Greg Zuerlein,K,5,LAR,SEA,1,2,50,35,1,1,0.00,2017
23,Nick Folk,K,5,TB,NE,0,3,0,0,2,2,0.00,2017
24,Zane Gonzalez,K,5,CLE,NYJ,0,2,0,0,2,2,0.00,2017
25,Aldrick Rosas,K,5,NYG,LAC,0,0,0,0,2,2,0.00,2017
26,Ka'imi Fairbairn,K,5,HOU,KC,0,0,0,0,2,2,0.00,2017
27,Phil Dawson,K,5,ARI,PHI,0,1,0,0,1,1,0.00,2017
28,Connor Barth,K,5,CHI,MIN,0,0,0,0,1,1,0.00,2017
29,Michael Palardy,K,5,CAR,DET,0,0,0,0,0,0,0.00,2017
