Player,Position,Team,Opponent,Points
Dak Prescott,QB,DAL,GB,30.74
Alex Smith,QB,KC,HOU,29.86
Cam Newton,QB,CAR,DET,29.20
Brian Hoyer,QB,SF,IND,25.12
Aaron Rodgers,QB,GB,DAL,24.04
Jacoby Brissett,QB,IND,SF,21.96
Philip Rivers,QB,LAC,NYG,21.82
Jameis Winston,QB,TB,NE,21.46
Andy Dalton,QB,CIN,BUF,18.32
Kevin Hogan,QB,CLE,NYJ,17.76
Tom Brady,QB,NE,TB,17.62
Matthew Stafford,QB,DET,CAR,16.16
Carson Palmer,QB,ARI,PHI,15.64
Eli Manning,QB,NYG,LAC,15.00
Josh McCown,QB,NYJ,CLE,14.46
Russell Wilson,QB,SEA,LAR,12.52
EJ Manuel,QB,OAK,BAL,11.86
Case Keenum,QB,MIN,CHI,11.80
Mitch Trubisky,QB,CHI,MIN,11.32
Jared Goff,QB,LAR,SEA,10.72
Ben Roethlisberger,QB,PIT,JAX,10.58
Tyrod Taylor,QB,BUF,CIN,9.94
Matt Cassel,QB,TEN,MIA,8.64
Joe Flacco,QB,BAL,OAK,8.48
Jay Cutler,QB,MIA,TEN,7.48
Deshone Kizer,QB,CLE,NYJ,4.38
Blake Bortles,QB,JAX,PIT,3.70
Sam Bradford,QB,MIN,CHI,1.44
Joe Webb,QB,BUF,CIN,0.00
TY Hilton,WR,IND,SF,27.70
DeAndre Hopkins,WR,HOU,KC,27.20
Davante Adams,WR,GB,DAL,25.60
Odell Beckham Jr,WR,NYG,LAC,21.50
Chris Hogan,WR,NE,TB,21.40
Will Fuller,WR,HOU,KC,20.20
Michael Crabtree,WR,OAK,BAL,20.20
Marquise Goodwin,WR,SF,IND,19.60
Nelson Agholor,WR,PHI,ARI,19.30
Mike Wallace,WR,BAL,OAK,19.30
DeSean Jackson,WR,TB,NE,18.60
Cole Beasley,WR,DAL,GB,18.30
Devin Funchess,WR,CAR,DET,18.30
Pierre Garcon,WR,SF,IND,17.40
Tyreek Hill,WR,KC,HOU,16.80
Dez Bryant,WR,DAL,GB,16.20
Kelvin Benjamin,WR,CAR,DET,15.80
Torrey Smith,WR,PHI,ARI,15.70
