Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,John Kasay,K,1,CAR,NYG,3,3,100,52,1,1,0.00,2010
2,Jeff Reed,K,1,PIT,ATL,3,5,60,52,0,0,0.00,2010
3,Mason Crosby,K,1,GB,PHI,2,2,100,56,3,3,0.00,2010
4,Neil Rackers,K,1,HOU,IND,2,2,100,49,4,4,0.00,2010
5,Matt Bryant,K,1,ATL,PIT,3,4,75,49,0,0,0.00,2010
6,Nick Folk,K,1,NYJ,BAL,3,3,100,48,0,0,0.00,2010
7,Mike Nugent,K,1,CIN,NE,1,1,100,54,3,3,0.00,2010
8,Stephen Gostkowski,K,1,NE,CIN,1,3,33,32,5,5,0.00,2010
9,Rob Bironas,K,1,TEN,OAK,1,1,100,43,5,5,0.00,2010
10,David Akers,K,1,PHI,GB,2,2,100,45,2,2,0.00,2010
11,Dan Carpenter,K,1,MIA,BUF,2,3,67,43,1,1,0.00,2010
12,Robbie Gould,K,1,CHI,DET,2,2,100,31,1,1,0.00,2010
13,Matt Prater,K,1,DEN,JAX,1,1,100,54,2,2,0.00,2010
14,Lawrence Tynes,K,1,NYG,CAR,1,1,100,32,4,4,0.00,2010
15,Sebastian Janikowski,K,1,OAK,TEN,2,3,67,34,1,1,0.00,2010
16,Josh Brown,K,1,LAR,ARI,2,3,67,46,1,1,0.00,2010
17,Olindo Mare,K,1,SEA,SF,1,1,100,35,4,4,0.00,2010
18,Graham Gano,K,1,WAS,DAL,2,2,100,49,1,1,0.00,2010
19,Rian Lindell,K,1,BUF,MIA,1,2,50,51,1,1,0.00,2010
20,Adam Vinatieri,K,1,IND,HOU,1,1,100,20,3,3,0.00,2010
21,Josh Scobee,K,1,JAX,DEN,1,1,100,45,3,3,0.00,2010
22,Joe Nedney,K,1,SF,SEA,2,2,100,23,0,0,0.00,2010
23,Connor Barth,K,1,TB,CLE,1,1,100,49,2,2,0.00,2010
24,Jay Feely,K,1,ARI,LAR,1,1,100,22,2,2,0.00,2010
25,Thomas Howard,K,1,OAK,TEN,0,0,0,0,0,0,0.00,2010
26,Billy Cundiff,K,1,BAL,NYJ,1,1,100,25,1,1,0.00,2010
27,Ryan Longwell,K,1,MIN,NO,1,1,100,41,0,0,0.00,2010
28,Ryan Succop,K,1,KC,LAC,0,0,0,0,3,3,0.00,2010
29,Garrett Hartley,K,1,NO,MIN,0,2,0,0,2,2,0.00,2010
30,Jason Hanson,K,1,DET,CHI,0,0,0,0,2,2,0.00,2010
31,Phil Dawson,K,1,CLE,TB,0,1,0,0,2,2,0.00,2010
32,Nate Kaeding,K,1,LAC,KC,0,0,0,0,2,2,0.00,2010
33,David Buehler,K,1,DAL,WAS,0,1,0,0,1,1,0.00,2010
34,Todd Carter,K,1,CAR,NYG,0,0,0,0,0,0,0.00,2010
