Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Arian Foster,RB,1,HOU,IND,33,231,7,3,1,1,7,0,0,0,45.80,2010
2,Matt Forte,RB,1,CHI,DET,17,50,3,0,7,7,151,2,2,1,41.10,2010
3,Chris Johnson,RB,1,TEN,OAK,27,142,5,2,4,4,8,0,0,0,34.00,2010
4,Darren McFadden,RB,1,OAK,TEN,18,95,5,0,9,6,55,1,0,0,27.00,2010
5,Rashard Mendenhall,RB,1,PIT,ATL,22,120,6,1,2,2,15,0,0,0,24.50,2010
6,Jahvid Best,RB,1,DET,CHI,14,20,1,2,6,5,16,0,0,0,20.60,2010
7,LeSean McCoy,RB,1,PHI,GB,7,35,5,1,5,5,47,0,0,0,19.20,2010
8,Pierre Thomas,RB,1,NO,MIN,19,71,4,1,3,3,15,0,0,0,17.60,2010
9,Tim Hightower,RB,1,ARI,LAR,13,54,4,1,4,4,40,0,2,2,17.40,2010
10,Jamaal Charles,RB,1,KC,LAC,11,92,8,1,1,1,8,0,0,0,17.00,2010
11,Ronnie Brown,RB,1,MIA,BUF,13,65,5,1,3,2,20,0,0,0,16.50,2010
12,Ahmad Bradshaw,RB,1,NYG,CAR,20,76,4,1,4,2,17,0,1,1,16.30,2010
13,Peyton Hillis,RB,1,CLE,TB,9,41,5,1,5,4,24,0,2,1,15.50,2010
14,Maurice Jones-Drew,RB,1,JAX,DEN,23,98,4,0,3,3,15,0,0,0,14.30,2010
15,Frank Gore,RB,1,SF,SEA,17,38,2,0,7,6,45,0,0,0,14.30,2010
16,Knowshon Moreno,RB,1,DEN,JAX,15,60,4,1,2,1,4,0,0,0,13.40,2010
17,Joseph Addai,RB,1,IND,HOU,10,44,4,0,6,6,29,0,0,0,13.30,2010
18,Adrian Peterson,RB,1,MIN,NO,19,87,5,0,3,3,14,0,0,0,13.10,2010
19,Steven Jackson,RB,1,LAR,ARI,22,81,4,0,8,4,6,0,0,0,12.70,2010
20,Cadillac Williams,RB,1,TB,CLE,22,75,3,0,2,2,23,0,0,0,11.80,2010
21,Cedric Benson,RB,1,CIN,NE,15,43,3,1,2,1,11,0,1,1,11.40,2010
22,Kevin Faulk,RB,1,NE,CIN,3,23,8,0,6,4,47,0,0,0,11.00,2010
23,Chester Taylor,RB,1,CHI,DET,9,29,3,0,4,3,44,0,0,0,10.30,2010
24,LaDainian Tomlinson,RB,1,NYJ,BAL,11,62,6,0,4,2,16,0,0,0,9.80,2010
25,Fred Taylor,RB,1,NE,CIN,14,71,5,0,2,2,6,0,0,0,9.70,2010
26,Reggie Bush,RB,1,NO,MIN,2,14,7,0,6,5,33,0,0,0,9.70,2010
27,Brandon Jackson,RB,1,GB,PHI,18,63,4,0,2,2,12,0,0,0,9.50,2010
28,LaRod Stephens-Howling,RB,1,ARI,LAR,7,49,7,0,4,3,16,0,0,0,9.50,2010
29,Javon Ringer,RB,1,TEN,OAK,5,33,7,1,0,0,0,0,0,0,9.30,2010
30,Justin Forsett,RB,1,SEA,SF,7,43,6,0,3,3,17,0,0,0,9.00,2010
31,Dexter McCluster,RB,1,KC,LAC,1,0,0,0,4,2,9,0,1,0,8.90,2010
32,Brandon Jacobs,RB,1,NYG,CAR,12,44,4,0,2,2,21,0,0,0,8.50,2010
33,Felix Jones,RB,1,DAL,WAS,8,38,5,0,2,2,26,0,0,0,8.40,2010
34,Ray Rice,RB,1,BAL,NYJ,21,43,2,0,4,2,19,0,0,0,8.20,2010
35,Ryan Mathews,RB,1,LAC,KC,20,78,4,0,2,1,2,0,1,1,8.00,2010
36,Bernard Scott,RB,1,CIN,NE,6,35,6,0,4,3,15,0,0,0,8.00,2010
37,John Kuhn,FB,1,GB,PHI,2,15,8,1,0,0,0,0,0,0,7.50,2010
38,Clinton Portis,RB,1,WAS,DAL,18,63,4,0,3,1,1,0,0,0,7.40,2010
39,Jerome Harrison,RB,1,CLE,TB,9,52,6,0,1,1,7,0,0,0,6.90,2010
40,Ricky Williams,RB,1,MIA,BUF,18,62,3,0,1,0,0,0,0,0,6.20,2010
41,DeAngelo Williams,RB,1,CAR,NYG,16,62,4,0,0,0,0,0,0,0,6.20,2010
42,Mike Goodson,RB,1,CAR,NYG,0,0,0,0,5,3,31,0,0,0,6.10,2010
43,Marion Barber,RB,1,DAL,WAS,8,39,5,0,3,2,1,0,0,0,6.00,2010
44,Michael Turner,RB,1,ATL,PIT,19,42,2,0,1,1,7,0,0,0,5.90,2010
45,CJ Spiller,RB,1,BUF,MIA,7,6,1,0,5,4,8,0,0,0,5.40,2010
46,Willis McGahee,RB,1,BAL,NYJ,6,-2,0,1,1,1,-6,0,1,1,5.20,2010
47,Ryan Grant,RB,1,GB,PHI,8,45,6,0,0,0,0,0,0,0,4.50,2010
48,Rashad Jennings,RB,1,JAX,DEN,4,26,7,0,2,1,4,0,0,0,4.00,2010
49,Thomas Jones,RB,1,KC,LAC,11,39,4,0,1,0,0,0,0,0,3.90,2010
50,Fred Jackson,RB,1,BUF,MIA,4,19,5,0,4,2,0,0,0,0,3.90,2010
