,Player,Position,Team,Opponent,Points,PlayerID
113,Craig Stevens,TE,TEN,OAK,3.8,00-0026225
114,Dante Rosario,TE,CAR,NYG,3.4,00-0025542
115,Dustin Keller,TE,NYJ,BAL,3.3,00-0026170
116,Travis Beckum,TE,NYG,CAR,3.1,00-0027070
117,Justin Peelle,TE,ATL,PIT,3.1,00-0021227
118,Zach Miller,TE,JAX,DEN,2.8,00-0027125
119,David Thomas,TE,NO,MIN,2.3,00-0024301
120,Kevin Boss,TE,NYG,CAR,2.1,00-0025540
121,Cameron Morrah,TE,SEA,SF,2.1,00-0026963
122,Owen Daniels,TE,HOU,IND,1.9,00-0024313
123,Jeff Dugan,TE,MIN,NO,1.8,00-0022746
124,Jerramy Stevens,TE,TB,CLE,1.8,00-0021159
125,Michael Hoomanawanui,TE,LA,ARI,1.8,00-0027732
126,Martellus Bennett,TE,DAL,WAS,1.7,00-0026201
127,Brandon Pettigrew,TE,DET,CHI,1.6,00-0026996
128,Jimmy Kleinsasser,TE,MIN,NO,1.6,00-0009323
129,Brandon Myers,TE,OAK,TEN,1.5,00-0027135
130,Nate Byham,TE,SF,SEA,1.5,00-0027780
131,Chris Johnson,RB,TEN,OAK,34.0,
132,Darren McFadden,RB,OAK,TEN,27.0,00-0026144
133,Rashard Mendenhall,RB,PIT,ATL,24.5,00-0026163
134,Jahvid Best,RB,DET,CHI,20.6,00-0027880
135,LeSean McCoy,RB,PHI,GB,19.2,00-0027029
136,Pierre Thomas,RB,NO,MIN,17.6,00-0024813
137,Tim Hightower,RB,ARI,LAR,17.4,00-0026289
138,Jamaal Charles,RB,KC,LAC,17.0,00-0026213
139,Ronnie Brown,RB,MIA,BUF,16.5,00-0023437
140,Ahmad Bradshaw,RB,NYG,CAR,16.3,00-0025637
141,Peyton Hillis,RB,CLE,TB,15.5,00-0026367
142,Maurice Jones-Drew,RB,JAX,DEN,14.3,00-0024275
143,Frank Gore,RB,SF,SEA,14.3,00-0023500
144,Knowshon Moreno,RB,DEN,JAX,13.4,00-0026988
145,Joseph Addai,RB,IND,HOU,13.3,00-0024245
146,Adrian Peterson,RB,MIN,NO,13.1,00-0025394
147,Steven Jackson,RB,LA,ARI,12.7,00-0022736
148,Cadillac Williams,RB,TB,CLE,11.8,00-0023440
149,Cedric Benson,RB,CIN,NE,11.4,00-0023439
150,Kevin Faulk,RB,NE,CIN,11.0,00-0005091
151,Chester Taylor,RB,CHI,DET,10.3,00-0021314
152,LaDainian Tomlinson,RB,NYJ,BAL,9.8,00-0020536
153,Fred Taylor,RB,NE,CIN,9.7,00-0016098
154,Reggie Bush,RB,NO,MIN,9.7,00-0024217
155,Brandon Jackson,RB,GB,PHI,9.5,00-0025450
156,LaRod Stephens-Howling,RB,ARI,LAR,9.5,00-0026956
157,Javon Ringer,RB,TEN,OAK,9.3,00-0027120
158,Justin Forsett,RB,SEA,SF,9.0,00-0026373
159,Dexter McCluster,RB,KC,LAC,8.9,00-0027651
160,Brandon Jacobs,RB,NYG,CAR,8.5,00-0023545
161,Felix Jones,RB,DAL,WAS,8.4,00-0026162
162,Ray Rice,RB,BAL,NYJ,8.2,00-0026195
163,Ryan Mathews,RB,LAC,KC,8.0,00-0027864
164,Bernard Scott,RB,CIN,NE,8.0,00-0026941
165,John Kuhn,FB,GB,PHI,7.5,00-0022999
166,Clinton Portis,RB,WAS,DAL,7.4,00-0021179
167,Jerome Harrison,RB,CLE,TB,6.9,00-0024359
168,DeAngelo Williams,RB,CAR,NYG,6.2,00-0024242
169,Ricky Williams,RB,MIA,BUF,6.2,00-0017915
170,Mike Goodson,RB,CAR,NYG,6.1,00-0027080
171,Marion Barber,RB,DAL,WAS,6.0,00-0023544
172,Michael Turner,RB,ATL,PIT,5.9,00-0022821
173,CJ Spiller,RB,BUF,MIA,5.4,
174,Willis McGahee,RB,BAL,NYJ,5.2,00-0022178
175,Ryan Grant,RB,GB,PHI,4.5,
176,Rashad Jennings,RB,JAX,DEN,4.0,00-0027155
177,Thomas Jones,RB,KC,LAC,3.9,00-0019641
178,Fred Jackson,RB,BUF,MIA,3.9,00-0024204
179,Mason Crosby,K,GB,PHI,0.0,00-0025580
180,Neil Rackers,K,HOU,IND,0.0,00-0019676
181,Nick Folk,K,NYJ,BAL,0.0,00-0025565
182,Matt Bryant,K,ATL,PIT,0.0,00-0020578
183,Mike Nugent,K,CIN,NE,0.0,00-0023482
184,Stephen Gostkowski,K,NE,CIN,0.0,00-0024333
185,David Akers,K,PHI,GB,0.0,00-0000108
186,Rob Bironas,K,TEN,OAK,0.0,00-0020962
187,Sebastian Janikowski,K,OAK,TEN,0.0,00-0019646
188,Josh Brown,K,LA,ARI,0.0,00-0021940
189,Lawrence Tynes,K,NYG,CAR,0.0,00-0019778
190,Graham Gano,K,WAS,DAL,0.0,00-0026858
191,Olindo Mare,K,SEA,SF,0.0,00-0010373
192,Matt Prater,K,DEN,JAX,0.0,00-0023853
193,Robbie Gould,K,CHI,DET,0.0,00-0023252
194,Dan Carpenter,K,MIA,BUF,0.0,00-0026003
195,Joe Nedney,K,SF,SEA,0.0,00-0011970
196,Adam Vinatieri,K,IND,HOU,0.0,00-0016919
197,Josh Scobee,K,JAX,DEN,0.0,00-0022874
198,Rian Lindell,K,BUF,MIA,0.0,00-0019310
199,Connor Barth,K,TB,CLE,0.0,00-0026138
200,Jay Feely,K,ARI,LAR,0.0,00-0019770
201,Thomas Howard,K,OAK,TEN,0.0,00-0024253
202,Billy Cundiff,K,BAL,NYJ,0.0,00-0020972
203,Ryan Longwell,K,MIN,NO,0.0,00-0010072
204,Ryan Succop,K,KC,LAC,0.0,00-0026968
205,Nate Kaeding,K,LAC,KC,0.0,00-0022737
206,Phil Dawson,K,CLE,TB,0.0,00-0004091
207,Garrett Hartley,K,NO,MIN,0.0,00-0025824
208,Jason Hanson,K,DET,CHI,0.0,00-0006800
209,David Buehler,K,DAL,WAS,0.0,00-0027119
210,Todd Carter,K,CAR,NYG,0.0,00-0027190
211,Arizona Cardinals,DST,ARI,LAR,16.0,
212,New York Giants,DST,NYG,CAR,15.0,
213,Washington Redskins,DST,WAS,DAL,13.0,
214,Detroit Lions,DST,DET,CHI,13.0,
215,Tennessee Titans,DST,TEN,OAK,12.0,
216,New York Jets,DST,NYJ,BAL,12.0,
217,Carolina Panthers,DST,CAR,NYG,12.0,
218,Los Angeles Rams,DST,LA,ARI,11.0,
219,Kansas City Chiefs,DST,KC,LAC,11.0,
220,Chicago Bears,DST,CHI,DET,9.0,
221,Green Bay Packers,DST,GB,PHI,9.0,
222,Miami Dolphins,DST,MIA,BUF,9.0,
223,New Orleans Saints,DST,NO,MIN,9.0,
224,Pittsburgh Steelers,DST,PIT,ATL,8.0,
225,Baltimore Ravens,DST,BAL,NYJ,8.0,
226,Jacksonville Jaguars,DST,JAX,DEN,8.0,
227,Cleveland Browns,DST,CLE,TB,8.0,
228,Tampa Bay Buccaneers,DST,TB,CLE,7.0,
229,Philadelphia Eagles,DST,PHI,GB,7.0,
230,Buffalo Bills,DST,BUF,MIA,7.0,
231,Atlanta Falcons,DST,ATL,PIT,6.0,
232,Dallas Cowboys,DST,DAL,WAS,5.0,
233,Houston Texans,DST,HOU,IND,4.0,
234,San Francisco 49ers,DST,SF,SEA,3.0,
235,Indianapolis Colts,DST,IND,HOU,3.0,
236,Minnesota Vikings,DST,MIN,NO,2.0,
237,Denver Broncos,DST,DEN,JAX,1.0,
238,Los Angeles Chargers,DST,LAC,KC,1.0,
239,Oakland Raiders,DST,OAK,TEN,0.0,
240,Cincinnati Bengals,DST,CIN,NE,-1.0,
