Player,Position,Team,Opponent,Points
Carson Palmer,QB,CIN,NE,24.70
Michael Vick,QB,PHI,GB,24.30
Tom Brady,QB,NE,CIN,22.32
Philip Rivers,QB,LAC,KC,20.42
Matt Hasselbeck,QB,SEA,SF,20.20
David Garrard,QB,JAX,DEN,19.80
Eli Manning,QB,NYG,CAR,19.32
Josh Freeman,QB,TB,CLE,17.68
Vince Young,QB,TEN,OAK,16.16
Kyle Orton,QB,DEN,JAX,16.00
Derek Anderson,QB,ARI,LAR,15.78
Tony Romo,QB,DAL,WAS,15.28
Aaron Rodgers,QB,GB,PHI,14.42
Drew Brees,QB,NO,MIN,12.88
Jason Campbell,QB,OAK,TEN,12.70
Jake Delhomme,QB,CLE,TB,11.18
Sam Bradford,QB,LAR,ARI,11.12
Trent Edwards,QB,BUF,MIA,10.76
Brett Favre,QB,MIN,NO,9.84
Matt Ryan,QB,ATL,PIT,9.48
Dennis Dixon,QB,PIT,ATL,8.84
Matt Moore,QB,CAR,NYG,8.78
Donovan McNabb,QB,WAS,DAL,8.54
Joe Flacco,QB,BAL,NYJ,8.12
Chad Henne,QB,MIA,BUF,7.18
Matt Cassel,QB,KC,LAC,7.12
Alex Smith,QB,SF,SEA,7.00
Matt Schaub,QB,HOU,IND,6.98
Mark Sanchez,QB,NYJ,BAL,3.46
Matthew Stafford,QB,DET,CHI,2.32
Seneca Wallace,QB,CLE,TB,1.90
Shaun Hill,QB,DET,CHI,1.12
Kevin Kolb,QB,PHI,GB,0.96
Tim Tebow,QB,DEN,JAX,0.20
Jimmy Clausen,QB,CAR,NYG,0.00
Miles Austin,WR,DAL,WAS,33.60
Hakeem Nicks,WR,NYG,CAR,29.50
Roddy White,WR,ATL,PIT,27.10
Wes Welker,WR,NE,CIN,26.40
Legedu Naanee,WR,LAC,KC,25.00
Mark Clayton,WR,LAR,ARI,24.90
Steve Breaston,WR,ARI,LAR,23.20
Reggie Wayne,WR,IND,HOU,22.90
Anquan Boldin,WR,BAL,NYJ,21.00
Hines Ward,WR,PIT,ATL,19.80
Brandon Lloyd,WR,DEN,JAX,19.70
Greg Jennings,WR,GB,PHI,19.20
Steve Smith,WR,CAR,NYG,18.50
Nate Washington,WR,TEN,OAK,17.80
Eddie Royal,WR,DEN,JAX,17.80
Jeremy Maclin,WR,PHI,GB,14.90
Mike Thomas,WR,JAX,DEN,14.90
Donald Driver,WR,GB,PHI,14.00
Mike Williams,WR,TB,CLE,14.00
Santana Moss,WR,WAS,DAL,13.70
Dez Bryant,WR,DAL,WAS,13.60
Brandon Tate,WR,NE,CIN,13.60
Larry Fitzgerald,WR,ARI,LAR,13.30
Brandon Marshall,WR,MIA,BUF,13.30
Jordan Shipley,WR,CIN,NE,13.20
Micheal Spurlock,WR,TB,CLE,12.90
Danny Amendola,WR,LAR,ARI,12.70
Mohamed Massaquoi,WR,CLE,TB,12.60
Mario Manningham,WR,NYG,CAR,12.50
Jabar Gaffney,WR,DEN,JAX,12.40
Terrell Owens,WR,CIN,NE,12.30
Devin Aromashodu,WR,CHI,DET,12.10
Devery Henderson,WR,NO,MIN,11.80
Roscoe Parrish,WR,BUF,MIA,11.50
Marques Colston,WR,NO,MIN,11.20
Davone Bess,WR,MIA,BUF,11.10
Kevin Walter,WR,HOU,IND,10.90
Randy Moss,WR,NE,CIN,10.90
Laurent Robinson,WR,LAR,ARI,10.80
Mike Williams,WR,SEA,SF,10.40
Deion Branch,WR,SEA,SF,10.10
Kassim Osgood,WR,JAX,DEN,9.40
Steve Smith,WR,NYG,CAR,9.30
Calvin Johnson,WR,DET,CHI,8.50
Mike Wallace,WR,PIT,ATL,8.20
Johnny Knox,WR,CHI,DET,8.20
Jason Avant,WR,PHI,GB,8.10
Malcom Floyd,WR,LAC,KC,7.80
Visanthe Shiancoe,TE,MIN,NO,17.60
Marcedes Lewis,TE,JAX,DEN,17.10
Vernon Davis,TE,SF,SEA,15.30
Jermaine Gresham,TE,CIN,NE,14.50
Chris Cooley,TE,WAS,DAL,14.00
Todd Heap,TE,BAL,NYJ,13.20
Bo Scaife,TE,TEN,OAK,12.70
Evan Moore,TE,CLE,TB,11.70
Tony Moeaki,TE,KC,LAC,11.10
Tony Scheffler,TE,DET,CHI,10.30
Jermichael Finley,TE,GB,PHI,8.70
Deon Butler,TE,SEA,SF,8.30
