Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Seattle Seahawks,DST,1,SEA,SF,5,2,11,2,0,0,1,0,6,19.00,2010
2,New England Patriots,DST,1,NE,CIN,4,1,6,1,1,0,1,1,24,17.00,2010
3,Arizona Cardinals,DST,1,ARI,LAR,6,2,8,3,1,0,0,0,13,16.00,2010
4,New York Giants,DST,1,NYG,CAR,3,4,11,3,2,0,0,0,18,15.00,2010
5,Detroit Lions,DST,1,DET,CHI,5,4,6,1,3,0,0,0,19,13.00,2010
6,Washington Redskins,DST,1,WAS,DAL,4,1,3,0,1,0,1,0,7,13.00,2010
7,New York Jets,DST,1,NYJ,BAL,8,2,5,1,2,0,0,0,10,12.00,2010
8,Tennessee Titans,DST,1,TEN,OAK,4,4,7,1,1,0,0,0,13,12.00,2010
9,Carolina Panthers,DST,1,CAR,NYG,7,1,3,3,1,1,0,0,31,12.00,2010
10,Kansas City Chiefs,DST,1,KC,LAC,4,2,5,0,1,0,0,1,14,11.00,2010
11,Los Angeles Rams,DST,1,LAR,ARI,5,2,10,0,4,0,0,0,17,11.00,2010
12,Chicago Bears,DST,1,CHI,DET,6,2,5,1,2,0,0,0,14,9.00,2010
13,Green Bay Packers,DST,1,GB,PHI,5,6,7,0,1,0,0,0,20,9.00,2010
14,Miami Dolphins,DST,1,MIA,BUF,10,3,8,0,0,1,0,0,10,9.00,2010
15,New Orleans Saints,DST,1,NO,MIN,5,1,5,1,0,0,0,0,9,9.00,2010
16,Baltimore Ravens,DST,1,BAL,NYJ,2,2,4,0,1,0,0,0,9,8.00,2010
17,Cleveland Browns,DST,1,CLE,TB,3,3,5,1,1,0,0,0,17,8.00,2010
18,Jacksonville Jaguars,DST,1,JAX,DEN,3,3,11,1,1,0,0,0,17,8.00,2010
19,Pittsburgh Steelers,DST,1,PIT,ATL,6,2,4,1,0,0,0,0,9,8.00,2010
20,Buffalo Bills,DST,1,BUF,MIA,6,3,8,0,0,0,0,0,15,7.00,2010
21,Philadelphia Eagles,DST,1,PHI,GB,6,3,3,2,0,0,0,0,27,7.00,2010
22,Tampa Bay Buccaneers,DST,1,TB,CLE,4,0,2,2,1,0,0,0,14,7.00,2010
23,Atlanta Falcons,DST,1,ATL,PIT,5,3,4,1,0,0,0,0,15,6.00,2010
24,Dallas Cowboys,DST,1,DAL,WAS,4,1,3,0,0,0,0,0,13,5.00,2010
25,Houston Texans,DST,1,HOU,IND,0,2,10,0,1,0,0,0,24,4.00,2010
26,Indianapolis Colts,DST,1,IND,HOU,3,2,4,1,0,0,0,0,34,3.00,2010
27,San Francisco 49ers,DST,1,SF,SEA,5,1,3,1,0,0,0,0,31,3.00,2010
28,Minnesota Vikings,DST,1,MIN,NO,5,1,2,0,0,0,0,0,14,2.00,2010
29,Denver Broncos,DST,1,DEN,JAX,3,1,5,0,0,0,0,0,24,1.00,2010
30,Los Angeles Chargers,DST,1,LAC,KC,3,1,2,0,0,0,0,0,21,1.00,2010
31,Oakland Raiders,DST,1,OAK,TEN,5,2,2,0,1,0,0,0,38,0.00,2010
32,Cincinnati Bengals,DST,1,CIN,NE,2,0,2,0,0,0,0,0,38,-1.00,2010
