Player,Position,Team,Opponent,Points
Alex Smith,TE,CLE,ARI,1.90
Zack Pianalto,TE,TB,DAL,1.70
Colin Cochart,TE,CIN,LAR,1.60
Brody Eldridge,TE,IND,TEN,1.40
Luke Stocker,TE,TB,DAL,1.40
Reggie Bush,RB,MIA,BUF,29.90
Arian Foster,RB,HOU,CAR,29.70
Donald Brown,RB,IND,TEN,26.30
Ryan Mathews,RB,LAC,BAL,24.90
Steven Jackson,RB,LAR,CIN,23.30
Darren Sproles,RB,NO,MIN,22.20
Toby Gerhart,RB,MIN,NO,21.80
Kahlil Bell,RB,CHI,SEA,21.80
Michael Bush,RB,OAK,DET,20.90
Ray Rice,RB,BAL,LAC,20.20
Felix Jones,RB,DAL,TB,19.10
Chris Johnson,RB,TEN,IND,18.90
Marshawn Lynch,RB,SEA,CHI,18.70
Peyton Hillis,RB,CLE,ARI,17.80
Lance Ball,RB,DEN,NE,17.50
Ahmad Bradshaw,RB,NYG,WAS,16.90
Pierre Thomas,RB,NO,MIN,16.50
Cedric Benson,RB,CIN,LAR,15.70
Maurice Jones-Drew,RB,JAX,ATL,15.30
Michael Turner,RB,ATL,JAX,14.50
Mike Tolbert,FB,LAC,BAL,13.80
Chris Wells,RB,ARI,CLE,13.10
Ryan Grant,RB,GB,KC,13.10
BenJarvus Green-Ellis,RB,NE,DEN,12.90
Frank Gore,RB,SF,PIT,12.50
Danny Woodhead,RB,NE,DEN,12.20
DeAngelo Williams,RB,CAR,HOU,12.10
Rashard Mendenhall,RB,PIT,SF,11.90
Jackie Battle,FB,KC,GB,11.40
Kregg Lumpkin,RB,TB,DAL,10.00
Roy Helu,RB,WAS,NYG,9.90
Jason Snelling,RB,ATL,JAX,8.80
Tashard Choice,RB,BUF,MIA,8.60
LeRon McClain,RB,KC,GB,8.60
Thomas Jones,RB,KC,GB,8.50
Darrel Young,FB,WAS,NYG,8.40
Shonn Greene,RB,NYJ,PHI,8.30
Richie Brockel,FB,CAR,HOU,8.10
Bernard Scott,RB,CIN,LAR,8.00
Chris Ivory,RB,NO,MIN,7.40
Michael Robinson,RB,SEA,CHI,7.20
Marcel Reece,FB,OAK,DET,7.20
Jonathan Stewart,RB,CAR,HOU,7.10
Willis McGahee,RB,DEN,NE,7.00
Lawrence Vickers,FB,HOU,CAR,6.90
Stevan Ridley,RB,NE,DEN,6.50
LaDainian Tomlinson,RB,NYJ,PHI,6.10
Adrian Peterson,RB,MIN,NO,6.00
Graham Gano,K,WAS,NYG,0.00
Stephen Gostkowski,K,NE,DEN,0.00
Matt Bryant,K,ATL,JAX,0.00
Sebastian Janikowski,K,OAK,DET,0.00
Nick Novak,K,LAC,BAL,0.00
Rob Bironas,K,TEN,IND,0.00
Alex Henery,K,PHI,NYJ,0.00
Adam Vinatieri,K,IND,TEN,0.00
Thomas Howard,K,CIN,LAR,0.00
DJ Smith,K,GB,KC,0.00
David Akers,K,SF,PIT,0.00
Mike Nugent,K,CIN,LAR,0.00
Steven Hauschka,K,SEA,CHI,0.00
Ryan Longwell,K,MIN,NO,0.00
Jay Feely,K,ARI,CLE,0.00
Josh Brown,K,LAR,CIN,0.00
Nick Folk,K,NYJ,PHI,0.00
Dan Bailey,K,DAL,TB,0.00
Neil Rackers,K,HOU,CAR,0.00
John Kasay,K,NO,MIN,0.00
Phil Dawson,K,CLE,ARI,0.00
Shaun Suisham,K,PIT,SF,0.00
Dave Rayner,K,BUF,MIA,0.00
Matt Prater,K,DEN,NE,0.00
Lawrence Tynes,K,NYG,WAS,0.00
Jason Hanson,K,DET,OAK,0.00
Olindo Mare,K,CAR,HOU,0.00
Mason Crosby,K,GB,KC,0.00
Josh Scobee,K,JAX,ATL,0.00
Robbie Gould,K,CHI,SEA,0.00
Billy Cundiff,K,BAL,LAC,0.00
Connor Barth,K,TB,DAL,0.00
Philadelphia Eagles,DST,PHI,NYJ,19.00
San Francisco 49ers,DST,SF,PIT,18.00
Indianapolis Colts,DST,IND,TEN,17.00
Washington Redskins,DST,WAS,NYG,13.00
Los Angeles Chargers,DST,LAC,BAL,12.00
Carolina Panthers,DST,CAR,HOU,12.00
New England Patriots,DST,NE,DEN,10.00
Chicago Bears,DST,CHI,SEA,9.00
Oakland Raiders,DST,OAK,DET,9.00
Tampa Bay Buccaneers,DST,TB,DAL,9.00
Miami Dolphins,DST,MIA,BUF,9.00
Dallas Cowboys,DST,DAL,TB,9.00
Cleveland Browns,DST,CLE,ARI,7.00
New York Jets,DST,NYJ,PHI,7.00
Buffalo Bills,DST,BUF,MIA,7.00
New Orleans Saints,DST,NO,MIN,7.00
Cincinnati Bengals,DST,CIN,LAR,7.00
Detroit Lions,DST,DET,OAK,7.00
Arizona Cardinals,DST,ARI,CLE,5.00
Kansas City Chiefs,DST,KC,GB,5.00
New York Giants,DST,NYG,WAS,5.00
Jacksonville Jaguars,DST,JAX,ATL,5.00
Los Angeles Rams,DST,LAR,CIN,4.00
Tennessee Titans,DST,TEN,IND,2.00
Houston Texans,DST,HOU,CAR,1.00
Green Bay Packers,DST,GB,KC,1.00
Pittsburgh Steelers,DST,PIT,SF,1.00
Minnesota Vikings,DST,MIN,NO,0.00
Baltimore Ravens,DST,BAL,LAC,-1.00
Denver Broncos,DST,DEN,NE,-2.00
