,Player,Position,Team,Opponent,Points,PlayerID
0,Tom Brady,QB,NE,DEN,30.0,00-0019596
1,Tim Tebow,QB,DEN,NE,28.06,00-0027876
2,Tony Romo,QB,DAL,TB,26.86,00-0021678
3,Michael Vick,QB,PHI,NYJ,23.16,
4,Aaron Rodgers,QB,GB,KC,22.6,00-0023459
5,Carson Palmer,QB,OAK,DET,21.68,00-0021429
6,Ryan Fitzpatrick,QB,BUF,MIA,21.34,00-0023682
7,Matt Ryan,QB,ATL,JAX,20.96,00-0026143
8,Cam Newton,QB,CAR,HOU,19.46,00-0027939
9,John Skelton,QB,ARI,CLE,19.22,00-0027754
10,Joe Flacco,QB,BAL,LAC,16.24,00-0026158
11,Matt Moore,QB,MIA,BUF,15.68,00-0025708
12,Christian Ponder,QB,MIN,NO,15.2,00-0027950
13,Philip Rivers,QB,LAC,BAL,14.8,00-0022942
14,Josh Freeman,QB,TB,DAL,14.62,00-0026993
15,Seneca Wallace,QB,CLE,ARI,14.14,00-0022055
16,Kellen Clemens,QB,LA,CIN,14.06,00-0024264
17,Alex Smith,QB,SF,PIT,12.68,00-0023436
18,Ben Roethlisberger,QB,PIT,SF,12.2,00-0022924
19,Tarvaris Jackson,QB,SEA,CHI,11.88,00-0024279
20,Kyle Orton,QB,KC,GB,11.46,00-0023541
21,Mark Sanchez,QB,NYJ,PHI,11.3,00-0026898
22,Rex Grossman,QB,WAS,NYG,9.3,00-0022121
23,Jake Locker,QB,TEN,IND,9.22,00-0027946
24,Caleb Hanie,QB,CHI,SEA,8.84,00-0025970
25,TJ Yates,QB,HOU,CAR,7.98,
26,Eli Manning,QB,NYG,WAS,7.28,00-0022803
27,Blaine Gabbert,QB,JAX,ATL,7.14,00-0027948
28,Dan Orlovsky,QB,IND,TEN,6.98,00-0023578
29,Matt Hasselbeck,QB,TEN,IND,6.82,00-0007091
30,Andy Dalton,QB,CIN,LAR,5.96,00-0027973
31,Chris Redman,QB,ATL,JAX,2.04,00-0019709
32,Mark Brunell,QB,NYJ,PHI,1.08,00-0002110
33,Tyrod Taylor,QB,BAL,LAC,0.72,00-0028118
34,Joe Webb,QB,MIN,NO,0.0,00-0027796
35,Vince Young,QB,PHI,NYJ,0.0,00-0024218
36,Chase Daniel,QB,NO,MIN,0.0,00-0026544
37,Mike Kafka,QB,PHI,NYJ,-0.2,00-0027722
38,Josh McCown,QB,CHI,SEA,-0.52,00-0021206
39,Darrius Heyward-Bey,WR,OAK,DET,31.5,00-0026983
