Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Ryan Succop,K,15,KC,GB,4,4,100,46,1,1,0.00,2011
2,Dan Carpenter,K,15,MIA,BUF,3,3,100,26,3,3,0.00,2011
3,Matt Bryant,K,15,ATL,JAX,2,2,100,33,5,5,0.00,2011
4,Graham Gano,K,15,WAS,NYG,3,3,100,43,2,2,0.00,2011
5,Sebastian Janikowski,K,15,OAK,DET,2,3,67,51,3,3,0.00,2011
6,Stephen Gostkowski,K,15,NE,DEN,2,2,100,34,5,5,0.00,2011
7,Nick Novak,K,15,LAC,BAL,2,3,67,45,4,4,0.00,2011
8,Rob Bironas,K,15,TEN,IND,2,2,100,53,1,1,0.00,2011
9,Adam Vinatieri,K,15,IND,TEN,2,2,100,47,3,3,0.00,2011
10,Thomas Howard,K,15,CIN,LAR,0,0,0,0,0,0,0.00,2011
11,Alex Henery,K,15,PHI,NYJ,1,1,100,28,6,6,0.00,2011
12,DJ Smith,K,15,GB,KC,0,0,0,0,0,0,0.00,2011
13,Steven Hauschka,K,15,SEA,CHI,1,1,100,33,5,5,0.00,2011
14,Ryan Longwell,K,15,MIN,NO,2,2,100,49,2,2,0.00,2011
15,Mike Nugent,K,15,CIN,LAR,2,2,100,41,2,2,0.00,2011
16,Jay Feely,K,15,ARI,CLE,2,2,100,33,2,2,0.00,2011
17,David Akers,K,15,SF,PIT,2,2,100,38,2,2,0.00,2011
18,Dan Bailey,K,15,DAL,TB,1,1,100,30,4,4,0.00,2011
19,Neil Rackers,K,15,HOU,CAR,2,3,67,34,1,1,0.00,2011
20,Josh Brown,K,15,LAR,CIN,2,3,67,43,1,1,0.00,2011
21,Nick Folk,K,15,NYJ,PHI,2,2,100,39,1,1,0.00,2011
22,John Kasay,K,15,NO,MIN,0,1,0,0,6,6,0.00,2011
23,Dave Rayner,K,15,BUF,MIA,1,2,50,34,2,2,0.00,2011
24,Phil Dawson,K,15,CLE,ARI,1,1,100,44,2,2,0.00,2011
25,Matt Prater,K,15,DEN,NE,1,1,100,26,2,2,0.00,2011
26,Shaun Suisham,K,15,PIT,SF,1,2,50,51,0,0,0.00,2011
27,Olindo Mare,K,15,CAR,HOU,0,0,0,0,4,4,0.00,2011
28,Lawrence Tynes,K,15,NYG,WAS,1,2,50,40,1,1,0.00,2011
29,Jason Hanson,K,15,DET,OAK,0,0,0,0,4,4,0.00,2011
30,Josh Scobee,K,15,JAX,ATL,0,0,0,0,2,2,0.00,2011
31,Robbie Gould,K,15,CHI,SEA,0,0,0,0,2,2,0.00,2011
32,Mason Crosby,K,15,GB,KC,0,1,0,0,2,2,0.00,2011
33,Billy Cundiff,K,15,BAL,LAC,0,1,0,0,2,2,0.00,2011
34,Connor Barth,K,15,TB,DAL,0,0,0,0,1,1,0.00,2011
