Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jordan Reed,TE,15,WAS,BUF,7,7,100,84,2,24,12,12,0,0,0,0,0,27.40,2015
2,Zach Ertz,TE,15,PHI,ARI,13,8,62,78,1,22,6,10,0,0,0,0,0,21.80,2015
3,Delanie Walker,TE,15,TEN,NE,5,2,40,64,2,57,13,32,0,0,0,0,0,20.40,2015
4,Greg Olsen,TE,15,CAR,NYG,8,6,75,79,1,37,10,13,0,0,0,0,0,19.90,2015
5,Benjamin Watson,TE,15,NO,DET,12,6,50,49,1,11,4,8,0,0,0,0,0,16.90,2015
6,Rob Gronkowski,TE,15,NE,TEN,11,5,46,54,1,15,5,11,0,0,0,0,0,16.40,2015
7,Will Tye,TE,15,NYG,CAR,8,5,63,43,1,20,5,9,0,0,0,0,0,15.30,2015
8,Antonio Gates,TE,15,LAC,MIA,9,6,67,88,0,30,10,15,0,0,0,0,0,14.80,2015
9,Julius Thomas,TE,15,JAX,ATL,9,6,67,79,0,22,9,13,0,0,0,0,0,13.90,2015
10,Travis Kelce,TE,15,KC,BAL,7,6,86,73,0,29,10,12,0,0,0,0,0,13.30,2015
11,Tyler Kroft,TE,15,CIN,SF,3,3,100,31,1,20,10,10,0,0,0,0,0,12.10,2015
12,Austin Seferian-Jenkins,TE,15,TB,LAR,6,3,50,29,1,13,5,10,0,0,0,0,0,11.90,2015
13,Gary Barnidge,TE,15,CLE,SEA,4,3,75,29,1,12,7,10,0,0,0,0,0,11.90,2015
14,Eric Ebron,TE,15,DET,NO,5,4,80,79,0,45,16,20,0,0,0,0,0,11.90,2015
15,Zach Miller,TE,15,CHI,MIN,6,6,100,57,0,17,10,10,0,0,0,0,0,11.70,2015
16,Luke Stocker,TE,15,TB,LAR,3,3,100,25,1,14,8,8,0,0,0,0,0,11.50,2015
17,Jared Cook,TE,15,LAR,TB,6,4,67,64,0,25,11,16,0,0,0,0,0,10.40,2015
18,Jason Witten,TE,15,DAL,NYJ,5,5,100,49,0,15,10,10,0,0,0,0,0,9.90,2015
19,Darren Fells,TE,15,ARI,PHI,3,3,100,54,0,36,18,18,0,0,0,0,0,8.40,2015
20,Blake Bell,TE,15,SF,CIN,8,4,50,43,0,27,5,11,0,0,0,0,0,8.30,2015
21,Maxx Williams,TE,15,BAL,KC,6,5,83,31,0,13,5,6,0,0,0,0,0,8.10,2015
22,Lance Kendricks,TE,15,LAR,TB,3,3,100,27,0,11,9,9,0,0,0,0,0,5.70,2015
23,Brent Celek,TE,15,PHI,ARI,2,2,100,31,0,21,16,16,0,0,0,0,0,5.10,2015
24,Anthony Fasano,TE,15,TEN,NE,4,3,75,21,0,8,5,7,0,0,0,0,0,5.10,2015
25,Ryan Griffin,TE,15,HOU,IND,2,2,100,30,0,22,15,15,0,0,0,0,0,5.00,2015
26,Cameron Brate,TE,15,TB,LAR,5,3,60,20,0,8,4,7,0,0,0,0,0,5.00,2015
27,Mychal Rivera,TE,15,OAK,GB,6,3,50,20,0,14,3,7,0,0,0,0,0,5.00,2015
28,Nick O'Leary,TE,15,BUF,WAS,1,1,100,37,0,37,37,37,0,0,0,0,0,4.70,2015
29,Heath Miller,TE,15,PIT,DEN,5,3,60,12,0,5,2,4,0,0,0,0,0,4.20,2015
30,Kyle Rudolph,TE,15,MIN,CHI,2,2,100,21,0,12,11,11,0,0,0,0,0,4.10,2015
31,Luke Willson,TE,15,SEA,CLE,2,2,100,17,0,11,9,9,0,0,0,0,0,3.70,2015
32,Marcedes Lewis,TE,15,JAX,ATL,3,1,33,26,0,26,9,26,0,0,0,0,0,3.60,2015
33,Owen Daniels,TE,15,DEN,PIT,5,2,40,14,0,7,3,7,0,0,0,0,0,3.40,2015
34,Ladarius Green,TE,15,LAC,MIA,3,2,67,13,0,7,4,7,0,0,0,0,0,3.30,2015
35,Clive Walford,TE,15,OAK,GB,7,2,29,10,0,6,1,5,0,0,0,0,0,3.00,2015
36,James Hanna,TE,15,DAL,NYJ,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70,2015
37,Chris Gragg,TE,15,BUF,WAS,1,1,100,16,0,16,16,16,0,0,0,0,0,2.60,2015
38,Coby Fleener,TE,15,IND,HOU,3,1,33,12,0,12,4,12,0,0,0,0,0,2.20,2015
39,Vance McDonald,TE,15,SF,CIN,4,1,25,10,0,10,3,10,0,0,0,0,0,2.00,2015
40,Kellen Davis,TE,15,NYJ,DAL,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90,2015
41,Rob Housler,TE,15,CHI,MIN,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90,2015
42,Ryan Hewitt,TE,15,CIN,SF,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90,2015
43,Dion Sims,TE,15,MIA,LAC,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90,2015
44,Jerome Cunningham,TE,15,NYG,CAR,3,1,33,7,0,7,2,7,0,0,0,0,0,1.70,2015
45,Michael Williams,TE,15,NE,TEN,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2015
46,Richard Rodgers,TE,15,GB,OAK,4,1,25,7,0,7,2,7,0,0,0,0,0,1.70,2015
47,Dwayne Allen,TE,15,IND,HOU,2,1,50,5,0,5,3,5,1,1,0,0,0,1.60,2015
48,Craig Stevens,TE,15,TEN,NE,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50,2015
49,Cooper Helfet,TE,15,SEA,CLE,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50,2015
50,Justin Perillo,TE,15,GB,OAK,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50,2015
