Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Stephen Gostkowski,K,15,NE,TEN,4,5,80,43,3,3,0.00,2015
2,Connor Barth,K,15,TB,LAR,3,3,100,53,2,2,0.00,2015
3,Dan Bailey,K,15,DAL,NYJ,3,3,100,50,1,1,0.00,2015
4,Cairo Santos,K,15,KC,BAL,2,2,100,53,4,4,0.00,2015
5,Mason Crosby,K,15,GB,OAK,3,4,75,33,3,3,0.00,2015
6,Steven Hauschka,K,15,SEA,CLE,3,3,100,49,3,3,0.00,2015
7,Shayne Graham,K,15,ATL,JAX,3,3,100,46,2,2,0.00,2015
8,Blair Walsh,K,15,MIN,CHI,1,1,100,53,5,5,0.00,2015
9,Nick Novak,K,15,HOU,IND,3,4,75,46,1,1,0.00,2015
10,Chris Boswell,K,15,PIT,DEN,2,2,100,41,4,4,0.00,2015
11,Chandler Catanzaro,K,15,ARI,PHI,2,2,100,38,4,5,0.00,2015
12,Kai Forbath,K,15,NO,DET,2,2,100,45,3,3,0.00,2015
13,Graham Gano,K,15,CAR,NYG,1,2,50,43,5,5,0.00,2015
14,Sebastian Janikowski,K,15,OAK,GB,2,2,100,30,2,2,0.00,2015
15,Greg Zuerlein,K,15,LAR,TB,1,1,100,19,4,4,0.00,2015
16,Randy Bullock,K,15,NYJ,DAL,2,3,67,40,1,2,0.00,2015
17,Robbie Gould,K,15,CHI,MIN,1,1,100,51,2,2,0.00,2015
18,Travis Coons,K,15,CLE,SEA,2,2,100,37,1,1,0.00,2015
19,Josh Lambo,K,15,LAC,MIA,1,2,50,28,3,4,0.00,2015
20,Mike Nugent,K,15,CIN,SF,1,1,100,22,3,3,0.00,2015
21,Dustin Hopkins,K,15,WAS,BUF,0,0,0,0,5,5,0.00,2015
22,Josh Brown,K,15,NYG,CAR,0,0,0,0,5,5,0.00,2015
23,Jason Myers,K,15,JAX,ATL,1,1,100,42,2,2,0.00,2015
24,Dan Carpenter,K,15,BUF,WAS,1,1,100,32,2,2,0.00,2015
25,Caleb Sturgis,K,15,PHI,ARI,1,1,100,36,2,2,0.00,2015
26,Matt Prater,K,15,DET,NO,0,1,0,0,5,5,0.00,2015
27,Adam Vinatieri,K,15,IND,HOU,1,1,100,29,1,1,0.00,2015
28,Ryan Succop,K,15,TEN,NE,1,1,100,49,1,2,0.00,2015
29,Brandon McManus,K,15,DEN,PIT,0,0,0,0,3,4,0.00,2015
30,Justin Tucker,K,15,BAL,KC,0,0,0,0,2,2,0.00,2015
31,Phil Dawson,K,15,SF,CIN,0,1,0,0,2,2,0.00,2015
32,Andrew Franks,K,15,MIA,LAC,0,0,0,0,2,2,0.00,2015
33,Jordan Gay,K,15,BUF,WAS,0,0,0,0,0,0,0.00,2015
