,Player,Position,Team,Opponent,Points,PlayerID
0,Teddy Bridgewater,QB,MIN,CHI,32.94,00-0031237
1,Brock Osweiler,QB,DEN,PIT,30.74,00-0029682
2,Drew Brees,QB,NO,DET,29.74,00-0020531
3,Ben Roethlisberger,QB,PIT,DEN,27.9,00-0022924
4,Tyrod Taylor,QB,BUF,WAS,27.3,00-0028118
5,Russell Wilson,QB,SEA,CLE,26.56,00-0029263
6,Philip Rivers,QB,LAC,MIA,25.44,00-0022942
7,Blake Bortles,QB,JAX,ATL,25.28,00-0031407
8,Eli Manning,QB,NYG,CAR,25.2,00-0022803
9,Jameis Winston,QB,TB,LAR,24.02,00-0031503
10,Sam Bradford,QB,PHI,ARI,22.84,00-0027854
11,Matthew Stafford,QB,DET,NO,22.06,00-0026498
12,Derek Carr,QB,OAK,GB,21.24,00-0031280
13,Jimmy Clausen,QB,BAL,KC,20.24,00-0027659
14,Tom Brady,QB,NE,TEN,18.68,00-0019596
15,Case Keenum,QB,LA,TB,17.06,00-0028986
16,Ryan Fitzpatrick,QB,NYJ,DAL,16.26,00-0023682
17,Zach Mettenberger,QB,TEN,NE,16.18,00-0031266
18,Jay Cutler,QB,CHI,MIN,15.34,00-0024226
19,Ryan Tannehill,QB,MIA,LAC,15.04,00-0029701
20,Carson Palmer,QB,ARI,PHI,14.96,00-0021429
21,Blaine Gabbert,QB,SF,CIN,13.8,00-0027948
22,Matt Ryan,QB,ATL,JAX,12.84,00-0026143
23,Alex Smith,QB,KC,BAL,12.54,00-0023436
24,AJ McCarron,QB,CIN,SF,11.88,00-0031288
25,Johnny Manziel,QB,CLE,SEA,11.14,00-0031409
26,Aaron Rodgers,QB,GB,OAK,11.06,00-0023459
27,Matt Hasselbeck,QB,IND,HOU,8.98,00-0007091
28,Brandon Weeden,QB,HOU,IND,8.8,00-0029677
29,Kellen Moore,QB,DAL,NYJ,7.32,00-0029234
30,TJ Yates,QB,HOU,IND,2.42,
31,EJ Manuel,QB,BUF,WAS,0.6,00-0030526
32,Charlie Whitehurst,QB,IND,HOU,0.52,00-0024296
33,Matt Cassel,QB,DAL,NYJ,0.48,00-0023662
34,Marcus Mariota,QB,TEN,NE,0.28,00-0032268
35,Mark Sanchez,QB,PHI,ARI,0.0,00-0026898
36,Joe Webb,QB,CAR,NYG,0.0,00-0027796
37,Tarvaris Jackson,QB,SEA,CLE,-0.1,00-0024279
38,Trevor Siemian,QB,DEN,PIT,-0.1,00-0032156
39,Kellen Clemens,QB,LAC,MIA,-0.1,00-0024264
40,Drew Stanton,QB,ARI,PHI,-0.2,00-0025430
41,Chase Daniel,QB,KC,BAL,-0.2,00-0026544
42,Amari Cooper,WR,OAK,GB,33.0,00-0031544
43,Jordan Matthews,WR,PHI,ARI,32.9,00-0031299
44,Brandin Cooks,WR,NO,DET,31.4,00-0031236
45,Sammy Watkins,WR,BUF,WAS,31.1,00-0031325
46,DeSean Jackson,WR,WAS,BUF,30.3,00-0026189
47,Kamar Aiken,WR,BAL,KC,29.8,00-0028497
48,Julio Jones,WR,ATL,JAX,29.8,00-0027944
49,Mike Evans,WR,TB,LAR,27.7,00-0031408
50,Ted Ginn,WR,CAR,NYG,26.5,00-0025396
51,Demaryius Thomas,WR,DEN,PIT,23.1,00-0027874
52,Golden Tate,WR,DET,NO,22.5,00-0027891
53,Tavon Austin,WR,LA,TB,22.3,00-0030525
54,Jermaine Kearse,WR,SEA,CLE,21.0,00-0029159
55,Stefon Diggs,WR,MIN,CHI,20.5,00-0031588
56,Doug Baldwin,WR,SEA,CLE,20.5,00-0028434
57,Anquan Boldin,WR,SF,CIN,20.4,00-0022084
58,Dorial Green-Beckham,WR,TEN,NE,20.3,00-0032218
59,James Jones,WR,GB,OAK,20.2,00-0025465
60,Odell Beckham Jr,WR,NYG,CAR,19.6,00-0031235
61,Martavis Bryant,WR,PIT,DEN,18.7,00-0031373
62,Markus Wheaton,WR,PIT,DEN,18.2,00-0030460
63,Jeremy Maclin,WR,KC,BAL,18.0,00-0026995
64,Willie Snead,WR,NO,DET,17.6,00-0030663
65,Eric Decker,WR,NYJ,DAL,17.5,00-0027690
66,DeAndre Hopkins,WR,HOU,IND,17.4,00-0030564
67,Tyler Lockett,WR,SEA,CLE,16.5,00-0032211
68,Donte Moncrief,WR,IND,HOU,16.1,00-0031339
69,Kenny Britt,WR,LA,TB,15.1,00-0027006
70,Dez Bryant,WR,DAL,NYJ,15.0,00-0027902
71,Allen Robinson,WR,JAX,ATL,14.7,00-0031428
72,Rueben Randle,WR,NYG,CAR,14.7,00-0029262
73,Corey Brown,WR,CAR,NYG,14.1,00-0031118
74,Jarvis Landry,WR,MIA,LAC,13.4,00-0031382
75,Michael Crabtree,WR,OAK,GB,13.0,00-0026986
76,Marvin Jones,WR,CIN,SF,12.9,00-0029293
77,John Brown,WR,ARI,PHI,12.8,00-0031051
78,Brandon LaFell,WR,NE,TEN,12.8,00-0027681
79,Devante Parker,WR,MIA,LAC,12.7,00-0031547
80,Pierre Garcon,WR,WAS,BUF,12.4,00-0026345
81,Michael Floyd,WR,ARI,PHI,12.0,00-0029638
82,Adam Humphries,WR,TB,LAR,12.0,00-0032009
83,Marques Colston,WR,NO,DET,11.9,00-0024466
84,Brandon Marshall,WR,NYJ,DAL,11.4,00-0024334
85,Devin Funchess,WR,CAR,NYG,11.0,00-0032055
86,Dontrelle Inman,WR,LAC,MIA,10.8,00-0028411
87,Randall Cobb,WR,GB,OAK,10.8,00-0028002
88,Jaelen Strong,WR,HOU,IND,10.3,00-0031560
89,Josh Huff,WR,PHI,ARI,9.2,00-0030990
90,Delanie Walker,TE,TEN,NE,20.4,00-0024389
91,Greg Olsen,TE,CAR,NYG,19.9,00-0025418
92,Benjamin Watson,TE,NO,DET,16.9,00-0022943
93,Rob Gronkowski,TE,NE,TEN,16.4,00-0027656
94,Will Tye,TE,NYG,CAR,15.3,00-0032004
95,Antonio Gates,TE,LAC,MIA,14.8,00-0021547
96,Julius Thomas,TE,JAX,ATL,13.9,00-0028067
97,Travis Kelce,TE,KC,BAL,13.3,00-0030506
98,Tyler Kroft,TE,CIN,SF,12.1,00-0032214
99,Austin Seferian-Jenkins,TE,TB,LAR,11.9,00-0031418
100,Gary Barnidge,TE,CLE,SEA,11.9,00-0026281
101,Eric Ebron,TE,DET,NO,11.9,00-0031387
102,Zach Miller,TE,CHI,MIN,11.7,00-0027125
103,Luke Stocker,TE,TB,LAR,11.5,00-0028042
104,Jared Cook,TE,LA,TB,10.4,00-0027061
105,Jason Witten,TE,DAL,NYJ,9.9,00-0022127
106,Darren Fells,TE,ARI,PHI,8.4,00-0029738
107,Blake Bell,TE,SF,CIN,8.3,00-0032062
108,Maxx Williams,TE,BAL,KC,8.1,00-0031558
109,Lance Kendricks,TE,LA,TB,5.7,00-0027985
110,Brent Celek,TE,PHI,ARI,5.1,00-0025549
111,Anthony Fasano,TE,TEN,NE,5.1,00-0024268
112,Ryan Griffin,TE,HOU,IND,5.0,00-0030108
113,Mychal Rivera,TE,OAK,GB,5.0,00-0030514
114,Cameron Brate,TE,TB,LAR,5.0,00-0031273
115,Nick O'Leary,TE,BUF,WAS,4.7,00-0032117
116,Heath Miller,TE,PIT,DEN,4.2,00-0023465
117,Kyle Rudolph,TE,MIN,CHI,4.1,00-0027981
118,Luke Willson,TE,SEA,CLE,3.7,00-0030089
119,Marcedes Lewis,TE,JAX,ATL,3.6,00-0024243
