Player,Position,Team,Opponent,Points
Rob Housler,TE,CHI,MIN,1.90
Jerome Cunningham,TE,NYG,CAR,1.70
Michael Williams,TE,NE,TEN,1.70
Richard Rodgers,TE,GB,OAK,1.70
Dwayne Allen,TE,IND,HOU,1.60
Justin Perillo,TE,GB,OAK,1.50
Craig Stevens,TE,TEN,NE,1.50
Vernon Davis,TE,DEN,PIT,1.50
Devonta Freeman,RB,ATL,JAX,23.10
Matt Forte,RB,CHI,MIN,22.40
Shane Vereen,RB,NYG,CAR,21.20
Bilal Powell,RB,NYJ,DAL,20.90
James White,RB,NE,TEN,20.70
Rashad Jennings,RB,NYG,CAR,19.70
Jerick McKinnon,RB,MIN,CHI,18.60
Joique Bell,RB,DET,NO,18.10
Denard Robinson,RB,JAX,ATL,16.70
DeAngelo Williams,RB,PIT,DEN,16.60
Charcandrick West,RB,KC,BAL,16.50
Mike Gillislee,RB,BUF,WAS,16.30
Darren McFadden,RB,DAL,NYJ,16.30
Todd Gurley,RB,LAR,TB,15.90
Ameer Abdullah,RB,DET,NO,15.90
Jeremy Hill,RB,CIN,SF,14.10
Kyle Juszczyk,FB,BAL,KC,13.60
Duke Johnson,RB,CLE,SEA,13.50
Alfred Blue,RB,HOU,IND,12.70
Donald Brown,RB,LAC,MIA,12.40
Antonio Andrews,RB,TEN,NE,12.00
Tim Hightower,RB,NO,DET,11.50
Cameron Artis-Payne,RB,CAR,NYG,11.30
Jay Ajayi,RB,MIA,LAC,11.20
Kendall Gaskins,FB,SF,CIN,11.20
Doug Martin,RB,TB,LAR,10.70
Charles Sims,RB,TB,LAR,10.20
Giovani Bernard,RB,CIN,SF,9.10
Latavius Murray,RB,OAK,GB,9.00
Michael Burton,FB,DET,NO,9.00
Christine Michael,RB,SEA,CLE,8.40
Alfred Morris,RB,WAS,BUF,8.40
Bruce Miller,FB,SF,CIN,8.30
Zach Line,FB,MIN,CHI,7.70
Travaris Cadet,RB,SF,CIN,7.60
Brandon Bolden,RB,NE,TEN,7.40
John Kuhn,FB,GB,OAK,7.20
Frank Gore,RB,IND,HOU,6.90
Jeremy Langford,RB,CHI,MIN,6.70
Marcel Reece,FB,OAK,GB,6.70
Terrance West,RB,BAL,KC,6.60
Adrian Peterson,RB,MIN,CHI,6.30
Ryan Mathews,RB,PHI,ARI,6.10
Isaiah Crowell,RB,CLE,SEA,6.00
Melvin Gordon,RB,LAC,MIA,5.70
Kerwynn Williams,RB,ARI,PHI,5.60
James Starks,RB,GB,OAK,5.60
Darren Sproles,RB,PHI,ARI,5.50
Mason Crosby,K,GB,OAK,0.00
Dan Bailey,K,DAL,NYJ,0.00
Cairo Santos,K,KC,BAL,0.00
Steven Hauschka,K,SEA,CLE,0.00
Shayne Graham,K,ATL,JAX,0.00
Blair Walsh,K,MIN,CHI,0.00
Chris Boswell,K,PIT,DEN,0.00
Nick Novak,K,HOU,IND,0.00
Chandler Catanzaro,K,ARI,PHI,0.00
Kai Forbath,K,NO,DET,0.00
Sebastian Janikowski,K,OAK,GB,0.00
Graham Gano,K,CAR,NYG,0.00
Robbie Gould,K,CHI,MIN,0.00
Travis Coons,K,CLE,SEA,0.00
Randy Bullock,K,NYJ,DAL,0.00
Greg Zuerlein,K,LAR,TB,0.00
Josh Lambo,K,LAC,MIA,0.00
Mike Nugent,K,CIN,SF,0.00
Caleb Sturgis,K,PHI,ARI,0.00
Matt Prater,K,DET,NO,0.00
Jason Myers,K,JAX,ATL,0.00
Dan Carpenter,K,BUF,WAS,0.00
Josh Brown,K,NYG,CAR,0.00
Dustin Hopkins,K,WAS,BUF,0.00
Ryan Succop,K,TEN,NE,0.00
Adam Vinatieri,K,IND,HOU,0.00
Brandon McManus,K,DEN,PIT,0.00
Justin Tucker,K,BAL,KC,0.00
Andrew Franks,K,MIA,LAC,0.00
Phil Dawson,K,SF,CIN,0.00
Jordan Gay,K,BUF,WAS,0.00
Arizona Cardinals,DST,ARI,PHI,17.00
Cincinnati Bengals,DST,CIN,SF,15.00
Green Bay Packers,DST,GB,OAK,14.00
New York Jets,DST,NYJ,DAL,11.00
Houston Texans,DST,HOU,IND,11.00
Minnesota Vikings,DST,MIN,CHI,10.00
Seattle Seahawks,DST,SEA,CLE,9.00
Indianapolis Colts,DST,IND,HOU,8.00
Oakland Raiders,DST,OAK,GB,8.00
San Francisco 49ers,DST,SF,CIN,6.00
Denver Broncos,DST,DEN,PIT,6.00
Tennessee Titans,DST,TEN,NE,6.00
Los Angeles Chargers,DST,LAC,MIA,6.00
Pittsburgh Steelers,DST,PIT,DEN,6.00
Atlanta Falcons,DST,ATL,JAX,5.00
Dallas Cowboys,DST,DAL,NYJ,5.00
Washington Redskins,DST,WAS,BUF,5.00
Los Angeles Rams,DST,LAR,TB,4.00
Miami Dolphins,DST,MIA,LAC,4.00
Jacksonville Jaguars,DST,JAX,ATL,3.00
Baltimore Ravens,DST,BAL,KC,3.00
New York Giants,DST,NYG,CAR,3.00
Carolina Panthers,DST,CAR,NYG,2.00
New Orleans Saints,DST,NO,DET,1.00
Cleveland Browns,DST,CLE,SEA,1.00
Philadelphia Eagles,DST,PHI,ARI,1.00
Detroit Lions,DST,DET,NO,1.00
Tampa Bay Buccaneers,DST,TB,LAR,1.00
Buffalo Bills,DST,BUF,WAS,-1.00
Chicago Bears,DST,CHI,MIN,-3.00
