Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,David Johnson,RB,15,ARI,PHI,29,187,6,3,4,4,42,0,0,0,47.90,2015
2,Danny Woodhead,RB,15,LAC,MIA,8,10,1,1,6,6,50,3,0,0,36.00,2015
3,Devonta Freeman,RB,15,ATL,JAX,25,56,2,1,10,7,45,0,0,0,23.10,2015
4,Matt Forte,RB,15,CHI,MIN,8,47,6,0,7,6,57,1,0,0,22.40,2015
5,Shane Vereen,RB,15,NYG,CAR,4,29,7,0,10,8,43,1,0,0,21.20,2015
6,Bilal Powell,RB,15,NYJ,DAL,6,25,4,1,7,7,54,0,0,0,20.90,2015
7,James White,RB,15,NE,TEN,1,6,6,0,8,7,71,1,0,0,20.70,2015
8,Rashad Jennings,RB,15,NYG,CAR,16,107,7,1,3,1,0,0,1,1,19.70,2015
9,Jerick McKinnon,RB,15,MIN,CHI,7,10,1,0,4,4,76,1,0,0,18.60,2015
10,Joique Bell,RB,15,DET,NO,8,71,9,1,3,2,30,0,1,0,18.10,2015
11,Denard Robinson,RB,15,JAX,ATL,14,41,3,0,10,8,46,0,2,0,16.70,2015
12,DeAngelo Williams,RB,15,PIT,DEN,14,26,2,1,6,5,30,0,0,0,16.60,2015
13,Charcandrick West,RB,15,KC,BAL,16,76,5,1,2,2,9,0,0,0,16.50,2015
14,Mike Gillislee,RB,15,BUF,WAS,4,81,20,1,2,2,2,0,0,0,16.30,2015
15,Darren McFadden,RB,15,DAL,NYJ,16,100,6,0,3,2,13,0,0,0,16.30,2015
16,Todd Gurley,RB,15,LAR,TB,21,48,2,1,2,2,31,0,0,0,15.90,2015
17,Ameer Abdullah,RB,15,DET,NO,9,77,9,1,2,2,12,0,1,1,15.90,2015
18,Jeremy Hill,RB,15,CIN,SF,19,31,2,2,1,0,0,0,1,1,14.10,2015
19,Kyle Juszczyk,FB,15,BAL,KC,0,0,0,0,6,5,26,1,0,0,13.60,2015
20,Duke Johnson,RB,15,CLE,SEA,4,46,12,0,5,5,39,0,1,0,13.50,2015
21,Alfred Blue,RB,15,HOU,IND,20,107,5,0,0,0,0,0,1,1,12.70,2015
22,Donald Brown,RB,15,LAC,MIA,12,90,8,0,3,2,14,0,0,0,12.40,2015
23,Antonio Andrews,RB,15,TEN,NE,14,45,3,0,6,5,25,0,0,0,12.00,2015
24,Tim Hightower,RB,15,NO,DET,13,54,4,0,4,3,31,0,0,0,11.50,2015
25,Cameron Artis-Payne,RB,15,CAR,NYG,14,59,4,0,2,2,34,0,0,0,11.30,2015
26,Jay Ajayi,RB,15,MIA,LAC,6,27,5,1,3,1,15,0,0,0,11.20,2015
27,Kendall Gaskins,FB,15,SF,CIN,2,0,0,0,7,6,52,0,0,0,11.20,2015
28,Doug Martin,RB,15,TB,LAR,18,91,5,0,2,1,6,0,0,0,10.70,2015
29,Charles Sims,RB,15,TB,LAR,7,50,7,0,3,3,22,0,0,0,10.20,2015
30,Giovani Bernard,RB,15,CIN,SF,14,33,2,0,4,4,18,0,0,0,9.10,2015
31,Latavius Murray,RB,15,OAK,GB,21,78,4,0,2,1,2,0,0,0,9.00,2015
32,Michael Burton,FB,15,DET,NO,0,0,0,0,2,2,10,1,0,0,9.00,2015
33,Alfred Morris,RB,15,WAS,BUF,14,84,6,0,0,0,0,0,0,0,8.40,2015
34,Christine Michael,RB,15,SEA,CLE,16,84,5,0,0,0,0,0,0,0,8.40,2015
35,Bruce Miller,FB,15,SF,CIN,2,3,2,1,1,1,10,0,0,0,8.30,2015
36,Zach Line,FB,15,MIN,CHI,1,3,3,0,2,1,4,1,0,0,7.70,2015
37,Travaris Cadet,RB,15,SF,CIN,2,4,2,0,6,4,32,0,0,0,7.60,2015
38,Brandon Bolden,RB,15,NE,TEN,10,36,4,0,3,2,18,0,0,0,7.40,2015
39,John Kuhn,FB,15,GB,OAK,3,12,4,1,1,0,0,0,0,0,7.20,2015
40,Frank Gore,RB,15,IND,HOU,16,44,3,0,2,1,15,0,0,0,6.90,2015
41,Jeremy Langford,RB,15,CHI,MIN,11,46,4,0,3,1,11,0,0,0,6.70,2015
42,Marcel Reece,FB,15,OAK,GB,0,0,0,0,3,3,37,0,0,0,6.70,2015
43,Terrance West,RB,15,BAL,KC,7,35,5,0,2,2,11,0,0,0,6.60,2015
44,Adrian Peterson,RB,15,MIN,CHI,18,63,4,0,0,0,0,0,0,0,6.30,2015
45,Ryan Mathews,RB,15,PHI,ARI,11,58,5,0,2,1,3,0,1,1,6.10,2015
46,Isaiah Crowell,RB,15,CLE,SEA,9,23,3,0,3,3,7,0,0,0,6.00,2015
47,Melvin Gordon,RB,15,LAC,MIA,15,41,3,0,1,1,6,0,0,0,5.70,2015
48,Kerwynn Williams,RB,15,ARI,PHI,6,34,6,0,1,1,12,0,0,0,5.60,2015
49,James Starks,RB,15,GB,OAK,9,51,6,0,1,1,5,0,1,1,5.60,2015
50,Darren Sproles,RB,15,PHI,ARI,6,9,2,0,4,3,16,0,0,0,5.50,2015
