Player,Position,Team,Opponent,Points
Geno Smith,QB,NYJ,CLE,27.36
Colin Kaepernick,QB,SF,ATL,22.98
Matt Ryan,QB,ATL,SF,22.92
Ben Roethlisberger,QB,PIT,GB,20.98
Nick Foles,QB,PHI,CHI,18.90
Chad Henne,QB,JAX,TEN,16.58
Tony Romo,QB,DAL,WAS,15.94
Jay Cutler,QB,CHI,PHI,15.38
Joe Flacco,QB,BAL,NE,14.40
Andrew Luck,QB,IND,KC,14.14
Drew Brees,QB,NO,CAR,14.14
Eli Manning,QB,NYG,DET,13.04
Matt Flynn,QB,GB,PIT,12.08
Kirk Cousins,QB,WAS,DAL,11.88
Tom Brady,QB,NE,BAL,10.88
Cam Newton,QB,CAR,NO,10.84
Russell Wilson,QB,SEA,ARI,10.52
Ryan Fitzpatrick,QB,TEN,JAX,10.34
Philip Rivers,QB,LAC,OAK,9.74
Matt Schaub,QB,HOU,DEN,9.54
Matthew Stafford,QB,DET,NYG,8.78
Thaddeus Lewis,QB,BUF,MIA,8.02
Alex Smith,QB,KC,IND,7.82
Matt McGloin,QB,OAK,LAC,7.74
Jason Campbell,QB,CLE,NYJ,7.22
Carson Palmer,QB,ARI,SEA,6.82
Matt Cassel,QB,MIN,CIN,6.16
Mike Glennon,QB,TB,LAR,5.62
Kellen Clemens,QB,LAR,TB,5.32
Ryan Tannehill,QB,MIA,BUF,3.28
Tyrod Taylor,QB,BAL,NE,2.98
Josh McCown,QB,CHI,PHI,0.50
Josh Johnson,QB,CIN,MIN,0.30
Matt Moore,QB,MIA,BUF,0.12
Brock Osweiler,QB,DEN,HOU,0.00
Joe Webb,QB,MIN,CIN,0.00
Luke McCown,QB,NO,CAR,0.00
Michael Vick,QB,PHI,CHI,-0.20
Pierre Garcon,WR,WAS,DAL,34.40
Demaryius Thomas,WR,DEN,HOU,29.30
AJ Green,WR,CIN,MIN,28.70
Nate Washington,WR,TEN,JAX,26.70
Jerrel Jernigan,WR,NYG,DET,20.00
Antonio Brown,WR,PIT,GB,19.50
David Nelson,WR,NYJ,CLE,19.30
Anquan Boldin,WR,SF,ATL,19.20
Michael Crabtree,WR,SF,ATL,18.20
Mike Brown,WR,JAX,TEN,18.10
Josh Gordon,WR,CLE,NYJ,17.90
James Jones,WR,GB,PIT,17.40
Dez Bryant,WR,DAL,WAS,17.30
Jarrett Boykin,WR,GB,PIT,16.40
Stedman Bailey,WR,LAR,TB,16.10
Cordarrelle Patterson,WR,MIN,CIN,15.20
Marvin Jones,WR,CIN,MIN,15.10
Griff Whalen,WR,IND,KC,15.00
Vincent Jackson,WR,TB,LAR,14.80
Mohamed Sanu,WR,CIN,MIN,14.70
Julian Edelman,WR,NE,BAL,14.70
Riley Cooper,WR,PHI,CHI,14.30
Brandon Marshall,WR,CHI,PHI,13.60
Alshon Jeffery,WR,CHI,PHI,13.60
Keshawn Martin,WR,HOU,DEN,13.50
Jeremy Kerley,WR,NYJ,CLE,12.80
Terrance Williams,WR,DAL,WAS,12.40
Andre Holmes,WR,OAK,LAC,12.10
Marques Colston,WR,NO,CAR,11.30
Jarius Wright,WR,MIN,CIN,10.60
Keenan Allen,WR,LAC,OAK,10.60
Andre Johnson,WR,HOU,DEN,10.30
TY Hilton,WR,IND,KC,10.20
Michael Floyd,WR,ARI,SEA,10.10
Drew Davis,WR,ATL,SF,10.00
Robert Woods,WR,BUF,MIA,10.00
Torrey Smith,WR,BAL,NE,9.90
Domenik Hixon,WR,CAR,NO,9.80
Dwayne Bowe,WR,KC,IND,9.60
Harry Douglas,WR,ATL,SF,9.60
Eddie Royal,WR,LAC,OAK,9.40
Ted Ginn,WR,CAR,NO,9.30
Hakeem Nicks,WR,NYG,DET,9.20
Marlon Brown,WR,BAL,NE,9.10
Emmanuel Sanders,WR,PIT,GB,8.70
Kerry Taylor,WR,JAX,TEN,8.50
Da'Rick Rogers,WR,IND,KC,8.20
DeSean Jackson,WR,PHI,CHI,8.10
Jimmy Graham,TE,NO,CAR,18.30
Marcedes Lewis,TE,JAX,TEN,15.00
Brent Celek,TE,PHI,CHI,13.80
Martellus Bennett,TE,CHI,PHI,13.50
Jermaine Gresham,TE,CIN,MIN,12.90
Ryan Griffin,TE,HOU,DEN,11.60
Joseph Fauria,TE,DET,NYG,9.30
Brandon Myers,TE,NYG,DET,9.30
Ed Dickson,TE,BAL,NE,8.40
Matt Spaeth,TE,PIT,GB,8.10
Zach Miller,TE,SEA,ARI,8.10
Delanie Walker,TE,TEN,JAX,7.50
Greg Olsen,TE,CAR,NO,7.50
Dennis Pitta,TE,BAL,NE,7.40
Antonio Gates,TE,LAC,OAK,7.20
Charles Clay,TE,MIA,BUF,7.20
Tim Wright,TE,TB,LAR,6.70
Kellen Winslow,TE,NYJ,CLE,6.50
Mychal Rivera,TE,OAK,LAC,6.30
Cory Harkey,TE,LAR,TB,5.20
Jacob Tamme,TE,DEN,HOU,5.20
Scott Chandler,TE,BUF,MIA,5.10
Jeff Cumberland,TE,NYJ,CLE,5.00
Jared Cook,TE,LAR,TB,4.70
Heath Miller,TE,PIT,GB,4.70
Benjamin Watson,TE,NO,CAR,4.60
Jim Dray,TE,ARI,SEA,4.60
Gary Barnidge,TE,CLE,NYJ,4.30
Rhett Ellison,TE,MIN,CIN,4.20
David Paulson,TE,PIT,GB,4.00
Zach Ertz,TE,PHI,CHI,3.70
Lee Smith,TE,BUF,MIA,3.40
Jason Witten,TE,DAL,WAS,3.30
Anthony Fasano,TE,KC,IND,2.90
Andrew Quarless,TE,GB,PIT,2.90
Coby Fleener,TE,IND,KC,2.80
Jake Ballard,TE,ARI,SEA,2.70
Logan Paulsen,TE,WAS,DAL,2.70
Jeron Mastrud,TE,OAK,LAC,2.20
Fred Davis,TE,WAS,DAL,1.90
Bear Pascoe,TE,NYG,DET,1.90
Michael Hoomanawanui,TE,NE,BAL,1.90
Virgil Green,TE,DEN,HOU,1.80
Dorin Dickerson,TE,DET,NYG,1.80
Tyler Eifert,TE,CIN,MIN,1.60
Jack Doyle,TE,IND,KC,1.60
Weslye Saunders,TE,IND,KC,1.60
John Phillips,TE,LAC,OAK,1.50
Jamaal Charles,RB,KC,IND,28.40
DeMarco Murray,RB,DAL,WAS,26.10
Donald Brown,RB,IND,KC,25.00
Eddie Lacy,RB,GB,PIT,23.00
Fred Jackson,RB,BUF,MIA,22.80
Le'Veon Bell,RB,PIT,GB,21.90
Ryan Mathews,RB,LAC,OAK,20.90
Bryce Brown,RB,PHI,CHI,20.50
Zac Stacy,RB,LAR,TB,19.90
LeGarrette Blount,RB,NE,BAL,19.60
Frank Gore,RB,SF,ATL,17.30
Shonn Greene,RB,TEN,JAX,16.10
Edwin Baker,RB,CLE,NYJ,15.60
Alfred Morris,RB,WAS,DAL,14.80
Chris Ivory,RB,NYJ,CLE,13.90
DeAngelo Williams,RB,CAR,NO,13.70
CJ Spiller,RB,BUF,MIA,13.30
Steven Jackson,RB,ATL,SF,12.90
Knowshon Moreno,RB,DEN,HOU,12.20
