Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Tony Gonzalez,TE,16,ATL,SF,11,8,73,63,1,15,6,8,0,0,0,0,0,20.30,2013
2,Julius Thomas,TE,16,DEN,HOU,8,6,75,78,1,25,10,13,0,0,0,0,0,19.80,2013
3,Jimmy Graham,TE,16,NO,CAR,11,5,46,73,1,46,7,15,0,0,0,0,0,18.30,2013
4,Marcedes Lewis,TE,16,JAX,TEN,6,4,67,50,1,30,8,13,0,0,0,0,0,15.00,2013
5,Brent Celek,TE,16,PHI,CHI,4,3,75,58,1,24,15,19,0,0,0,1,1,13.80,2013
6,Martellus Bennett,TE,16,CHI,PHI,8,5,63,85,0,30,11,17,0,0,0,0,0,13.50,2013
7,Jermaine Gresham,TE,16,CIN,MIN,3,3,100,49,1,22,16,16,0,0,0,1,1,12.90,2013
8,Ryan Griffin,TE,16,HOU,DEN,5,5,100,66,0,40,13,13,0,0,0,0,0,11.60,2013
9,Joseph Fauria,TE,16,DET,NYG,7,3,43,43,0,17,6,14,0,0,0,0,0,9.30,2013
10,Brandon Myers,TE,16,NYG,DET,7,4,57,53,0,25,8,13,0,0,0,0,0,9.30,2013
11,Ed Dickson,TE,16,BAL,NE,5,4,80,44,0,17,9,11,0,0,0,0,0,8.40,2013
12,Zach Miller,TE,16,SEA,ARI,3,1,33,11,1,11,4,11,0,0,0,0,0,8.10,2013
13,Matt Spaeth,TE,16,PIT,GB,1,1,100,11,1,11,11,11,0,0,0,0,0,8.10,2013
14,Delanie Walker,TE,16,TEN,JAX,7,4,57,35,0,11,5,9,0,0,0,0,0,7.50,2013
15,Greg Olsen,TE,16,CAR,NO,7,4,57,35,0,14,5,9,0,0,0,0,0,7.50,2013
16,Dennis Pitta,TE,16,BAL,NE,7,4,57,34,0,15,5,9,0,0,0,0,0,7.40,2013
17,Antonio Gates,TE,16,LAC,OAK,3,3,100,42,0,16,14,14,0,0,0,0,0,7.20,2013
18,Charles Clay,TE,16,MIA,BUF,7,4,57,32,0,13,5,8,0,0,0,0,0,7.20,2013
19,Tim Wright,TE,16,TB,LAR,6,4,67,27,0,8,5,7,0,0,0,0,0,6.70,2013
20,Kellen Winslow,TE,16,NYJ,CLE,5,3,60,35,0,16,7,12,0,0,0,0,0,6.50,2013
21,Mychal Rivera,TE,16,OAK,LAC,3,2,67,43,0,37,14,22,0,0,0,0,0,6.30,2013
22,Jacob Tamme,TE,16,DEN,HOU,3,3,100,22,0,10,7,7,0,0,0,0,0,5.20,2013
23,Cory Harkey,TE,16,LAR,TB,3,3,100,22,0,10,7,7,0,0,0,0,0,5.20,2013
24,Scott Chandler,TE,16,BUF,MIA,3,2,67,31,0,16,10,16,0,0,0,0,0,5.10,2013
25,Jeff Cumberland,TE,16,NYJ,CLE,3,2,67,30,0,18,10,15,0,0,0,0,0,5.00,2013
26,Jared Cook,TE,16,LAR,TB,2,2,100,27,0,18,14,14,0,0,0,0,0,4.70,2013
27,Heath Miller,TE,16,PIT,GB,4,3,75,17,0,6,4,6,0,0,0,0,0,4.70,2013
28,Benjamin Watson,TE,16,NO,CAR,2,2,100,26,0,22,13,13,0,0,0,0,0,4.60,2013
29,Jim Dray,TE,16,ARI,SEA,3,3,100,16,0,8,5,5,0,0,0,0,0,4.60,2013
30,Gary Barnidge,TE,16,CLE,NYJ,4,2,50,23,0,16,6,12,0,0,0,0,0,4.30,2013
31,Rhett Ellison,TE,16,MIN,CIN,3,2,67,22,0,17,7,11,0,0,0,0,0,4.20,2013
32,David Paulson,TE,16,PIT,GB,1,1,100,30,0,30,30,30,0,0,0,0,0,4.00,2013
33,Zach Ertz,TE,16,PHI,CHI,1,1,100,27,0,27,27,27,0,0,0,0,0,3.70,2013
34,Lee Smith,TE,16,BUF,MIA,1,1,100,24,0,24,24,24,0,0,0,0,0,3.40,2013
35,Jason Witten,TE,16,DAL,WAS,2,2,100,13,0,8,7,7,0,0,0,0,0,3.30,2013
36,Anthony Fasano,TE,16,KC,IND,3,1,33,19,0,19,6,19,0,0,0,0,0,2.90,2013
37,Andrew Quarless,TE,16,GB,PIT,4,1,25,19,0,19,5,19,0,0,0,0,0,2.90,2013
38,Coby Fleener,TE,16,IND,KC,3,2,67,8,0,6,3,4,0,0,0,1,0,2.80,2013
39,Jake Ballard,TE,16,ARI,SEA,3,1,33,17,0,17,6,17,0,0,0,0,0,2.70,2013
40,Logan Paulsen,TE,16,WAS,DAL,2,2,100,7,0,5,4,4,0,0,0,0,0,2.70,2013
41,Jeron Mastrud,TE,16,OAK,LAC,3,1,33,12,0,12,4,12,0,0,0,0,0,2.20,2013
42,Fred Davis,TE,16,WAS,DAL,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90,2013
43,Michael Hoomanawanui,TE,16,NE,BAL,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90,2013
44,Bear Pascoe,TE,16,NYG,DET,2,1,50,7,0,7,4,7,1,2,0,0,0,1.90,2013
45,Virgil Green,TE,16,DEN,HOU,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80,2013
46,Dorin Dickerson,TE,16,DET,NYG,3,1,33,8,0,8,3,8,0,0,0,0,0,1.80,2013
47,Tyler Eifert,TE,16,CIN,MIN,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2013
48,Jack Doyle,TE,16,IND,KC,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2013
49,Weslye Saunders,TE,16,IND,KC,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60,2013
50,John Phillips,TE,16,LAC,OAK,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50,2013
