Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Nick Novak,K,16,LAC,OAK,4,4,100,48,2,2,0.00,2013
2,Matt Prater,K,16,DEN,HOU,3,3,100,44,4,4,0.00,2013
3,Dan Carpenter,K,16,BUF,MIA,4,4,100,45,1,1,0.00,2013
4,Greg Zuerlein,K,16,LAR,TB,3,3,100,54,2,2,0.00,2013
5,Josh Brown,K,16,NYG,DET,3,3,100,52,2,2,0.00,2013
6,Adam Vinatieri,K,16,IND,KC,3,4,75,46,2,2,0.00,2013
7,Kai Forbath,K,16,WAS,DAL,3,3,100,47,2,2,0.00,2013
8,Stephen Gostkowski,K,16,NE,BAL,2,2,100,45,5,5,0.00,2013
9,Rob Bironas,K,16,TEN,JAX,2,2,100,52,2,2,0.00,2013
10,Alex Henery,K,16,PHI,CHI,1,1,100,49,7,7,0.00,2013
11,Phil Dawson,K,16,SF,ATL,2,2,100,49,4,4,0.00,2013
12,Jay Feely,K,16,ARI,SEA,3,3,100,46,0,0,0.00,2013
13,Shaun Suisham,K,16,PIT,GB,1,1,100,31,5,5,0.00,2013
14,Rian Lindell,K,16,TB,LAR,2,2,100,35,1,1,0.00,2013
15,Billy Cundiff,K,16,CLE,NYJ,2,2,100,27,1,1,0.00,2013
16,Randy Bullock,K,16,HOU,DEN,2,2,100,45,1,1,0.00,2013
17,Shayne Graham,K,16,NO,CAR,2,2,100,40,1,1,0.00,2013
18,Mason Crosby,K,16,GB,PIT,1,1,100,22,4,4,0.00,2013
19,Sebastian Janikowski,K,16,OAK,LAC,2,2,100,42,1,1,0.00,2013
20,Mike Nugent,K,16,CIN,MIN,0,0,0,0,6,6,0.00,2013
21,Dan Bailey,K,16,DAL,WAS,1,1,100,25,3,3,0.00,2013
22,Nick Folk,K,16,NYJ,CLE,1,2,50,21,3,3,0.00,2013
23,Matt Bryant,K,16,ATL,SF,1,1,100,35,3,3,0.00,2013
24,Graham Gano,K,16,CAR,NO,1,1,100,40,2,2,0.00,2013
25,Josh Scobee,K,16,JAX,TEN,1,1,100,36,1,1,0.00,2013
26,David Akers,K,16,DET,NYG,1,1,100,37,1,1,0.00,2013
27,Steven Hauschka,K,16,SEA,ARI,1,2,50,27,1,1,0.00,2013
28,Robbie Gould,K,16,CHI,PHI,1,1,100,50,0,0,0.00,2013
29,Blair Walsh,K,16,MIN,CIN,0,0,0,0,2,2,0.00,2013
30,Ryan Succop,K,16,KC,IND,0,1,0,0,1,1,0.00,2013
31,Justin Tucker,K,16,BAL,NE,0,1,0,0,1,1,0.00,2013
32,Caleb Sturgis,K,16,MIA,BUF,0,0,0,0,0,0,0.00,2013
