,Player,Position,Team,Opponent,Points,PlayerID
0,Aaron Rodgers,QB,GB,TB,25.76,00-0023459
1,Rex Grossman,QB,WAS,DAL,25.56,00-0022121
2,Jay Cutler,QB,CHI,LAC,25.54,00-0024226
3,Tony Romo,QB,DAL,WAS,23.48,00-0021678
4,Josh Freeman,QB,TB,GB,23.18,00-0026993
5,Andy Dalton,QB,CIN,BAL,22.12,00-0027973
6,Christian Ponder,QB,MIN,OAK,20.54,00-0027950
7,Matt Ryan,QB,ATL,TEN,19.94,00-0026143
8,Alex Smith,QB,SF,ARI,19.38,00-0023436
9,Matt Moore,QB,MIA,BUF,18.6,00-0025708
10,Joe Flacco,QB,BAL,CIN,17.6,00-0026158
11,Tom Brady,QB,NE,KC,17.36,00-0019596
12,Philip Rivers,QB,LAC,CHI,17.2,00-0022942
13,Carson Palmer,QB,OAK,MIN,17.06,00-0021429
14,Tim Tebow,QB,DEN,NYJ,16.96,00-0027876
15,Vince Young,QB,PHI,NYG,15.82,00-0024218
16,Jake Locker,QB,TEN,ATL,14.7,00-0027946
17,Colt McCoy,QB,CLE,JAX,13.66,00-0027688
18,Eli Manning,QB,NYG,PHI,12.56,00-0022803
19,Blaine Gabbert,QB,JAX,CLE,9.4,00-0027948
20,Mark Sanchez,QB,NYJ,DEN,9.08,00-0026898
21,Tarvaris Jackson,QB,SEA,LAR,8.92,00-0024279
22,Sam Bradford,QB,LA,SEA,8.24,00-0027854
23,Ryan Fitzpatrick,QB,BUF,MIA,7.96,00-0023682
24,Richard Bartel,QB,ARI,SF,7.46,00-0025749
25,Tyler Palko,QB,KC,NE,5.84,00-0024812
26,Matt Hasselbeck,QB,TEN,ATL,5.66,00-0007091
27,John Skelton,QB,ARI,SF,0.96,00-0027754
28,Mark Brunell,QB,NYJ,DEN,0.0,00-0002110
29,JP Losman,QB,MIA,BUF,0.0,
30,Vincent Jackson,WR,LAC,CHI,32.5,00-0023496
31,Torrey Smith,WR,BAL,CIN,31.5,00-0027996
32,Victor Cruz,WR,NYG,PHI,27.8,00-0027265
33,Jabar Gaffney,WR,WAS,DAL,27.5,00-0021163
34,Jerome Simpson,WR,CIN,BAL,26.2,00-0026186
35,Roddy White,WR,ATL,TEN,24.7,00-0023462
36,Michael Crabtree,WR,SF,ARI,22.0,00-0026986
37,Percy Harvin,WR,MIN,OAK,21.4,00-0026998
38,Mike Williams,WR,TB,GB,21.3,00-0033536
39,Nate Burleson,WR,DET,CAR,19.3,00-0021999
40,Johnny Knox,WR,CHI,LAC,18.7,00-0026913
41,Riley Cooper,WR,PHI,NYG,18.5,00-0027758
42,Brandon Lloyd,WR,LA,SEA,17.7,00-0022097
43,Steve Smith,WR,CAR,DET,17.6,
44,Kyle Williams,WR,SF,ARI,16.4,
45,Dez Bryant,WR,DAL,WAS,15.8,00-0027902
46,Dwayne Bowe,WR,KC,NE,15.7,00-0025410
47,Andre Caldwell,WR,CIN,BAL,15.3,00-0026237
48,Donte' Stallworth,WR,WAS,DAL,15.0,00-0021147
49,DeSean Jackson,WR,PHI,NYG,14.8,00-0026189
50,Sidney Rice,WR,SEA,LAR,14.7,00-0025431
51,Calvin Johnson,WR,DET,CAR,13.9,00-0025389
52,Laurent Robinson,WR,DAL,WAS,13.4,00-0025462
53,Arrelious Benn,WR,TB,GB,13.4,00-0027654
54,Steve Breaston,WR,KC,NE,13.3,00-0025529
55,Larry Fitzgerald,WR,ARI,SF,13.1,00-0022921
56,Joshua Cribbs,WR,CLE,JAX,11.2,
57,Donald Driver,WR,GB,TB,11.2,00-0004541
58,Roy Williams,WR,CHI,LAC,11.2,
59,Early Doucet,WR,ARI,SF,11.0,00-0026221
60,Greg Little,WR,CLE,JAX,10.9,00-0027997
61,Anquan Boldin,WR,BAL,CIN,10.5,00-0022084
62,Davone Bess,WR,MIA,BUF,10.5,00-0026000
63,Earl Bennett,WR,CHI,LAC,10.5,00-0026210
64,Plaxico Burress,WR,NYJ,DEN,10.4,00-0019642
65,Hakeem Nicks,WR,NYG,PHI,9.9,00-0027005
66,Titus Young,WR,DET,CAR,9.4,00-0027982
67,Harry Douglas,WR,ATL,TEN,9.1,00-0026224
68,Doug Baldwin,WR,SEA,LAR,9.0,00-0028434
69,Dezmon Briscoe,WR,TB,GB,8.7,00-0027789
70,Andrew Hawkins,WR,CIN,BAL,8.7,00-0027918
71,Steve Smith,WR,PHI,NYG,8.4,
72,Darrius Heyward-Bey,WR,OAK,MIN,8.3,00-0026983
73,Mike Williams,WR,SEA,LAR,8.2,00-0033536
74,Chaz Schilens,WR,OAK,MIN,8.1,00-0026366
75,Andre Roberts,WR,ARI,SF,8.1,00-0027691
76,Brandon LaFell,WR,CAR,DET,8.1,00-0027681
77,Jason Hill,WR,JAX,CLE,7.9,00-0025463
78,Tony Gonzalez,TE,ATL,TEN,18.4,00-0006101
79,Vernon Davis,TE,SF,ARI,17.7,00-0024221
80,Jason Witten,TE,DAL,WAS,17.5,00-0022127
81,Charles Clay,TE,MIA,BUF,16.9,00-0028112
82,Antonio Gates,TE,LAC,CHI,16.3,00-0021547
83,Brandon Pettigrew,TE,DET,CAR,13.7,00-0026996
84,Marcedes Lewis,TE,JAX,CLE,13.4,00-0024243
85,Scott Chandler,TE,BUF,MIA,12.1,00-0025516
