Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Kevin Smith,RB,11,DET,CAR,16,140,9,2,4,4,61,1,0,0,45.10,2011
2,Ray Rice,RB,11,BAL,CIN,20,104,5,2,10,5,43,0,0,0,34.70,2011
3,Chris Ogbonnaya,RB,11,CLE,JAX,21,115,6,1,3,2,19,0,0,0,24.40,2011
4,Michael Bush,RB,11,OAK,MIN,30,109,4,1,2,2,20,0,1,1,22.90,2011
5,Maurice Jones-Drew,RB,11,JAX,CLE,21,87,4,1,6,4,31,0,0,0,21.80,2011
6,LeGarrette Blount,RB,11,TB,GB,18,107,6,1,1,1,6,0,0,0,21.30,2011
7,Michael Turner,RB,11,ATL,TEN,21,100,5,1,2,1,9,0,1,1,19.90,2011
8,LeSean McCoy,RB,11,PHI,NYG,23,113,5,0,4,3,2,0,0,0,17.50,2011
9,Joe McKnight,RB,11,NYJ,DEN,16,59,4,0,7,6,62,0,1,1,17.10,2011
10,Marshawn Lynch,RB,11,SEA,LAR,27,88,3,1,2,2,1,0,1,0,16.90,2011
11,Jonathan Stewart,RB,11,CAR,DET,8,22,3,0,6,6,87,0,0,0,16.90,2011
12,Reggie Bush,RB,11,MIA,BUF,15,32,2,1,5,4,34,0,0,0,16.60,2011
13,DeMarco Murray,RB,11,DAL,WAS,25,73,3,0,7,6,32,0,0,0,16.50,2011
14,Cedric Benson,RB,11,CIN,BAL,15,41,3,2,1,0,0,0,0,0,16.10,2011
15,James Starks,RB,11,GB,TB,11,38,4,0,6,6,53,0,0,0,15.10,2011
16,Matt Forte,RB,11,CHI,LAC,20,57,3,0,5,4,26,0,0,0,12.30,2011
17,Fred Jackson,RB,11,BUF,MIA,7,17,2,0,5,5,50,0,0,0,11.70,2011
18,BenJarvus Green-Ellis,RB,11,NE,KC,20,81,4,0,2,1,25,0,0,0,11.60,2011
19,DeAngelo Williams,RB,11,CAR,DET,10,73,7,0,1,1,32,0,0,0,11.50,2011
20,Brian Leonard,RB,11,CIN,BAL,2,6,3,0,5,5,57,0,0,0,11.30,2011
21,Frank Gore,RB,11,SF,ARI,24,88,4,0,2,1,6,0,0,0,10.40,2011
22,Justin Forsett,RB,11,SEA,LAR,4,31,8,1,1,1,2,0,0,0,10.30,2011
23,Shane Vereen,RB,11,NE,KC,8,39,5,1,0,0,0,0,0,0,9.90,2011
24,Steven Jackson,RB,11,LAR,SEA,15,42,3,0,5,3,19,0,0,0,9.10,2011
25,Mike Tolbert,FB,11,LAC,CHI,3,14,5,0,7,5,24,0,0,0,8.80,2011
26,Adrian Peterson,RB,11,MIN,OAK,6,26,4,1,0,0,0,0,0,0,8.60,2011
27,Marion Barber,RB,11,CHI,LAC,7,25,4,1,0,0,0,0,0,0,8.50,2011
28,Marcel Reece,FB,11,OAK,MIN,6,45,8,0,3,2,16,0,0,0,8.10,2011
29,Danny Woodhead,RB,11,NE,KC,5,27,5,0,4,2,28,0,0,0,7.50,2011
30,John Kuhn,FB,11,GB,TB,1,2,2,1,1,1,-1,0,0,0,7.10,2011
31,Dexter McCluster,RB,11,KC,NE,8,39,5,0,2,2,9,0,0,0,6.80,2011
32,Javon Ringer,RB,11,TEN,ATL,0,0,0,0,6,3,35,0,0,0,6.50,2011
33,Lance Ball,RB,11,DEN,NYJ,5,18,4,0,3,2,26,0,0,0,6.40,2011
34,Brandon Jacobs,RB,11,NYG,PHI,12,21,2,0,4,3,11,0,0,0,6.20,2011
35,Ryan Mathews,RB,11,LAC,CHI,13,37,3,0,2,2,14,0,2,1,6.10,2011
36,Roy Helu,RB,11,WAS,DAL,8,35,4,0,2,2,3,0,0,0,5.80,2011
37,Chris Johnson,RB,11,TEN,ATL,12,13,1,0,3,3,15,0,0,0,5.80,2011
38,Kendall Hunter,RB,11,SF,ARI,11,27,3,0,1,1,15,0,0,0,5.20,2011
39,Daniel Thomas,RB,11,MIA,BUF,15,50,3,0,1,0,0,0,0,0,5.00,2011
40,Thomas Jones,RB,11,KC,NE,8,48,6,0,0,0,0,0,0,0,4.80,2011
41,Maurice Morris,RB,11,DET,CAR,7,29,4,0,1,1,8,0,0,0,4.70,2011
42,Jackie Battle,FB,11,KC,NE,8,33,4,0,1,1,3,0,0,0,4.60,2011
43,Bernard Scott,RB,11,CIN,BAL,9,40,4,0,1,0,0,0,0,0,4.00,2011
44,CJ Spiller,RB,11,BUF,MIA,3,2,1,0,4,2,18,0,0,0,4.00,2011
45,Darrel Young,FB,11,WAS,DAL,0,0,0,0,2,1,27,0,0,0,3.70,2011
46,Toby Gerhart,RB,11,MIN,OAK,7,18,3,0,1,1,7,0,0,0,3.50,2011
47,Chester Taylor,RB,11,ARI,SF,1,34,34,0,3,0,0,0,0,0,3.40,2011
48,DJ Ware,RB,11,NYG,PHI,3,-3,-1,0,3,2,17,0,0,0,3.40,2011
49,Owen Marecic,FB,11,CLE,JAX,0,0,0,0,2,2,13,0,0,0,3.30,2011
50,Anthony Dixon,RB,11,SF,ARI,7,32,5,0,0,0,0,0,0,0,3.20,2011
