Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Matt Bryant,K,11,ATL,TEN,3,3,100,33,2,2,0.00,2011
2,David Akers,K,11,SF,ARI,3,6,50,43,2,2,0.00,2011
3,Stephen Gostkowski,K,11,NE,KC,2,2,100,21,4,4,0.00,2011
4,Olindo Mare,K,11,CAR,DET,2,2,100,31,3,3,0.00,2011
5,Sebastian Janikowski,K,11,OAK,MIN,2,3,67,29,3,3,0.00,2011
6,Dan Bailey,K,11,DAL,WAS,2,2,100,39,3,3,0.00,2011
7,Connor Barth,K,11,TB,GB,2,2,100,32,2,2,0.00,2011
8,Dave Rayner,K,11,BUF,MIA,2,2,100,56,0,0,0.00,2011
9,Nick Novak,K,11,LAC,CHI,2,3,67,48,2,2,0.00,2011
10,Nick Folk,K,11,NYJ,DEN,2,4,50,45,1,1,0.00,2011
11,Billy Cundiff,K,11,BAL,CIN,1,1,100,22,4,4,0.00,2011
12,Jason Hanson,K,11,DET,CAR,0,0,0,0,7,7,0.00,2011
13,Robbie Gould,K,11,CHI,LAC,1,1,100,42,4,4,0.00,2011
14,Mike Nugent,K,11,CIN,BAL,1,1,100,27,3,3,0.00,2011
15,Graham Gano,K,11,WAS,DAL,1,3,33,40,3,3,0.00,2011
16,Steven Hauschka,K,11,SEA,LAR,1,1,100,19,3,3,0.00,2011
17,Matt Prater,K,11,DEN,NYJ,1,1,100,37,2,2,0.00,2011
18,Rob Bironas,K,11,TEN,ATL,1,1,100,46,2,2,0.00,2011
19,Mason Crosby,K,11,GB,TB,0,1,0,0,5,5,0.00,2011
20,Shayne Graham,K,11,MIA,BUF,0,0,0,0,5,5,0.00,2011
21,Alex Henery,K,11,PHI,NYG,1,1,100,33,2,2,0.00,2011
22,Josh Scobee,K,11,JAX,CLE,1,1,100,42,1,1,0.00,2011
23,Lawrence Tynes,K,11,NYG,PHI,1,1,100,48,1,1,0.00,2011
24,Thomas Howard,K,11,CIN,BAL,0,0,0,0,0,0,0.00,2011
25,Ryan Longwell,K,11,MIN,OAK,0,0,0,0,3,3,0.00,2011
26,Ryan Succop,K,11,KC,NE,1,1,100,26,0,0,0.00,2011
27,Phil Dawson,K,11,CLE,JAX,0,1,0,0,2,2,0.00,2011
28,Josh Brown,K,11,LAR,SEA,0,0,0,0,1,1,0.00,2011
29,Jay Feely,K,11,ARI,SF,0,0,0,0,1,1,0.00,2011
30,DJ Smith,K,11,GB,TB,0,0,0,0,0,0,0.00,2011
