Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,New England Patriots,DST,11,NE,KC,4,3,9,3,0,0,0,1,3,22.00,2011
2,Miami Dolphins,DST,11,MIA,BUF,3,2,4,2,0,0,0,1,8,21.00,2011
3,Denver Broncos,DST,11,DEN,NYJ,6,3,7,1,1,0,1,0,13,17.00,2011
4,San Francisco 49ers,DST,11,SF,ARI,1,2,5,3,2,0,0,0,7,16.00,2011
5,Oakland Raiders,DST,11,OAK,MIN,6,5,5,3,2,0,0,0,21,15.00,2011
6,Seattle Seahawks,DST,11,SEA,LAR,4,5,7,1,2,0,0,0,7,15.00,2011
7,Philadelphia Eagles,DST,11,PHI,NYG,6,3,10,1,1,0,0,0,10,11.00,2011
8,Carolina Panthers,DST,11,CAR,DET,4,2,3,2,1,0,0,1,49,10.00,2011
9,Baltimore Ravens,DST,11,BAL,CIN,4,2,4,3,0,0,0,0,24,8.00,2011
10,New York Giants,DST,11,NYG,PHI,7,1,1,3,0,0,0,0,17,8.00,2011
11,Los Angeles Rams,DST,11,LAR,SEA,9,4,6,2,0,0,0,0,24,8.00,2011
12,Minnesota Vikings,DST,11,MIN,OAK,10,4,8,0,1,0,0,0,27,8.00,2011
13,Chicago Bears,DST,11,CHI,LAC,5,0,1,2,1,0,0,0,20,7.00,2011
14,Dallas Cowboys,DST,11,DAL,WAS,9,3,7,1,1,0,0,0,24,7.00,2011
15,New York Jets,DST,11,NYJ,DEN,3,1,1,0,1,0,0,0,17,7.00,2011
16,Green Bay Packers,DST,11,GB,TB,6,2,4,2,0,0,0,0,26,6.00,2011
17,Arizona Cardinals,DST,11,ARI,SF,4,0,1,1,0,0,0,0,23,6.00,2011
18,Cleveland Browns,DST,11,CLE,JAX,2,1,3,0,0,0,0,0,10,5.00,2011
19,Detroit Lions,DST,11,DET,CAR,4,1,4,4,0,0,0,0,35,5.00,2011
20,Jacksonville Jaguars,DST,11,JAX,CLE,1,2,4,1,0,0,0,0,14,5.00,2011
21,Atlanta Falcons,DST,11,ATL,TEN,5,1,3,1,0,0,0,0,17,4.00,2011
22,Kansas City Chiefs,DST,11,KC,NE,3,3,6,0,1,0,0,0,34,4.00,2011
23,Washington Redskins,DST,11,WAS,DAL,5,4,8,0,0,0,0,0,27,4.00,2011
24,Cincinnati Bengals,DST,11,CIN,BAL,3,1,5,1,0,0,0,0,31,2.00,2011
25,Tennessee Titans,DST,11,TEN,ATL,7,0,1,0,1,0,0,0,23,2.00,2011
26,Los Angeles Chargers,DST,11,LAC,CHI,2,0,3,1,0,0,0,0,31,1.00,2011
27,Tampa Bay Buccaneers,DST,11,TB,GB,5,2,4,1,0,0,0,0,35,0.00,2011
28,Buffalo Bills,DST,11,BUF,MIA,4,1,1,0,0,1,0,0,35,-1.00,2011
