Player,Position,Team,Opponent,Points
Aaron Rodgers,QB,GB,TB,25.76
Rex Grossman,QB,WAS,DAL,25.56
Jay Cutler,QB,CHI,LAC,25.54
Tony Romo,QB,DAL,WAS,23.48
Josh Freeman,QB,TB,GB,23.18
Andy Dalton,QB,CIN,BAL,22.12
Christian Ponder,QB,MIN,OAK,20.54
Matt Ryan,QB,ATL,TEN,19.94
Alex Smith,QB,SF,ARI,19.38
Matt Moore,QB,MIA,BUF,18.60
Joe Flacco,QB,BAL,CIN,17.60
Tom Brady,QB,NE,KC,17.36
Philip Rivers,QB,LAC,CHI,17.20
Carson Palmer,QB,OAK,MIN,17.06
Tim Tebow,QB,DEN,NYJ,16.96
Vince Young,QB,PHI,NYG,15.82
Jake Locker,QB,TEN,ATL,14.70
Colt McCoy,QB,CLE,JAX,13.66
Eli Manning,QB,NYG,PHI,12.56
Blaine Gabbert,QB,JAX,CLE,9.40
Mark Sanchez,QB,NYJ,DEN,9.08
Tarvaris Jackson,QB,SEA,LAR,8.92
Sam Bradford,QB,LAR,SEA,8.24
Ryan Fitzpatrick,QB,BUF,MIA,7.96
Richard Bartel,QB,ARI,SF,7.46
Tyler Palko,QB,KC,NE,5.84
Matt Hasselbeck,QB,TEN,ATL,5.66
John Skelton,QB,ARI,SF,0.96
Mark Brunell,QB,NYJ,DEN,0.00
JP Losman,QB,MIA,BUF,0.00
Vincent Jackson,WR,LAC,CHI,32.50
Torrey Smith,WR,BAL,CIN,31.50
Victor Cruz,WR,NYG,PHI,27.80
Jabar Gaffney,WR,WAS,DAL,27.50
Jerome Simpson,WR,CIN,BAL,26.20
Roddy White,WR,ATL,TEN,24.70
Michael Crabtree,WR,SF,ARI,22.00
Percy Harvin,WR,MIN,OAK,21.40
Mike Williams,WR,TB,GB,21.30
Nate Burleson,WR,DET,CAR,19.30
Johnny Knox,WR,CHI,LAC,18.70
Riley Cooper,WR,PHI,NYG,18.50
Brandon Lloyd,WR,LAR,SEA,17.70
Steve Smith,WR,CAR,DET,17.60
Kyle Williams,WR,SF,ARI,16.40
Dez Bryant,WR,DAL,WAS,15.80
Dwayne Bowe,WR,KC,NE,15.70
Andre Caldwell,WR,CIN,BAL,15.30
Donte' Stallworth,WR,WAS,DAL,15.00
DeSean Jackson,WR,PHI,NYG,14.80
Sidney Rice,WR,SEA,LAR,14.70
Calvin Johnson,WR,DET,CAR,13.90
Laurent Robinson,WR,DAL,WAS,13.40
Arrelious Benn,WR,TB,GB,13.40
Steve Breaston,WR,KC,NE,13.30
Larry Fitzgerald,WR,ARI,SF,13.10
Joshua Cribbs,WR,CLE,JAX,11.20
Donald Driver,WR,GB,TB,11.20
Roy Williams,WR,CHI,LAC,11.20
Early Doucet,WR,ARI,SF,11.00
Greg Little,WR,CLE,JAX,10.90
Anquan Boldin,WR,BAL,CIN,10.50
Davone Bess,WR,MIA,BUF,10.50
Earl Bennett,WR,CHI,LAC,10.50
Plaxico Burress,WR,NYJ,DEN,10.40
Hakeem Nicks,WR,NYG,PHI,9.90
Titus Young,WR,DET,CAR,9.40
Harry Douglas,WR,ATL,TEN,9.10
Doug Baldwin,WR,SEA,LAR,9.00
Dezmon Briscoe,WR,TB,GB,8.70
Andrew Hawkins,WR,CIN,BAL,8.70
Steve Smith,WR,PHI,NYG,8.40
Darrius Heyward-Bey,WR,OAK,MIN,8.30
Mike Williams,WR,SEA,LAR,8.20
Chaz Schilens,WR,OAK,MIN,8.10
