Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Rob Gronkowski,TE,11,NE,KC,7,4,57,96,2,52,14,24,0,0,0,0,0,25.60,2011
2,Kellen Winslow,TE,11,TB,GB,11,9,82,132,0,37,12,15,0,0,0,0,0,25.20,2011
3,Tony Gonzalez,TE,11,ATL,TEN,6,5,83,74,1,19,12,15,0,0,0,0,0,18.40,2011
4,Vernon Davis,TE,11,SF,ARI,10,5,50,67,1,27,7,13,0,0,0,0,0,17.70,2011
5,Jason Witten,TE,11,DAL,WAS,3,3,100,85,1,59,28,28,0,0,0,1,0,17.50,2011
6,Charles Clay,TE,11,MIA,BUF,4,4,100,69,1,46,17,17,0,0,0,0,0,16.90,2011
7,Antonio Gates,TE,11,LAC,CHI,4,4,100,63,1,26,16,16,0,0,0,0,0,16.30,2011
8,Brandon Pettigrew,TE,11,DET,CAR,5,4,80,37,1,16,7,9,0,0,0,0,0,13.70,2011
9,Marcedes Lewis,TE,11,JAX,CLE,11,7,64,64,0,18,6,9,0,0,0,0,0,13.40,2011
10,Scott Chandler,TE,11,BUF,MIA,6,5,83,71,0,31,12,14,0,0,0,0,0,12.10,2011
11,Brent Celek,TE,11,PHI,NYG,6,6,100,60,0,18,10,10,0,0,0,0,0,12.00,2011
12,Tony Scheffler,TE,11,DET,CAR,3,2,67,24,1,17,8,12,0,0,0,0,0,10.40,2011
13,Jared Cook,TE,11,TEN,ATL,9,5,56,51,0,22,6,10,0,0,0,0,0,10.10,2011
14,Fred Davis,TE,11,WAS,DAL,7,6,86,49,0,24,7,8,0,0,0,1,1,9.90,2011
15,Kyle Rudolph,TE,11,MIN,OAK,5,3,60,7,1,4,1,2,0,0,0,0,0,9.70,2011
16,Dustin Keller,TE,11,NYJ,DEN,8,5,63,40,0,15,5,8,0,0,0,0,0,9.00,2011
17,Anthony Fasano,TE,11,MIA,BUF,2,2,100,8,1,7,4,4,0,0,0,0,0,8.80,2011
18,Kevin Boss,TE,11,OAK,MIN,6,5,83,37,0,11,6,7,0,0,0,0,0,8.70,2011
19,Tom Crabtree,TE,11,GB,TB,2,2,100,5,1,5,3,3,0,0,0,0,0,8.50,2011
20,Aaron Hernandez,TE,11,NE,KC,7,4,57,44,0,13,6,11,0,0,0,0,0,8.40,2011
21,Jermaine Gresham,TE,11,CIN,BAL,6,3,50,48,0,24,8,16,0,0,0,0,0,7.80,2011
22,Kellen Davis,TE,11,CHI,LAC,1,1,100,4,1,4,4,4,0,0,0,0,0,7.40,2011
23,Visanthe Shiancoe,TE,11,MIN,OAK,3,2,67,42,0,37,14,21,0,0,0,0,0,6.20,2011
24,Martellus Bennett,TE,11,DAL,WAS,3,3,100,31,0,14,10,10,0,0,0,0,0,6.10,2011
25,Leonard Pope,TE,11,KC,NE,4,3,75,26,0,11,7,9,0,0,0,0,0,5.60,2011
26,Greg Olsen,TE,11,CAR,DET,9,3,33,23,0,8,3,8,0,0,0,0,0,5.30,2011
27,Jake O'Connell,TE,11,KC,NE,6,3,50,22,0,10,4,7,0,0,0,0,0,5.20,2011
28,Brandon Myers,TE,11,OAK,MIN,3,2,67,23,0,21,8,12,0,0,0,0,0,4.30,2011
29,Ed Dickson,TE,11,BAL,CIN,3,2,67,21,0,14,7,11,0,0,0,0,0,4.10,2011
30,Lance Kendricks,TE,11,LAR,SEA,3,2,67,21,0,13,7,11,0,0,0,0,0,4.10,2011
31,Jermichael Finley,TE,11,GB,TB,3,1,33,30,0,30,10,30,0,0,0,0,0,4.00,2011
32,Benjamin Watson,TE,11,CLE,JAX,4,2,50,18,0,10,5,9,0,0,0,0,0,3.80,2011
33,Logan Paulsen,TE,11,WAS,DAL,2,2,100,17,0,13,9,9,0,0,0,0,0,3.70,2011
34,Dante Rosario,TE,11,DEN,NYJ,1,1,100,18,0,18,18,18,0,0,0,0,0,2.80,2011
35,Matt Spaeth,TE,11,CHI,LAC,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30,2011
36,Jake Ballard,TE,11,NYG,PHI,7,1,14,13,0,13,2,13,0,0,0,0,0,2.30,2011
37,Will Heller,TE,11,DET,CAR,3,1,33,12,0,12,4,12,0,0,0,0,0,2.20,2011
38,Michael Palmer,TE,11,ATL,TEN,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10,2011
39,Zach Miller,TE,11,SEA,LAR,1,1,100,10,0,10,10,10,0,0,0,0,0,2.00,2011
40,John Phillips,TE,11,DAL,WAS,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90,2011
41,Colin Cochart,TE,11,CIN,BAL,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60,2011
42,Clay Harbor,TE,11,PHI,NYG,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60,2011
43,Luke Stocker,TE,11,TB,GB,1,1,100,1,0,1,1,1,0,0,0,0,0,1.10,2011
44,Stephen Spach,TE,11,LAR,SEA,1,1,100,-1,0,-1,-1,-1,0,0,0,0,0,0.90,2011
45,Daniel Fells,TE,11,DEN,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
46,Virgil Green,TE,11,DEN,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
47,Josh Baker,TE,11,NYJ,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
48,Matthew Mulligan,TE,11,NYJ,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
49,Reggie Kelly,TE,11,ATL,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
50,Daniel Graham,TE,11,TEN,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
