Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Kevin Ogletree,WR,1,DAL,NYG,11,8,73,114,2,40,10,14,0,0,0,0,0,34.40,2012
2,Julio Jones,WR,1,ATL,KC,9,6,67,108,2,31,12,18,0,0,0,0,0,31.80,2012
3,Brandon Marshall,WR,1,CHI,IND,15,9,60,119,1,24,8,13,0,0,0,0,0,29.90,2012
4,Andre Johnson,WR,1,HOU,MIA,10,8,80,119,1,29,12,15,0,0,0,0,0,28.90,2012
5,Lance Moore,WR,1,NO,WAS,10,6,60,120,1,33,12,20,0,0,0,0,0,27.00,2012
6,Stephen Hill,WR,1,NYJ,BUF,6,5,83,89,2,33,15,18,0,0,0,0,0,25.90,2012
7,Reggie Wayne,WR,1,IND,CHI,18,9,50,135,0,23,8,15,0,0,0,0,0,25.50,2012
8,Demaryius Thomas,WR,1,DEN,PIT,7,5,71,110,1,71,16,22,0,0,0,0,0,25.00,2012
9,Pierre Garcon,WR,1,WAS,NO,4,4,100,109,1,88,27,27,0,0,0,0,0,23.90,2012
10,Randall Cobb,WR,1,GB,SF,9,9,100,77,0,16,9,9,0,0,0,1,0,22.70,2012
11,Jeremy Maclin,WR,1,PHI,CLE,14,7,50,96,1,46,7,14,0,0,0,0,0,22.60,2012
12,Steve Smith,WR,1,CAR,TB,11,7,64,106,0,32,10,15,0,0,0,0,0,20.60,2012
13,Jeremy Kerley,WR,1,NYJ,BUF,4,4,100,45,1,21,11,11,0,0,0,0,0,20.50,2012
14,Calvin Johnson,WR,1,DET,LAR,7,6,86,111,0,51,16,19,0,0,0,0,0,20.10,2012
15,James Jones,WR,1,GB,SF,6,4,67,81,1,49,14,20,0,0,0,0,0,18.10,2012
16,Andre Roberts,WR,1,ARI,SEA,9,5,56,54,1,19,6,11,1,15,0,0,0,17.90,2012
17,Cecil Shorts,WR,1,JAX,MIN,7,4,57,74,1,39,11,19,0,0,0,0,0,17.40,2012
18,Miles Austin,WR,1,DAL,NYG,4,4,100,73,1,34,18,18,0,0,0,0,0,17.30,2012
19,Alshon Jeffery,WR,1,CHI,IND,5,3,60,80,1,42,16,27,0,0,0,0,0,17.00,2012
20,Anquan Boldin,WR,1,BAL,CIN,5,4,80,63,1,34,13,16,1,3,0,0,0,16.60,2012
21,Malcom Floyd,WR,1,LAC,OAK,6,4,67,66,1,25,11,17,0,0,0,0,0,16.60,2012
22,Andrew Hawkins,WR,1,CIN,BAL,9,8,89,86,0,27,10,11,0,0,0,0,0,16.60,2012
23,Percy Harvin,WR,1,MIN,JAX,8,6,75,84,0,20,11,14,5,20,0,0,0,16.40,2012
24,Brandon LaFell,WR,1,CAR,TB,5,3,60,65,1,24,13,22,0,0,0,0,0,15.50,2012
25,Steve Johnson,WR,1,BUF,NYJ,10,4,40,55,1,29,6,14,0,0,0,0,0,15.50,2012
26,Aldrick Robinson,WR,1,WAS,NO,6,4,67,52,1,29,9,13,0,0,0,0,0,15.20,2012
27,Brandon Gibson,WR,1,LAR,DET,5,4,80,51,1,23,10,13,0,0,0,0,0,15.10,2012
28,Donald Jones,WR,1,BUF,NYJ,7,5,71,41,1,12,6,8,0,0,0,0,0,15.10,2012
29,Randy Moss,WR,1,SF,GB,4,4,100,47,1,20,12,12,0,0,0,0,0,14.70,2012
30,Roddy White,WR,1,ATL,KC,8,6,75,87,0,26,11,15,0,0,0,0,0,14.70,2012
31,Michael Crabtree,WR,1,SF,GB,9,7,78,76,0,20,8,11,0,0,0,0,0,14.60,2012
32,Mike Wallace,WR,1,PIT,DEN,6,4,67,37,1,14,6,9,0,0,0,0,0,13.70,2012
33,Rod Streater,WR,1,OAK,LAC,10,4,40,27,1,13,3,7,0,0,0,1,1,13.70,2012
34,Sidney Rice,WR,1,SEA,ARI,9,4,44,36,1,11,4,9,0,0,0,0,0,13.60,2012
35,Nate Burleson,WR,1,DET,LAR,8,6,75,69,0,21,9,12,1,6,0,0,0,13.50,2012
36,Jordy Nelson,WR,1,GB,SF,7,5,71,64,0,28,9,13,0,0,0,0,0,13.40,2012
37,Nate Washington,WR,1,TEN,NE,8,2,25,53,1,29,7,27,0,0,0,0,0,13.30,2012
