,Player,Position,Team,Opponent,Points,PlayerID
0,Tony Romo,QB,DAL,NYG,27.48,00-0021678
1,Aaron Rodgers,QB,GB,SF,26.82,00-0023459
2,Drew Brees,QB,NO,WAS,26.56,00-0020531
3,Jay Cutler,QB,CHI,IND,22.92,00-0024226
4,Michael Vick,QB,PHI,CLE,22.88,
5,Mark Sanchez,QB,NYJ,BUF,21.64,00-0026898
6,Peyton Manning,QB,DEN,PIT,20.42,00-0010346
7,Blaine Gabbert,QB,JAX,MIN,20.0,00-0027948
8,Joe Flacco,QB,BAL,CIN,19.86,00-0026158
9,Matthew Stafford,QB,DET,LAR,19.5,00-0026498
10,Matt Cassel,QB,KC,ATL,19.32,00-0023662
11,Carson Palmer,QB,OAK,LAC,17.88,00-0021429
12,Alex Smith,QB,SF,GB,17.74,00-0023436
13,Ryan Fitzpatrick,QB,BUF,NYJ,17.6,00-0023682
14,Tom Brady,QB,NE,TEN,17.54,00-0019596
15,Cam Newton,QB,CAR,TB,17.52,00-0027939
16,Ben Roethlisberger,QB,PIT,DEN,17.2,00-0022924
17,Andrew Luck,QB,IND,CHI,16.26,00-0029668
18,Matt Schaub,QB,HOU,MIA,14.44,00-0022787
19,Philip Rivers,QB,LAC,OAK,13.04,00-0022942
20,Eli Manning,QB,NYG,DAL,12.52,00-0022803
21,Jake Locker,QB,TEN,NE,12.26,00-0027946
22,Sam Bradford,QB,LA,DET,12.12,00-0027854
23,Josh Freeman,QB,TB,CAR,10.82,00-0026993
24,Russell Wilson,QB,SEA,ARI,10.12,00-0029263
25,Christian Ponder,QB,MIN,JAX,9.9,00-0027950
26,Andy Dalton,QB,CIN,BAL,7.94,00-0027973
27,Kevin Kolb,QB,ARI,SEA,6.54,00-0025423
28,Ryan Tannehill,QB,MIA,HOU,5.36,00-0029701
29,John Skelton,QB,ARI,SEA,5.16,00-0027754
30,Brandon Weeden,QB,CLE,PHI,3.22,00-0029677
31,Tyrod Taylor,QB,BAL,CIN,1.9,00-0028118
32,Matt Hasselbeck,QB,TEN,NE,1.72,00-0007091
33,Colin Kaepernick,QB,SF,GB,1.7,00-0027974
34,Tim Tebow,QB,NYJ,BUF,1.1,00-0027876
35,Chase Daniel,QB,NO,WAS,0.0,00-0026544
36,Bruce Gradkowski,QB,CIN,BAL,0.0,00-0024408
37,Brandon Marshall,WR,CHI,IND,29.9,00-0024334
38,Andre Johnson,WR,HOU,MIA,28.9,00-0022044
39,Lance Moore,WR,NO,WAS,27.0,00-0023310
40,Stephen Hill,WR,NYJ,BUF,25.9,00-0028995
41,Reggie Wayne,WR,IND,CHI,25.5,00-0020498
42,Demaryius Thomas,WR,DEN,PIT,25.0,00-0027874
43,Pierre Garcon,WR,WAS,NO,23.9,00-0026345
44,Randall Cobb,WR,GB,SF,22.7,00-0028002
45,Jeremy Maclin,WR,PHI,CLE,22.6,00-0026995
46,Steve Smith,WR,CAR,TB,20.6,
47,Jeremy Kerley,WR,NYJ,BUF,20.5,00-0028091
48,Calvin Johnson,WR,DET,LAR,20.1,00-0025389
49,James Jones,WR,GB,SF,18.1,00-0025465
50,Andre Roberts,WR,ARI,SEA,17.9,00-0027691
51,Cecil Shorts,WR,JAX,MIN,17.4,00-0028052
52,Miles Austin,WR,DAL,NYG,17.3,00-0023921
53,Alshon Jeffery,WR,CHI,IND,17.0,00-0029137
54,Malcom Floyd,WR,LAC,OAK,16.6,00-0022414
55,Anquan Boldin,WR,BAL,CIN,16.6,00-0022084
56,Andrew Hawkins,WR,CIN,BAL,16.6,00-0027918
57,Percy Harvin,WR,MIN,JAX,16.4,00-0026998
58,Brandon LaFell,WR,CAR,TB,15.5,00-0027681
59,Steve Johnson,WR,BUF,NYJ,15.5,00-0026364
60,Aldrick Robinson,WR,WAS,NO,15.2,00-0028116
61,Brandon Gibson,WR,LA,DET,15.1,00-0026937
62,Donald Jones,WR,BUF,NYJ,15.1,00-0027518
63,Randy Moss,WR,SF,GB,14.7,00-0011754
64,Roddy White,WR,ATL,KC,14.7,00-0023462
65,Michael Crabtree,WR,SF,GB,14.6,00-0026986
66,Mike Wallace,WR,PIT,DEN,13.7,00-0026901
67,Rod Streater,WR,OAK,LAC,13.7,00-0029129
68,Sidney Rice,WR,SEA,ARI,13.6,00-0025431
69,Nate Burleson,WR,DET,LAR,13.5,00-0021999
70,Jordy Nelson,WR,GB,SF,13.4,00-0026176
71,Nate Washington,WR,TEN,NE,13.3,00-0023367
72,Donnie Avery,WR,IND,CHI,12.7,00-0026173
73,Dez Bryant,WR,DAL,NYG,12.5,00-0027902
74,DeSean Jackson,WR,PHI,CLE,12.2,00-0026189
75,Danny Amendola,WR,LA,DET,12.2,00-0026035
76,AJ Green,WR,CIN,BAL,12.0,00-0027942
77,Brandon Lloyd,WR,NE,TEN,11.9,00-0022097
78,Antonio Brown,WR,PIT,DEN,11.8,00-0027793
79,Victor Cruz,WR,NYG,DAL,11.8,00-0027265
80,Laurent Robinson,WR,JAX,MIN,11.6,00-0025462
81,Santonio Holmes,WR,NYJ,BUF,10.8,00-0024240
82,Eric Decker,WR,DEN,PIT,10.4,00-0027690
83,Larry Fitzgerald,WR,ARI,SEA,10.3,00-0022921
84,Marques Colston,WR,NO,WAS,10.1,00-0024466
85,Dennis Pitta,TE,BAL,CIN,18.3,00-0027714
86,Rob Gronkowski,TE,NE,TEN,18.0,00-0027656
87,Jermichael Finley,TE,GB,SF,17.7,00-0026231
88,Tony Gonzalez,TE,ATL,KC,16.3,00-0006101
89,Marcedes Lewis,TE,JAX,MIN,16.2,00-0024243
90,Jacob Tamme,TE,DEN,PIT,15.3,00-0026267
91,Heath Miller,TE,PIT,DEN,15.0,00-0023465
92,Coby Fleener,TE,IND,CHI,14.2,00-0029697
93,Martellus Bennett,TE,NYG,DAL,14.0,00-0026201
94,Scott Chandler,TE,BUF,NYJ,13.8,00-0025516
95,Vernon Davis,TE,SF,GB,13.3,00-0024221
96,Owen Daniels,TE,HOU,MIA,12.7,00-0024313
97,Brandon Pettigrew,TE,DET,LAR,12.7,00-0026996
98,Kyle Rudolph,TE,MIN,JAX,11.7,00-0027981
99,Kevin Boss,TE,KC,ATL,11.6,00-0025540
100,Greg Olsen,TE,CAR,TB,11.6,00-0025418
101,Brandon Myers,TE,OAK,LAC,11.5,00-0027135
102,Clay Harbor,TE,PHI,CLE,10.6,00-0027725
103,Brent Celek,TE,PHI,CLE,10.5,00-0025549
104,Jared Cook,TE,TEN,NE,10.4,00-0027061
105,Antonio Gates,TE,LAC,OAK,8.3,00-0021547
106,Tony Scheffler,TE,DET,LAR,8.0,00-0024276
107,Zach Miller,TE,SEA,ARI,7.0,00-0027125
108,Tony Moeaki,TE,KC,ATL,6.7,00-0027695
109,Jeff Cumberland,TE,NYJ,BUF,6.3,00-0027321
110,Todd Heap,TE,ARI,SEA,6.2,00-0020516
111,Jermaine Gresham,TE,CIN,BAL,6.0,00-0027873
112,Fred Davis,TE,WAS,NO,5.8,00-0026188
113,Anthony Fasano,TE,MIA,HOU,4.9,00-0024268
114,Dallas Clark,TE,TB,CAR,4.3,00-0022165
