Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Matt Ryan,QB,1,ATL,KC,23,31,74,299,10,3,0,136,3,25,8,1,32.46,2012
2,Robert Griffin III,QB,1,WAS,NO,19,26,73,320,12,2,0,140,9,42,5,0,28.00,2012
3,Tony Romo,QB,1,DAL,NYG,22,29,76,307,11,3,1,130,5,12,2,0,27.48,2012
4,Aaron Rodgers,QB,1,GB,SF,30,44,68,303,7,2,1,93,5,27,5,0,26.82,2012
5,Drew Brees,QB,1,NO,WAS,24,52,46,339,7,3,2,71,0,0,0,0,26.56,2012
6,Jay Cutler,QB,1,CHI,IND,21,35,60,333,10,2,1,99,4,-4,-1,0,22.92,2012
7,Michael Vick,QB,1,PHI,CLE,29,56,52,317,6,2,4,51,7,32,5,0,22.88,2012
8,Mark Sanchez,QB,1,NYJ,BUF,19,27,70,266,10,3,1,123,0,0,0,0,21.64,2012
9,Peyton Manning,QB,1,DEN,PIT,19,26,73,253,10,2,0,129,4,3,1,0,20.42,2012
10,Blaine Gabbert,QB,1,JAX,MIN,23,39,59,260,7,2,0,96,5,6,1,0,20.00,2012
11,Joe Flacco,QB,1,BAL,CIN,21,29,72,299,10,2,0,128,2,-1,-1,0,19.86,2012
12,Matthew Stafford,QB,1,DET,LAR,32,48,67,355,7,1,3,69,0,0,0,0,19.50,2012
13,Matt Cassel,QB,1,KC,ATL,21,33,64,258,8,1,2,73,4,20,5,1,19.32,2012
14,Carson Palmer,QB,1,OAK,LAC,32,46,70,297,7,1,0,94,0,0,0,0,17.88,2012
15,Alex Smith,QB,1,SF,GB,20,26,77,211,8,2,0,126,5,13,3,0,17.74,2012
16,Ryan Fitzpatrick,QB,1,BUF,NYJ,18,32,56,195,6,3,3,67,2,8,4,0,17.60,2012
17,Tom Brady,QB,1,NE,TEN,23,31,74,236,8,2,0,117,2,1,1,0,17.54,2012
18,Cam Newton,QB,1,CAR,TB,23,33,70,303,9,1,2,83,5,4,1,0,17.52,2012
19,Ben Roethlisberger,QB,1,PIT,DEN,22,40,55,245,6,2,1,80,2,4,2,0,17.20,2012
20,Andrew Luck,QB,1,IND,CHI,23,45,51,309,7,1,3,53,2,9,5,0,16.26,2012
21,Matt Schaub,QB,1,HOU,MIA,20,31,65,266,9,1,0,102,4,-2,-1,0,14.44,2012
22,Philip Rivers,QB,1,LAC,OAK,24,33,73,231,7,1,0,102,1,-2,-2,0,13.04,2012
23,Eli Manning,QB,1,NYG,DAL,21,32,66,213,7,1,0,95,0,0,0,0,12.52,2012
24,Jake Locker,QB,1,TEN,NE,23,32,72,229,7,1,1,89,2,11,6,0,12.26,2012
25,Sam Bradford,QB,1,LAR,DET,17,25,68,198,8,1,0,105,2,2,1,0,12.12,2012
26,Josh Freeman,QB,1,TB,CAR,16,24,67,138,6,1,0,95,7,13,2,0,10.82,2012
27,Russell Wilson,QB,1,SEA,ARI,18,34,53,153,5,1,1,63,8,20,3,0,10.12,2012
28,Christian Ponder,QB,1,MIN,JAX,20,27,74,270,10,0,0,105,1,1,1,0,9.90,2012
29,Andy Dalton,QB,1,CIN,BAL,22,37,60,221,6,0,1,65,3,11,4,0,7.94,2012
30,Kevin Kolb,QB,1,ARI,SEA,6,8,75,66,8,1,0,139,1,-1,-1,0,6.54,2012
31,Ryan Tannehill,QB,1,MIA,HOU,20,36,56,219,6,0,3,39,3,-4,-1,0,5.36,2012
32,John Skelton,QB,1,ARI,SEA,14,28,50,149,5,0,1,51,1,2,2,0,5.16,2012
33,Brandon Weeden,QB,1,CLE,PHI,12,35,34,118,3,0,4,5,2,25,13,0,3.22,2012
34,Tyrod Taylor,QB,1,BAL,CIN,2,3,67,30,10,0,0,99,1,7,7,0,1.90,2012
35,Matt Hasselbeck,QB,1,TEN,NE,6,11,55,43,4,0,0,64,0,0,0,0,1.72,2012
36,Colin Kaepernick,QB,1,SF,GB,0,0,0,0,0,0,0,0,1,17,17,0,1.70,2012
37,Tim Tebow,QB,1,NYJ,BUF,0,0,0,0,0,0,0,0,5,11,2,0,1.10,2012
38,Chase Daniel,QB,1,NO,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
39,Bruce Gradkowski,QB,1,CIN,BAL,0,0,0,0,0,0,0,0,1,0,0,0,0.00,2012
