Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Matt Bryant,K,1,ATL,KC,4,4,100,41,4,4,0.00,2012
2,Blair Walsh,K,1,MIN,JAX,4,4,100,55,2,2,0.00,2012
3,Billy Cundiff,K,1,WAS,NO,4,4,100,45,4,4,0.00,2012
4,Nate Kaeding,K,1,LAC,OAK,5,5,100,45,1,1,0.00,2012
5,David Akers,K,1,SF,GB,3,3,100,63,3,3,0.00,2012
6,Justin Tucker,K,1,BAL,CIN,3,3,100,46,5,5,0.00,2012
7,Shayne Graham,K,1,HOU,MIA,3,4,75,40,3,3,0.00,2012
8,Nick Folk,K,1,NYJ,BUF,2,2,100,39,6,6,0.00,2012
9,Robbie Gould,K,1,CHI,IND,2,2,100,35,5,5,0.00,2012
10,Greg Zuerlein,K,1,LAR,DET,3,3,100,48,2,2,0.00,2012
11,Phil Dawson,K,1,CLE,PHI,3,3,100,43,1,1,0.00,2012
12,Stephen Gostkowski,K,1,NE,TEN,2,2,100,31,4,4,0.00,2012
13,Steven Hauschka,K,1,SEA,ARI,3,4,75,47,1,1,0.00,2012
14,Connor Barth,K,1,TB,CAR,3,3,100,40,1,1,0.00,2012
15,Jason Hanson,K,1,DET,LAR,2,2,100,45,3,3,0.00,2012
16,Josh Scobee,K,1,JAX,MIN,3,3,100,47,0,0,0.00,2012
17,DJ Smith,K,1,GB,SF,0,0,0,0,0,0,0.00,2012
18,Thomas Howard,K,1,CIN,BAL,0,0,0,0,0,0,0.00,2012
19,Jay Feely,K,1,ARI,SEA,2,2,100,31,2,2,0.00,2012
20,Sebastian Janikowski,K,1,OAK,LAC,2,2,100,51,0,0,0.00,2012
21,Rob Bironas,K,1,TEN,NE,2,2,100,28,1,1,0.00,2012
22,Shaun Suisham,K,1,PIT,DEN,2,2,100,35,1,1,0.00,2012
23,Mike Nugent,K,1,CIN,BAL,2,2,100,34,1,1,0.00,2012
24,Dan Bailey,K,1,DAL,NYG,1,1,100,33,3,3,0.00,2012
25,Ryan Succop,K,1,KC,ATL,1,2,50,39,3,3,0.00,2012
26,Garrett Hartley,K,1,NO,WAS,1,1,100,21,3,3,0.00,2012
27,Lawrence Tynes,K,1,NYG,DAL,1,1,100,22,2,2,0.00,2012
28,Alex Henery,K,1,PHI,CLE,1,2,50,42,2,2,0.00,2012
29,Matt Prater,K,1,DEN,PIT,1,1,100,26,2,2,0.00,2012
30,Dan Carpenter,K,1,MIA,HOU,1,1,100,39,1,1,0.00,2012
31,Rian Lindell,K,1,BUF,NYJ,0,0,0,0,4,4,0.00,2012
32,Justin Medlock,K,1,CAR,TB,1,1,100,21,1,1,0.00,2012
33,Adam Vinatieri,K,1,IND,CHI,0,1,0,0,3,3,0.00,2012
34,Mason Crosby,K,1,GB,SF,0,0,0,0,2,2,0.00,2012
35,John Potter,K,1,BUF,NYJ,0,0,0,0,0,0,0.00,2012
