Player,Position,Team,Opponent,Points
Tom Brady,QB,NE,BUF,33.10
Blake Bortles,QB,JAX,TEN,32.68
Dak Prescott,QB,DAL,PHI,28.28
Kirk Cousins,QB,WAS,CIN,28.22
Carson Palmer,QB,ARI,CAR,27.52
Josh McCown,QB,CLE,NYJ,25.64
Matt Ryan,QB,ATL,GB,24.42
Andy Dalton,QB,CIN,WAS,21.46
Drew Brees,QB,NO,SEA,20.70
Andrew Luck,QB,IND,KC,20.40
Marcus Mariota,QB,TEN,JAX,19.90
Jameis Winston,QB,TB,OAK,18.80
Tyrod Taylor,QB,BUF,NE,18.12
Nick Foles,QB,KC,IND,16.82
Philip Rivers,QB,LAC,DEN,15.68
Ryan Fitzpatrick,QB,NYJ,CLE,14.42
Jay Cutler,QB,CHI,MIN,14.28
Matthew Stafford,QB,DET,HOU,13.60
Sam Bradford,QB,MIN,CHI,13.12
Cam Newton,QB,CAR,ARI,12.78
Carson Wentz,QB,PHI,DAL,11.78
Russell Wilson,QB,SEA,NO,10.22
Brock Osweiler,QB,HOU,DET,10.14
Alex Smith,QB,KC,IND,9.98
Trevor Siemian,QB,DEN,LAC,8.84
EJ Manuel,QB,BUF,NE,3.40
Matt Cassel,QB,TEN,JAX,0.60
Kevin Hogan,QB,CLE,NYJ,0.16
Kellen Clemens,QB,LAC,DEN,0.00
Derek Anderson,QB,CAR,ARI,0.00
Joe Webb,QB,CAR,ARI,0.00
Jimmy Garoppolo,QB,NE,BUF,-0.10
JJ Nelson,WR,ARI,CAR,27.90
Dez Bryant,WR,DAL,PHI,24.30
AJ Green,WR,CIN,WAS,24.10
Jordan Matthews,WR,PHI,DAL,23.50
Mohamed Sanu,WR,ATL,GB,23.40
Allen Hurns,WR,JAX,TEN,22.80
Michael Crabtree,WR,OAK,TB,21.80
Stefon Diggs,WR,MIN,CHI,21.60
Tyreek Hill,WR,KC,IND,21.50
Terrelle Pryor,WR,CLE,NYJ,21.10
Andrew Hawkins,WR,CLE,NYJ,20.10
Kendall Wright,WR,TEN,JAX,19.90
Jordy Nelson,WR,GB,ATL,19.40
Davante Adams,WR,GB,ATL,19.40
Quincy Enunwa,WR,NYJ,CLE,19.30
Chris Hogan,WR,NE,BUF,19.10
Larry Fitzgerald,WR,ARI,CAR,17.40
Alshon Jeffery,WR,CHI,MIN,16.30
Seth Roberts,WR,OAK,TB,15.90
Taylor Gabriel,WR,ATL,GB,15.80
John Brown,WR,ARI,CAR,14.90
Brandin Cooks,WR,NO,SEA,14.40
Donte Moncrief,WR,IND,KC,14.00
Rishard Matthews,WR,TEN,JAX,13.80
Julian Edelman,WR,NE,BUF,13.70
Travis Benjamin,WR,LAC,DEN,13.40
Jeremy Maclin,WR,KC,IND,13.30
Jeff Janis,WR,GB,ATL,13.00
Allen Robinson,WR,JAX,TEN,13.00
Demaryius Thomas,WR,DEN,LAC,12.90
Pierre Garcon,WR,WAS,CIN,12.70
Michael Thomas,WR,NO,SEA,12.30
Danny Amendola,WR,NE,BUF,11.90
Willie Snead,WR,NO,SEA,11.60
Trevor Davis,WR,GB,ATL,11.40
Dontrelle Inman,WR,LAC,DEN,11.20
Golden Tate,WR,DET,HOU,11.20
Mike Evans,WR,TB,OAK,11.00
Emmanuel Sanders,WR,DEN,LAC,10.80
Brandon Marshall,WR,NYJ,CLE,10.80
Dorial Green-Beckham,WR,PHI,DAL,10.50
Russell Shepard,WR,TB,OAK,10.40
Ted Ginn,WR,CAR,ARI,10.30
Geronimo Allison,WR,GB,ATL,10.10
Jermaine Kearse,WR,SEA,NO,9.70
Bryan Walters,WR,JAX,TEN,9.40
Kelvin Benjamin,WR,CAR,ARI,9.30
Cole Beasley,WR,DAL,PHI,9.30
Rob Gronkowski,TE,NE,BUF,24.90
Jordan Reed,TE,WAS,CIN,24.90
Zach Miller,TE,CHI,MIN,15.80
CJ Fiedorowicz,TE,HOU,DET,15.30
Eric Ebron,TE,DET,HOU,14.90
Vernon Davis,TE,WAS,CIN,14.30
Antonio Gates,TE,LAC,DEN,13.30
Mychal Rivera,TE,OAK,TB,12.60
Julius Thomas,TE,JAX,TEN,11.80
Delanie Walker,TE,TEN,JAX,11.80
Cameron Brate,TE,TB,OAK,11.20
Jason Witten,TE,DAL,PHI,9.60
