,Player,Position,Team,Opponent,Points,PlayerID
0,Tom Brady,QB,NE,BUF,33.1,00-0019596
1,Blake Bortles,QB,JAX,TEN,32.68,00-0031407
2,Dak Prescott,QB,DAL,PHI,28.28,00-0033077
3,Kirk Cousins,QB,WAS,CIN,28.22,00-0029604
4,Carson Palmer,QB,ARI,CAR,27.52,00-0021429
5,Josh McCown,QB,CLE,NYJ,25.64,00-0021206
6,Matt Ryan,QB,ATL,GB,24.42,00-0026143
7,Andy Dalton,QB,CIN,WAS,21.46,00-0027973
8,Drew Brees,QB,NO,SEA,20.7,00-0020531
9,Andrew Luck,QB,IND,KC,20.4,00-0029668
10,Marcus Mariota,QB,TEN,JAX,19.9,00-0032268
11,Jameis Winston,QB,TB,OAK,18.8,00-0031503
12,Tyrod Taylor,QB,BUF,NE,18.12,00-0028118
13,Nick Foles,QB,KC,IND,16.82,00-0029567
14,Philip Rivers,QB,LAC,DEN,15.68,00-0022942
15,Ryan Fitzpatrick,QB,NYJ,CLE,14.42,00-0023682
16,Jay Cutler,QB,CHI,MIN,14.28,00-0024226
17,Matthew Stafford,QB,DET,HOU,13.6,00-0026498
18,Sam Bradford,QB,MIN,CHI,13.12,00-0027854
19,Cam Newton,QB,CAR,ARI,12.78,00-0027939
20,Carson Wentz,QB,PHI,DAL,11.78,00-0032950
21,Russell Wilson,QB,SEA,NO,10.22,00-0029263
22,Brock Osweiler,QB,HOU,DET,10.14,00-0029682
23,Alex Smith,QB,KC,IND,9.98,00-0023436
24,Trevor Siemian,QB,DEN,LAC,8.84,00-0032156
25,EJ Manuel,QB,BUF,NE,3.4,00-0030526
26,Matt Cassel,QB,TEN,JAX,0.6,00-0023662
27,Kevin Hogan,QB,CLE,NYJ,0.16,00-0032784
28,Kellen Clemens,QB,LAC,DEN,0.0,00-0024264
29,Derek Anderson,QB,CAR,ARI,0.0,00-0023645
30,Joe Webb,QB,CAR,ARI,0.0,00-0027796
31,Jimmy Garoppolo,QB,NE,BUF,-0.1,00-0031345
32,JJ Nelson,WR,ARI,CAR,27.9,00-0032112
33,Dez Bryant,WR,DAL,PHI,24.3,00-0027902
34,AJ Green,WR,CIN,WAS,24.1,00-0027942
35,Jordan Matthews,WR,PHI,DAL,23.5,00-0031299
36,Mohamed Sanu,WR,ATL,GB,23.4,00-0029632
37,Allen Hurns,WR,JAX,TEN,22.8,00-0030821
38,Michael Crabtree,WR,OAK,TB,21.8,00-0026986
39,Stefon Diggs,WR,MIN,CHI,21.6,00-0031588
40,Tyreek Hill,WR,KC,IND,21.5,00-0033040
41,Terrelle Pryor,WR,CLE,NYJ,21.1,00-0028825
42,Andrew Hawkins,WR,CLE,NYJ,20.1,00-0027918
43,Kendall Wright,WR,TEN,JAX,19.9,00-0029708
44,Jordy Nelson,WR,GB,ATL,19.4,00-0026176
45,Davante Adams,WR,GB,ATL,19.4,00-0031381
46,Quincy Enunwa,WR,NYJ,CLE,19.3,00-0031023
47,Chris Hogan,WR,NE,BUF,19.1,00-0028237
48,Larry Fitzgerald,WR,ARI,CAR,17.4,00-0022921
49,Alshon Jeffery,WR,CHI,MIN,16.3,00-0029137
50,Seth Roberts,WR,OAK,TB,15.9,00-0031166
51,Taylor Gabriel,WR,ATL,GB,15.8,00-0031228
52,John Brown,WR,ARI,CAR,14.9,00-0031051
53,Brandin Cooks,WR,NO,SEA,14.4,00-0031236
54,Donte Moncrief,WR,IND,KC,14.0,00-0031339
55,Rishard Matthews,WR,TEN,JAX,13.8,00-0029580
56,Julian Edelman,WR,NE,BUF,13.7,00-0027150
57,Travis Benjamin,WR,LAC,DEN,13.4,00-0029269
58,Jeremy Maclin,WR,KC,IND,13.3,00-0026995
59,Jeff Janis,WR,GB,ATL,13.0,00-0031001
60,Allen Robinson,WR,JAX,TEN,13.0,00-0031428
61,Demaryius Thomas,WR,DEN,LAC,12.9,00-0027874
62,Pierre Garcon,WR,WAS,CIN,12.7,00-0026345
63,Michael Thomas,WR,NO,SEA,12.3,00-0032765
64,Danny Amendola,WR,NE,BUF,11.9,00-0026035
65,Willie Snead,WR,NO,SEA,11.6,00-0030663
66,Trevor Davis,WR,GB,ATL,11.4,00-0032423
67,Dontrelle Inman,WR,LAC,DEN,11.2,00-0028411
68,Golden Tate,WR,DET,HOU,11.2,00-0027891
69,Mike Evans,WR,TB,OAK,11.0,00-0031408
70,Emmanuel Sanders,WR,DEN,LAC,10.8,00-0027685
71,Brandon Marshall,WR,NYJ,CLE,10.8,00-0024334
72,Dorial Green-Beckham,WR,PHI,DAL,10.5,00-0032218
73,Russell Shepard,WR,TB,OAK,10.4,00-0030147
74,Ted Ginn,WR,CAR,ARI,10.3,00-0025396
75,Geronimo Allison,WR,GB,ATL,10.1,00-0032626
76,Jermaine Kearse,WR,SEA,NO,9.7,00-0029159
77,Bryan Walters,WR,JAX,TEN,9.4,00-0027595
78,Kelvin Benjamin,WR,CAR,ARI,9.3,00-0031359
79,Cole Beasley,WR,DAL,PHI,9.3,00-0029000
80,Rob Gronkowski,TE,NE,BUF,24.9,00-0027656
81,Jordan Reed,TE,WAS,CIN,24.9,00-0030472
82,Zach Miller,TE,CHI,MIN,15.8,00-0027125
83,CJ Fiedorowicz,TE,HOU,DET,15.3,00-0031302
84,Eric Ebron,TE,DET,HOU,14.9,00-0031387
85,Vernon Davis,TE,WAS,CIN,14.3,00-0024221
86,Antonio Gates,TE,LAC,DEN,13.3,00-0021547
87,Mychal Rivera,TE,OAK,TB,12.6,00-0030514
88,Julius Thomas,TE,JAX,TEN,11.8,00-0028067
89,Delanie Walker,TE,TEN,JAX,11.8,00-0024389
90,Cameron Brate,TE,TB,OAK,11.2,00-0031273
91,Jason Witten,TE,DAL,PHI,9.6,00-0022127
92,Virgil Green,TE,DEN,LAC,9.5,00-0028142
93,Ben Koyack,TE,JAX,TEN,9.1,00-0032139
94,Austin Hooper,TE,ATL,GB,9.1,00-0032392
95,Kyle Rudolph,TE,MIN,CHI,8.1,00-0027981
96,Coby Fleener,TE,NO,SEA,7.6,00-0029697
97,Martellus Bennett,TE,NE,BUF,7.5,00-0026201
98,Gary Barnidge,TE,CLE,NYJ,7.2,00-0026281
99,Ryan Griffin,TE,HOU,DET,6.4,00-0030108
100,Jimmy Graham,TE,SEA,NO,6.4,00-0027696
101,Marcedes Lewis,TE,JAX,TEN,6.3,00-0024243
102,Jermaine Gresham,TE,ARI,CAR,6.2,00-0027873
103,Clive Walford,TE,OAK,TB,6.1,00-0032256
104,Zach Ertz,TE,PHI,DAL,5.9,00-0030061
105,Jack Doyle,TE,IND,KC,5.6,00-0030181
106,Erik Swoope,TE,IND,KC,5.0,00-0030854
107,Demetrius Harris,TE,KC,IND,4.3,00-0030155
108,Nick O'Leary,TE,BUF,NE,4.0,00-0032117
109,Phillip Supernaw,TE,TEN,JAX,4.0,00-0028987
110,Jacob Tamme,TE,ATL,GB,3.9,00-0026267
111,Stephen Anderson,TE,HOU,DET,3.7,00-0032725
