,Player,Position,Team,Opponent,Points,PlayerID
0,Matt Cassel,QB,MIN,PHI,33.18,00-0023662
1,Alex Smith,QB,KC,OAK,32.18,00-0023436
2,Ryan Tannehill,QB,MIA,NE,27.38,00-0029701
3,Kirk Cousins,QB,WAS,ATL,27.24,00-0029604
4,Matt Flynn,QB,GB,DAL,26.66,00-0026349
5,Drew Brees,QB,NO,LAR,26.52,00-0020531
6,Tom Brady,QB,NE,MIA,24.56,00-0019596
7,EJ Manuel,QB,BUF,JAX,23.42,00-0030526
8,Tony Romo,QB,DAL,GB,23.32,00-0021678
9,Jay Cutler,QB,CHI,CLE,21.7,00-0024226
10,Colin Kaepernick,QB,SF,TB,20.32,00-0027974
11,Andy Dalton,QB,CIN,PIT,19.2,00-0027973
12,Peyton Manning,QB,DEN,LAC,18.56,00-0010346
13,Chad Henne,QB,JAX,BUF,17.68,00-0026197
14,Andrew Luck,QB,IND,HOU,17.1,00-0029668
15,Russell Wilson,QB,SEA,NYG,16.24,00-0029263
16,Cam Newton,QB,CAR,NYJ,16.12,00-0027939
17,Philip Rivers,QB,LAC,DEN,15.54,00-0022942
18,Matt McGloin,QB,OAK,KC,14.88,00-0030419
19,Kellen Clemens,QB,LA,NO,14.82,00-0024264
20,Jason Campbell,QB,CLE,CHI,14.62,00-0023460
21,Mike Glennon,QB,TB,SF,14.16,00-0030520
22,Geno Smith,QB,NYJ,CAR,14.08,00-0030565
23,Carson Palmer,QB,ARI,TEN,13.14,00-0021429
24,Matthew Stafford,QB,DET,BAL,11.3,00-0026498
25,Ben Roethlisberger,QB,PIT,CIN,10.64,00-0022924
26,Matt Ryan,QB,ATL,WAS,10.3,00-0026143
27,Joe Flacco,QB,BAL,DET,10.18,00-0026158
28,Case Keenum,QB,HOU,IND,4.92,00-0028986
29,Eli Manning,QB,NYG,SEA,1.24,00-0022803
30,Curtis Painter,QB,NYG,SEA,1.2,00-0027134
31,Chase Daniel,QB,KC,OAK,1.14,00-0026544
32,Tarvaris Jackson,QB,SEA,NYG,0.64,00-0024279
33,Luke McCown,QB,NO,LAR,0.0,00-0022864
34,Joe Webb,QB,MIN,PHI,0.0,00-0027796
35,Colt McCoy,QB,SF,TB,-0.3,00-0027688
36,Julian Edelman,WR,NE,MIA,35.9,00-0027150
37,Dez Bryant,WR,DAL,GB,35.3,00-0027902
38,Kendall Wright,WR,TEN,ARI,30.0,00-0029708
39,Pierre Garcon,WR,WAS,ATL,28.9,00-0026345
40,Mike Wallace,WR,MIA,NE,26.8,00-0026901
41,Danny Amendola,WR,NE,MIA,26.1,00-0026035
42,Andre Caldwell,WR,DEN,LAC,23.9,00-0026237
43,Antonio Brown,WR,PIT,CIN,23.7,00-0027793
44,Marques Colston,WR,NO,LAR,23.2,00-0024466
45,Brandon Marshall,WR,CHI,CLE,21.5,00-0024334
46,Doug Baldwin,WR,SEA,NYG,19.4,00-0028434
47,Robert Woods,WR,BUF,JAX,19.2,00-0030431
