Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Tim Wright,TE,15,TB,SF,9,7,78,82,1,26,9,12,0,0,0,0,0,21.20,2013
2,Delanie Walker,TE,15,TEN,ARI,11,8,73,53,1,22,5,7,0,0,0,0,0,19.30,2013
3,Vernon Davis,TE,15,SF,TB,7,5,71,79,1,52,11,16,0,0,0,0,0,18.90,2013
4,Andrew Quarless,TE,15,GB,DAL,6,6,100,66,1,22,11,11,0,0,0,0,0,18.60,2013
5,Tony Gonzalez,TE,15,ATL,WAS,7,6,86,62,1,15,9,10,0,0,0,0,0,18.20,2013
6,Zach Ertz,TE,15,PHI,MIN,9,6,67,57,1,17,6,10,0,0,0,0,0,17.70,2013
7,Jason Witten,TE,15,DAL,GB,8,4,50,71,1,27,9,18,0,0,0,0,0,17.10,2013
8,Marcedes Lewis,TE,15,JAX,BUF,7,4,57,54,1,25,8,14,0,0,0,0,0,15.40,2013
9,Jeff Cumberland,TE,15,NYJ,CAR,4,3,75,50,1,35,13,17,0,0,0,0,0,14.00,2013
10,Greg Olsen,TE,15,CAR,NYJ,8,5,63,88,0,27,11,18,0,0,0,0,0,13.80,2013
11,Tyler Eifert,TE,15,CIN,PIT,3,3,100,33,1,19,11,11,0,0,0,0,0,12.30,2013
12,Ryan Griffin,TE,15,HOU,IND,6,6,100,62,0,22,10,10,0,0,0,0,0,12.20,2013
13,Martellus Bennett,TE,15,CHI,CLE,6,6,100,71,0,23,12,12,0,0,0,1,1,12.10,2013
14,Mychal Rivera,TE,15,OAK,KC,5,3,60,30,1,14,6,10,0,0,0,0,0,12.00,2013
15,Cory Harkey,TE,15,LAR,NO,3,3,100,29,1,31,10,10,0,0,0,0,0,11.90,2013
16,Scott Chandler,TE,15,BUF,JAX,5,5,100,54,0,27,11,11,0,0,0,0,0,10.40,2013
17,Jake Ballard,TE,15,ARI,TEN,3,3,100,13,1,7,4,4,0,0,0,0,0,10.30,2013
18,Sean McGrath,TE,15,KC,OAK,2,2,100,14,1,8,7,7,0,0,0,0,0,9.40,2013
19,Fred Davis,TE,15,WAS,ATL,3,1,33,23,1,23,8,23,0,0,0,0,0,9.30,2013
20,Lance Kendricks,TE,15,LAR,NO,3,2,67,13,1,9,4,7,0,0,0,0,0,9.30,2013
