Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Justin Tucker,K,15,BAL,DET,6,6,100,61,0,0,0.00,2013
2,Dan Bailey,K,15,DAL,GB,5,5,100,50,3,3,0.00,2013
3,Phil Dawson,K,15,SF,TB,4,4,100,47,3,3,0.00,2013
4,Jay Feely,K,15,ARI,TEN,3,3,100,47,4,4,0.00,2013
5,Blair Walsh,K,15,MIN,PHI,2,3,67,38,6,6,0.00,2013
6,Alex Henery,K,15,PHI,MIN,3,3,100,51,1,1,0.00,2013
7,Graham Gano,K,15,CAR,NYJ,3,3,100,40,3,3,0.00,2013
8,Shaun Suisham,K,15,PIT,CIN,3,3,100,45,3,3,0.00,2013
9,Adam Vinatieri,K,15,IND,HOU,3,3,100,43,2,2,0.00,2013
10,Matt Bryant,K,15,ATL,WAS,2,2,100,51,3,3,0.00,2013
11,Steven Hauschka,K,15,SEA,NYG,3,3,100,49,2,2,0.00,2013
12,Josh Scobee,K,15,JAX,BUF,2,2,100,55,2,2,0.00,2013
13,Rob Bironas,K,15,TEN,ARI,2,3,67,45,4,4,0.00,2013
14,Nick Folk,K,15,NYJ,CAR,2,2,100,54,2,2,0.00,2013
15,Nick Novak,K,15,LAC,DEN,2,2,100,38,3,3,0.00,2013
16,Dan Carpenter,K,15,BUF,JAX,2,3,67,42,3,3,0.00,2013
17,Greg Zuerlein,K,15,LAR,NO,2,2,100,35,3,3,0.00,2013
18,Mason Crosby,K,15,GB,DAL,1,1,100,57,4,4,0.00,2013
19,Matt Prater,K,15,DEN,LAC,2,2,100,42,2,2,0.00,2013
20,Stephen Gostkowski,K,15,NE,MIA,2,3,67,23,2,2,0.00,2013
21,Robbie Gould,K,15,CHI,CLE,1,1,100,23,5,5,0.00,2013
22,Kai Forbath,K,15,WAS,ATL,2,2,100,37,2,2,0.00,2013
23,Ryan Succop,K,15,KC,OAK,0,0,0,0,8,8,0.00,2013
24,Billy Cundiff,K,15,CLE,CHI,1,1,100,35,4,4,0.00,2013
25,Sebastian Janikowski,K,15,OAK,KC,1,1,100,34,4,4,0.00,2013
26,Caleb Sturgis,K,15,MIA,NE,1,1,100,32,3,3,0.00,2013
27,Garrett Hartley,K,15,NO,LAR,1,3,33,45,1,1,0.00,2013
28,David Akers,K,15,DET,BAL,1,1,100,40,1,1,0.00,2013
29,Randy Bullock,K,15,HOU,IND,1,1,100,49,0,0,0.00,2013
30,Rian Lindell,K,15,TB,SF,0,0,0,0,2,2,0.00,2013
31,Mike Nugent,K,15,CIN,PIT,0,0,0,0,2,2,0.00,2013
32,Josh Brown,K,15,NYG,SEA,0,0,0,0,0,0,0.00,2013
