Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Nick Foles,QB,15,PHI,MIN,30,48,63,428,9,3,1,103,5,41,8,0,37.22,2013
2,Ryan Fitzpatrick,QB,15,TEN,ARI,36,58,62,402,7,4,2,91,3,22,7,0,35.28,2013
3,Matt Cassel,QB,15,MIN,PHI,26,35,74,382,11,2,1,117,3,19,6,1,33.18,2013
4,Alex Smith,QB,15,KC,OAK,17,20,85,287,14,5,0,158,4,17,4,0,32.18,2013
5,Ryan Tannehill,QB,15,MIA,NE,25,37,68,312,8,3,0,121,1,-1,-1,0,27.38,2013
6,Kirk Cousins,QB,15,WAS,ATL,29,45,64,381,9,3,2,95,0,0,0,0,27.24,2013
7,Matt Flynn,QB,15,GB,DAL,26,39,67,299,8,4,1,113,3,-3,-1,0,26.66,2013
8,Drew Brees,QB,15,NO,LAR,39,56,70,393,7,1,2,80,2,8,4,1,26.52,2013
9,Tom Brady,QB,15,NE,MIA,34,55,62,364,7,2,1,86,0,0,0,0,24.56,2013
10,EJ Manuel,QB,15,BUF,JAX,17,24,71,193,8,2,1,105,10,37,4,1,23.42,2013
11,Tony Romo,QB,15,DAL,GB,29,48,60,358,8,2,2,80,0,0,0,0,23.32,2013
12,Jay Cutler,QB,15,CHI,CLE,22,31,71,265,9,3,2,102,3,11,4,0,21.70,2013
13,Colin Kaepernick,QB,15,SF,TB,19,29,66,203,7,2,0,109,4,42,11,0,20.32,2013
14,Andy Dalton,QB,15,CIN,PIT,25,44,57,230,5,2,0,86,4,20,5,0,19.20,2013
15,Peyton Manning,QB,15,DEN,LAC,27,41,66,289,7,2,1,92,0,0,0,0,18.56,2013
16,Chad Henne,QB,15,JAX,BUF,21,36,58,237,7,2,2,74,4,22,6,0,17.68,2013
17,Andrew Luck,QB,15,IND,HOU,19,32,59,180,6,2,1,83,5,29,6,0,17.10,2013
18,Russell Wilson,QB,15,SEA,NYG,18,27,67,206,8,1,1,86,8,50,6,0,16.24,2013
19,Cam Newton,QB,15,CAR,NYJ,16,24,67,273,11,1,0,119,7,12,2,0,16.12,2013
20,Philip Rivers,QB,15,LAC,DEN,12,20,60,166,8,2,0,120,3,9,3,0,15.54,2013
21,Matt McGloin,QB,15,OAK,KC,18,35,51,297,9,2,4,60,1,0,0,0,14.88,2013
22,Kellen Clemens,QB,15,LAR,NO,14,20,70,158,8,2,0,127,3,5,2,0,14.82,2013
23,Jason Campbell,QB,15,CLE,CHI,23,39,59,273,7,1,2,68,1,17,17,0,14.62,2013
24,Mike Glennon,QB,15,TB,SF,18,34,53,179,5,2,1,75,0,0,0,0,14.16,2013
25,Geno Smith,QB,15,NYJ,CAR,15,28,54,167,6,1,1,69,6,44,7,0,14.08,2013
26,Carson Palmer,QB,15,ARI,TEN,20,30,67,231,8,1,0,101,2,-1,-1,0,13.14,2013
27,Matthew Stafford,QB,15,DET,BAL,18,34,53,235,7,1,3,48,2,9,5,0,11.30,2013
28,Ben Roethlisberger,QB,15,PIT,CIN,20,25,80,191,8,1,1,95,0,0,0,0,10.64,2013
29,Matt Ryan,QB,15,ATL,WAS,29,38,76,210,6,1,1,87,1,-1,-1,0,10.30,2013
30,Joe Flacco,QB,15,BAL,DET,20,38,53,222,6,0,0,70,2,13,7,0,10.18,2013
31,Case Keenum,QB,15,HOU,IND,18,34,53,168,5,0,2,42,1,2,2,0,4.92,2013
32,Eli Manning,QB,15,NYG,SEA,18,31,58,156,5,0,5,32,0,0,0,0,1.24,2013
33,Curtis Painter,QB,15,NYG,SEA,4,4,100,30,8,0,0,98,0,0,0,0,1.20,2013
34,Chase Daniel,QB,15,KC,OAK,3,5,60,31,6,0,0,78,1,-1,-1,0,1.14,2013
35,Tarvaris Jackson,QB,15,SEA,NYG,2,2,100,16,8,0,0,100,0,0,0,0,0.64,2013
36,Joe Webb,QB,15,MIN,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
37,Luke McCown,QB,15,NO,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
38,Colt McCoy,QB,15,SF,TB,0,0,0,0,0,0,0,0,3,-3,-1,0,-0.30,2013
